0,"fire","Fire",516,9021,10232,10688
1,"cold","Cold",517,9022,10233,10689
2,"lightning","Lightning",518,9023,10234,10690
3,"chaos","Chaos",519,9024,10235,10691
4,"spell","Spell",521,"","",""
5,"projectile","Projectile",520,9032,"",""
6,"bow","Bow",523,9026,"",""
7,"melee","Melee",522,9025,"",""
8,"minion","Minion",524,9020,"",""
9,"strength","",755,9028,"",10693
10,"dexterity","",756,9029,"",10694
11,"intelligence","",757,9030,"",10695
12,"aura","Aura",1060,9027,"",""
13,"attack","Attack","","","",""
14,"area","AoE",7900,9031,"",""
15,"duration","Duration",7899,"","",""
16,"support","Support",2217,2430,"",""
17,"curse","Curse",2022,"","",17352
18,"chaining","Chaining","","","",""
19,"totem","Totem","","","",10697
20,"trap","Trap",7991,"","",""
21,"mine","Mine","","","",""
22,"movement","Movement",1257,"","",""
23,"cast","Cast","","","",""
24,"vaal","Vaal",2138,"","",10696
25,"grants_active_skill","","","","",""
26,"trigger","Trigger","","","",""
27,"warcry","Warcry",3164,"","",""
28,"golem","Golem",3168,"","",""
29,"low_max_level","","","","",""
30,"channelling","Channelling","","","",""
31,"herald","Herald",6136,"","",""
32,"brand","Brand","","","",""
33,"physical","Physical","","",10236,10692
34,"guard","Guard","","","",""
35,"travel","Travel","","","",""
36,"strike","Strike","","","",""
37,"blink","Blink","","","",""
38,"nova","Nova","","","",""
39,"banner","","","","",""
40,"slam","Slam","","","",""
41,"stance","Stance","","","",""
42,"hex","Hex",13066,"","",""
43,"mark","Mark","","","",""
44,"orb","Orb","","","",""
45,"random_element","Prismatic","","","",""
46,"arcane","Arcane","","","",""
47,"critical","Critical","","","",""
48,"exceptional","Exceptional","","","",""
49,"link","Link","","","",17779
50,"blessing","Blessing","","","",""
51,"awakened","","","","",""
