0,"KillGuardianOfTheVaultAfterKillingTreasureGolems","",60,-1
1,"KillAhuatotliActivePyramidsCounter","",34,-1
2,"KillKurgalObselisksDetonatedCounter",47,"",-1
3,"KillVaalPyramidBossesInReverse1","",21,-1
4,"KillVaalPyramidBossesInReverse2a","",21,0
5,"KillVaalPyramidBossesInReverse2b","",21,2
6,"KillBazurWithoutDamageFromLiantraSkills",76,"",-1
7,"KillBazurWith8ThunderTomesKilled","",77,-1
8,"KillBaronConditionallyHasBeenHitByRune",78,"",-1
9,"KillBaronConditionallyAllSquaresActivated",79,"",-1
10,"KillSirusWithoutBeingAffectedByDeatomizationStorm",80,"",-1
11,"KillSirusWithoutBeingAffectedByDesolationOfTheAwakener",81,"",-1
12,"KillSirusWithoutBeingHitByCorridorBlast",82,"",-1
13,"KillSirusWithoutInterruptingCorridorBlast",83,"",-1
14,"KIllSirusWithoutBeingHitBySpinningNegationBeams",84,"",-1
15,"KillVeritaniaConditionallyWithoutEnteringHurricane",85,"",-1
16,"KillVeritaniaConditionallyWithoutHitFromTornado",86,"",-1
17,"KillAlHezminWithoutAnyTunnellingVipersEmerging",87,"",-1
18,"KillDroxAfterDestroyingAtLeast10VexillumImmortalis","",88,-1
19,"KillKitavaInBelfryMapWithoutBeingAffectedByDevouringDarkness",89,"",-1
20,"KillNightmaresOmenInPrimordialPoolWithoutTakingDamageFromBloodProjectiles",90,"",-1
21,"KillNightmaresOmenInPrimordialPoolAfter2Submerges","",91,-1
22,"KillVarheshInTerraceWithoutBecomingFearful",92,"",-1
23,"KillStalkerOfEndlessDunesWithoutBeingAffectedBySandstorm",95,"",-1
24,"KillSallazzangWithoutSuppressingFire",96,"",-1
25,"KillFallenQueenAfterBrokenPrinceAndHollowLady",94,"",-1
26,"KillPortentiaTheFoulAfter3Transforms","",97,-1
27,"KillPortentiaTheFoulWithoutBeingAffectedByEffluents",98,"",-1
28,"KillChimeraAfterSearching25Clouds","",99,-1
29,"KillShaperWithoutDamageFromNonMelee",100,"",-1
30,"KillOshabiWithoutBeingAffectedBySacredSuffering",101,"",-1
31,"KillOshabiWithoutBeingHitByOrbOfThorns",102,"",-1
32,"KillOshabiWithoutBeingHitByVineHammer",103,"",-1
33,"KillOshabiWithoutBeingHitByVolatileOrchard",104,"",-1
34,"KillHallowedHuskAfter3BloodRains","",105,-1
35,"KillHallowedHuskWithoutStandingInProximityShield",106,"",-1
36,"KillVaalTempleBossesInReverse",107,"",-1
37,"KillChayulaAfter3ChaosCyclones","",108,-1
38,"KillChayulaWithoutBeingHitByChaosCycloneProjectiles",109,"",-1
39,"KillHighTemplarWithoutBeingAffectedByColdBeam",110,"",-1
40,"KillAdmiralDarnawWithoutBeingHitByOceansWave",111,"",-1
41,"KillUnbreakableMk1WithoutBeingAffectedByMagneticStorm",112,"",-1
42,"KillNashtaTheUsurperWithoutDetonatingVolatileEmberstorms",113,"",-1
43,"KillVoxTwinsWithoutBecomingImmobilised",114,"",-1
44,"KillVoxTwins",115,"",-1
45,"KillVoxTwinsWithoutTwinsSwappingPositions",116,"",-1
46,"KillCaptainClayborneWithoutDefeatingDrownedCrew","",118,-1
47,"KillOrmudFiendOfTheFloodWithoutBeingHitByWaterVortexOrCollapsingOrb",119,"",-1
48,"KillBramblefallBossesWithoutBeingHitBySlamScreechSpikesBossDead","",120,-1
49,"KillBramblefallBossesWithoutBeingHitBySlamScreechSpikes",121,"",-1
50,"KillFoundryMapBossesWithinThreeSecondsOfOneAnother",122,"",-1
51,"KillFoundryMapBossesWithoutBeingHitByCorpseRain",123,"",-1
52,"DefeatTheMavenWithoutMoreThan16VolatilesEver",124,"",-1
53,"DefeatTheMavenWithoutFailingMemoryGame",125,"",-1
54,"DefeatTheMavenWithoutBeingHitByElasticBeams",126,"",-1
55,"KillPromenadeBossesWhileAffectedByConductivity","",127,-1
56,"KillNightmaresOmenWhile8RuneTrapsAreActive","",128,-1
57,"KillMirageOfBonesWhile3ClonesAreActive","",129,-1
58,"KillThePrimalOneWithoutBeingHitBySunder",130,"",-1
59,"PhysicalBreachSpawnerTriggered","",131,-1
60,"KillTrialmasterWithoutBeingHitByBloodOrb",132,"",-1
61,"KillTrialmasterWithoutBeingHitBySpearPulse",133,"",-1
62,"KillTrialmasterAfterCollectingAllCurrencyFromShrines","",134,-1
63,"KillTrialmasterWithoutBeingHitByHeart",135,"",-1
64,"KillGnarBeforeStonebeak",136,"",-1
65,"KillGnarBeforeDamagingStonebeak",137,"",-1
66,"DefeatTrioCrystalOreMapWhileAffectedByRighteousFire","",138,-1
67,"KillUhtredWithoutBeingAffectedByGlimpseOfInfinityOrIndifferenceOfTheCosmos",139,"",-1
68,"KillUhtredWithoutTriggeringSeekingStar",140,"",-1
