0,"Hatred",1,"",2651
1,"Woe",1,"",2652
2,"Greed",1,"",2653
3,"Contempt",1,"",2654
4,"Sorrow",2,"",2655
5,"Anger",2,"",2656
6,"Torment",2,"",2657
7,"Fear",2,"",2658
8,"Suffering",3,"",2659
9,"Rage",3,"",2661
10,"Wrath",3,"",2660
11,"Doubt",3,"",2662
12,"Anguish",4,"",2663
13,"Loathing",4,"",2664
14,"Spite",4,"",2666
15,"Zeal",4,"",2665
16,"Misery",5,"",2667
17,"Dread",5,"",2668
18,"Scorn",5,"",2669
19,"Envy",5,"",2670
20,"Hysteria",6,1,2671
21,"Insanity",6,1,2672
22,"Horror",6,1,2673
23,"Delirium",6,1,2674
24,"NotEssence",0,"",2675
