0,"UniqueChestTest1",369,0,0,"[7330,7341,7320]",0,[],"Metadata/Chests/StrongBoxes/ArmoryStrongBox.ao","",268
1,"PerandusBank",375,382,20,"[7363,7352,7402,7410,8120]",0,[9356],"Metadata/Chests/StrongBoxes/PerandusBox.ao","",263
2,"KaomsCache",376,383,20,"[7355,7349,7376,7409,8120]",60,[9356],"Metadata/Chests/StrongBoxes/KaomBox.ao","",250
3,"EmpyreanApparatus",377,384,60,"[7356,7350,7418,8120]",40,[9356],"Metadata/Chests/StrongBoxes/MalachaisBox.ao","",253
4,"ObaChest1",415,423,0,"[7408,7403]",0,[9356],"Metadata/Chests/StrongBoxes/JewellerStrongBox.ao","",263
5,"ObaChest2",416,423,0,[7394],0,[9356],"Metadata/Chests/StrongBoxes/ArcanistStrongBox.ao","",247
6,"ObaChest3",417,423,0,"[7393,7419]",0,[9356],"Metadata/Chests/StrongBoxes/GemcutterStrongBox.ao","",261
7,"GrandmasterGemcutters",456,459,0,"[7420,7385,7397,8735]",0,[],"Metadata/Chests/StrongBoxes/OrnateStrongbox.ao","",262
8,"GrandmasterArcanists",457,459,0,"[7398,8735]",0,[],"Metadata/Chests/StrongBoxes/OrnateStrongbox.ao","",249
9,"GrandmasterCartographers",458,459,0,"[7396,7404,7412,7421,8735]",0,[],"Metadata/Chests/StrongBoxes/OrnateStrongbox.ao","",258
10,"GrandmasterOrnateStrongbox",459,459,0,"[7334,7325,7411,8735,7439]",0,[],"Metadata/Chests/StrongBoxes/OrnateStrongbox.ao","",267
11,"GrandmasterUniqueItem",460,459,0,"[7346,7327,7336,8735,7439]",0,[],"Metadata/Chests/StrongBoxes/OrnateStrongbox.ao","",269
12,"GrandmasterSameBaseType",461,459,0,"[7327,7336,9017,8735,7439]",0,[],"Metadata/Chests/StrongBoxes/OrnateStrongbox.ao","",269
13,"GrandmasterVaalVessel",462,459,0,"[7453,7327,7336,9013,8735,7439]",0,[],"Metadata/Chests/StrongBoxes/OrnateStrongbox.ao","",269
14,"GrandmasterLargeStrongbox",463,459,0,"[7335,7326,8735,7439]",0,[],"Metadata/Chests/StrongBoxes/OrnateStrongbox.ao","",265
15,"BarrelOfSpiders",468,464,30,"[9077,7459,7381]",100,[9356],"Metadata/Chests/Barrels/Barrel1.ao",347,268
16,"DeshretsStorm",680,840,35,"[12237,7368,12239,7433,7428]",100,[9356],"Metadata/Chests/UniqueStrongboxes/Vase.ao","",251
17,"AshesOfTheCondemned",681,841,40,"[7357,7367,7328,7340]",100,[9356],"Metadata/Chests/UniqueStrongboxes/BaroqueVase.ao","",268
18,"MutewindCache",682,842,56,"[7370,12234,7329,7440]",30,[9356],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",268
19,"RedbladeCache",683,843,56,"[7369,12233,7329,7440]",30,[9356],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",268
20,"BrinerotCache",684,844,56,"[7371,12235,7329,7440]",30,[9356],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",268
21,"RenegadesCache",685,845,56,"[7372,12236,7329,7440]",10,[9356],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",268
22,"ProphecyWickedKing4",785,1028,0,"[7395,12320,12321,12322]",0,[9356],"Metadata/Chests/UniqueStrongboxes/ChestMetal.ao","",248
23,"VaultsOfAtziriUnique",808,1050,0,[8735],0,[],"Metadata/Chests/VaalChests/VaalChest.ao","",272
24,"BreachUniqueBox",810,1059,0,[7394],0,[],"Metadata/Chests/CocoonChests/Cocoon1.ao","",486
25,"DivinationCardUniqueBox",865,847,0,"[9087,7473,8120]",0,[9356],"Metadata/Chests/UniqueStrongboxes/DivinationCardUniqueStrongbox.ao","",1588
26,"WeylamsWarChest",876,846,40,"[7399,9083,12905,13282]",60,[9356],"Metadata/Chests/UniqueStrongboxes/WarChest.ao","",247
27,"ForgottenReliquaryChest",901,1188,0,[13103],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao","",510
28,"ForgottenReliquaryChest2",902,1189,0,[13104],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao","",511
29,"ForgottenReliquaryChestVaal",903,1190,0,[13105],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao","",512
30,"ForgottenReliquaryVenarius",904,1191,0,[13106],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao","",513
31,"ForgottenReliquaryEaterOfWorlds",905,1192,0,[13107],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao","",514
32,"ForgottenReliquaryMaven",906,1193,0,[13108],0,[],"Metadata/Chests/CopperChests/ClassicVault.ao","",515
