0,"Catarina","",6907,"","Art/2DArt/UIImages/InGame/Betrayal/BossImages/Catarina","","","Catarina, Master of Undeath","","Catarina","","",""
1,"Haku",0,6911,0,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Haku",7850,16,"Haku, Warmaster","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_haku.arm","Haku","","","VeiledRareHaku"
2,"Elreon",2,6912,4,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Elreon",7851,17,"Elreon, Light's Judge","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_elreon.arm","Elreon","","","VeiledRareElreon"
3,"Tora",2,6913,1,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Tora",7852,13,"Tora, the Culler","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_tora.arm","Tora","","","VeiledRareTora"
4,"Vagan",2,6914,2,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Vagan",7853,9,"Vagan, Victory's Herald","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_vagan.arm","Vagan","","","VeiledRareVagan"
5,"Vorici",2,6915,3,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Vorici",7854,7,"Vorici, Silent Brother","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_vorici.arm","Vorici","","","VeiledRareVorici"
6,"Hillock",0,6920,0,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Hillock",7855,12,"Hillock, the Blacksmith","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_hillock.arm","Hillock","","","VeiledRareHillock"
7,"Leo",1,6921,1,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Leo",7856,9,"Leo, Wolf of the Pits","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_leo.arm","Leo","","","VeiledRareLeo"
8,"Guff",1,6922,1,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Grenn",7857,9,"Guff \""Tiny\"" Grenn","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_guff.arm","Guff","","","VeiledRareBrinerot"
9,"Janus",1,6924,4,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Janus",7858,36,"Janus Perandus","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_janus.arm","Janus","","","VeiledRareJanus"
10,"ItThatFled","",6925,"","Art/2DArt/UIImages/InGame/Betrayal/BossImages/Breach",7859,36,"It That Fled","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_it_that_fled.arm","It That Fled","","","VeiledRareFled"
11,"Gravicius","",6926,"","Art/2DArt/UIImages/InGame/Betrayal/BossImages/Gravicius",7860,32,"Gravicius Reborn","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_gravicius.arm","Gravicius","","","VeiledRareGravicius"
12,"Jorgin",1,6927,2,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Thane",7861,36,"Thane Jorgin the Banished ","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_jorgin.arm","Jorgin","","","VeiledRareJorgin"
13,"Korell",1,6928,2,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Keema",7862,9,"Korell Goya, Son of Stone","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_keema.arm","Korell","","","VeiledRareKeema"
14,"Rin","",6929,"","Art/2DArt/UIImages/InGame/Betrayal/BossImages/Rin",7863,13,"Rin Yuushu","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_rin.arm","Rin","","","VeiledRareRin"
15,"Cameria",0,6930,0,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Cameria",7864,12,"Cameria the Coldblooded","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_cameria.arm","Cameria","","","VeiledRareCameria"
16,"Aisling",1,6932,3,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Aislin",7865,7,"Aisling Laffrey, The Silent Butcher","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_aisling.arm","Aisling","","","VeiledRareAisling"
17,"Riker",0,6933,0,"Art/2DArt/UIImages/InGame/Betrayal/BossImages/Riker",7866,13,"Riker Maloney, Midnight Tinkerer","Metadata/Terrain/Leagues/Betrayal/SafeHouses/Arena/Rooms/room_riker.arm","Riker","","","VeiledRareRiker"
