0,2546,""
1,2550,15
2,2552,38
3,2564,""
4,2565,27
5,2569,15
6,2571,55
7,2534,5
8,2538,19
9,2542,26
10,2598,40
11,2601,48
12,2602,71
13,2586,25
14,2590,7
15,2592,54
16,2578,28
17,2581,9
18,2583,35
19,2556,8
20,2557,6
21,2561,70
22,2544,88
23,2553,15
24,2572,27
25,2595,8
26,2584,78
27,2551,23
28,2570,36
29,2543,18
30,2597,32
31,2591,34
32,2582,13
33,2560,35
34,4416,""
35,4418,""
36,4417,""
37,2611,""
38,2612,""
39,2615,""
40,2609,""
41,2613,""
42,2610,""
43,2614,""
44,2535,5
45,2547,""
46,2566,27
47,2579,28
48,2593,54
49,2599,40
50,2558,6
51,2562,78
52,2576,""
53,2563,""
54,2585,""
55,2596,""
56,2555,""
57,2577,81
