0,"ReforgeFire","<white>{Reforge} a Rare item with random modifiers, including a <craftingfire>{Fire} modifier",1,"reroll_with_mod","fire ON rare","Reforge a Rare item with random modifiers, including a Fire modifier",1,50,0,[9370]
1,"ReforgeCold","<white>{Reforge} a Rare item with random modifiers, including a <craftingcold>{Cold} modifier",1,"reroll_with_mod","cold ON rare","Reforge a Rare item with random modifiers, including a Cold modifier",2,50,0,[9370]
2,"ReforgeLightning","<white>{Reforge} a Rare item with random modifiers, including a <craftinglightning>{Lightning} modifier",1,"reroll_with_mod","lightning ON rare","Reforge a Rare item with random modifiers, including a Lightning modifier",3,50,0,[9370]
3,"ReforgePhysical","<white>{Reforge} a Rare item with random modifiers, including a <craftingphysical>{Physical} modifier",1,"reroll_with_mod","physical ON rare","Reforge a Rare item with random modifiers, including a Physical modifier",2,50,0,[9370]
4,"ReforgeLife","<white>{Reforge} a Rare item with random modifiers, including a <craftinglife>{Life} modifier",1,"reroll_with_mod","life ON rare","Reforge a Rare item with random modifiers, including a Life modifier",1,75,0,[9370]
5,"ReforgeDefences","<white>{Reforge} a Rare item with random modifiers, including a <craftingdefences>{Defence} modifier",1,"reroll_with_mod","defences ON rare","Reforge a Rare item with random modifiers, including a Defence modifier",3,75,0,[9370]
6,"ReforgeChaos","<white>{Reforge} a Rare item with random modifiers, including a <craftingchaos>{Chaos} modifier",1,"reroll_with_mod","chaos ON rare","Reforge a Rare item with random modifiers, including a Chaos modifier",2,100,0,[9370]
7,"ReforgeAttack","<white>{Reforge} a Rare item with random modifiers, including an <craftingattack>{Attack} modifier",1,"reroll_with_mod","attack ON rare","Reforge a Rare item with random modifiers, including an Attack modifier",1,75,0,[9370]
8,"ReforgeSpell","<white>{Reforge} a Rare item with random modifiers, including a <craftingcaster>{Caster} modifier",1,"reroll_with_mod","caster ON rare","Reforge a Rare item with random modifiers, including a Caster modifier",3,75,0,[9370]
9,"ReforgeSpeed","<white>{Reforge} a Rare item with random modifiers, including a <craftingspeed>{Speed} modifier",1,"reroll_with_mod","speed ON rare","Reforge a Rare item with random modifiers, including a Speed modifier",2,150,0,[9370]
10,"ReforgeCritical","<white>{Reforge} a Rare item with random modifiers, including a <craftingcrit>{Critical} modifier",1,"reroll_with_mod","critical ON rare","Reforge a Rare item with random modifiers, including a Critical modifier",3,150,0,[9370]
11,"ReforgeMoreLikely","<white>{Reforge} a <white>{Rare} item, being <white>{more likely} to receive the same modifier types",1,"reroll_with_current_tags_affinity_multiplier","900","Reforge a Rare item, being more likely to receive the same modifier types",1,200,0,[9370]
12,"ReforgeLessLikely","<white>{Reforge} a <white>{Rare} item, being <white>{less likely} to receive the same modifier types",1,"reroll_with_current_tags_affinity_multiplier","-90","Reforge a Rare item, being less likely to receive the same modifier types",1,200,0,[9370]
13,"RerollCorruptedMap","<white>{Sacrifice} a Rare <white>{Corrupted Map}. Create a new Corrupted Map of the same tier and rarity.",0,"sacrifice_corrupted_map_for_new_corrupted_map","","Sacrifice a Rare Corrupted Map. Create a new Corrupted Map of the same tier and rarity.",1,200,0,[9370]
