0,"Shop","[255,255,255]","Shop"
1,"Pets","[255,255,255]","Pets"
2,"People","[255,255,255]","People"
3,"Plants","[255,255,255]","Plants"
4,"Trees","[255,255,255]","Trees"
5,"Nests","[255,255,255]","Nests"
6,"Furniture","[255,255,255]","Furniture"
7,"Cages","[255,255,255]","Cages"
8,"Rocks","[255,255,255]","Rocks"
9,"Crates","[255,255,255]","Crates"
10,"Barrels","[255,255,255]","Barrels"
11,"Containers","[255,255,255]","Containers"
12,"Ground","[255,255,255]","Ground"
13,"Water","[255,255,255]","Water"
14,"Walls","[255,255,255]","Walls"
15,"Effects","[255,255,255]","Effects"
16,"Weather","[255,255,255]","Weather"
17,"Lights","[255,255,255]","Lights"
18,"Carpets","[255,255,255]","Carpets"
19,"Debris","[255,255,255]","Debris"
20,"Statues","[255,255,255]","Statues"
21,"Barricades","[255,255,255]","Barricades"
22,"Tents","[255,255,255]","Tents"
23,"Stalls","[255,255,255]","Stalls"
24,"Equipment","[255,255,255]","Equipment"
25,"Machines","[255,255,255]","Machines"
26,"Pillars","[255,255,255]","Pillars"
27,"Stonework","[255,255,255]","Stonework"
28,"Carcasses","[255,255,255]","Carcasses"
29,"Bones","[255,255,255]","Bones"
30,"Vehicles","[255,255,255]","Vehicles"
31,"Banners","[255,255,255]","Banners"
32,"Teleporters","[255,255,255]","Teleporters"
33,"Games","[255,255,255]","Games"
