0,"GemProgression1"
1,"GemProgression4"
2,"GemProgression8"
3,"GemProgression10"
4,"GemProgression12"
5,"GemProgression16"
6,"GemProgression18"
7,"GemProgression24"
8,"GemProgression28"
9,"GemProgression31"
10,"GemProgression34"
11,"GemProgression38"
12,"GemProgressionSingleLevel"
13,"GemProgressionExceptional"
14,"GemProgressionBrandRecall"
15,"GemProgressionBloodAndSand"
16,"GemProgressionPlus1"
17,"GemProgressionPlus2"
18,"GemProgressionPlus3"
19,"GemProgressionPlus4"
20,"GemProgressionPlus5"
21,"GemProgressionPlus6"
22,"GemProgressionPlus7"
23,"GemProgressionExceptionalPlus"
24,"GemProgressionRoyale1"
25,"GemProgressionRoyale4"
