0,"EscapeRoom","","Escape Route",0,"Currency",0,100,0,"Escape Route",[]
1,"Currency","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardCurrency","Currency",1,"Currency Reward Room",46,100,350,"Currency Reward Room","[0,4,6]"
2,"Uniques","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardUniques","Uniques",1,"Uniques Reward Room",10,100,100,"Uniques Reward Room","[1,8]"
3,"Gems","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardGems","Gems",1,"Gems Reward Room",6,100,300,"Gems Reward Room",[4]
4,"Maps","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardMaps","Maps",1,"Maps Reward Room",68,100,100,"Maps Reward Room",[8]
5,"Trinkets","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardTrinkets","Accessories",1,"Accessories Reward Room",1,100,200,"Accessories Reward Room","[0,2,4]"
6,"Armour","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardArmour","Armour",1,"Armour Reward Room",1,100,200,"Armour Reward Room","[5,6,7]"
7,"Weapon","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardWeapon","Weapon",1,"Weapon Reward Room",1,100,200,"Weapon Reward Room","[1,5]"
8,"Abyss","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardAbyss","Abyss",1,"Abyss Reward Room",46,100,150,"Abyss Reward Room",[5]
9,"Perandus","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardPerandus","Perandus",1,"Perandus Reward Room",0,100,0,"Perandus Reward Room",[]
10,"Harbinger","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardHarbinger","Harbinger",1,"Harbinger Reward Room",68,100,150,"Harbinger Reward Room","[6,7]"
11,"Breach","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardBreach","Breach",1,"Breach Reward Room",68,100,150,"Breach Reward Room",[5]
12,"Essences","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardEssences","Essences",1,"Essences Reward Room",5,100,250,"Essences Reward Room","[6,8]"
13,"Fragments","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardFragments","Fragments",1,"Fragments Reward Room",68,100,250,"Fragments Reward Room",[0]
14,"Fossils","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardFossils","Fossils",1,"Fossils Reward Room",34,100,150,"Fossils Reward Room","[1,6]"
15,"Prophecies","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardCurrency","Currency",1,"",8,100,0,"Currency Reward Room",[2]
16,"DivinationCards","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardDivination","Divination Cards",1,"Divination Cards Reward Room",36,100,300,"Divination Cards Reward Room","[2,7]"
17,"Generic","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardGeneric","Generic",1,"Generic Reward Room",1,67,100,"Generic Reward Room",[3]
18,"Talismans","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardTalismans","Talismans",1,"Talismans Reward Room",1,100,150,"Talismans Reward Room",[5]
19,"Legion","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardLegion","Legion",1,"Legion Reward Room",68,100,150,"Legion Reward Room",[5]
20,"Blight","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardBlight","Blight",1,"Blight Reward Room",68,100,150,"Blight Reward Room",[3]
21,"Metamorphosis","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardMetamorph","Metamorph",1,"Metamorph Reward Room",68,100,150,"Metamorph Reward Room",[3]
22,"Delirium","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardDelirium","Delirium",1,"Delirium Reward Room",68,100,150,"Delirium Reward Room",[3]
23,"HardModeArmour","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardArmour","Armour",2,"",1,100,100,"Armour Reward Room","[0,1,2,3,4,5,6,7,8]"
24,"HardModeWeapon","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardWeapon","Weapon",2,"",1,100,100,"Weapon Reward Room","[0,1,2,3,4,5,6,7,8]"
25,"HardModeTrinkets","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardTrinkets","Accessories",2,"Accesories Reward Room",1,100,5,"Accesories Reward Room","[0,1,2,3,4,5,6,7,8]"
26,"HardModeCurrency","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardCurrency","Currency",2,"",46,100,15,"Currency Reward Room","[0,1,2,3,4,5,6,7,8]"
27,"HardModeMaps","Art/2DArt/UIImages/InGame/Heist/Blueprints/Rewards/HeistRewardMaps","Maps",2,"",68,100,5,"Maps Reward Room","[0,1,2,3,4,5,6,7,8]"
