0,"BetterSellPrice","Item is overvalued by vendors"
1,"LuckyMods","Numeric modifier values are lucky
High Level modifiers are more common"
2,"RandomModifier","Random effects revealed when resonator is fully socketed"
3,"CorruptEssence","Has a Corrupt Essence modifier"
4,"Duplicate","Creates a split copy"
5,"AbyssSocket","Has an Abyssal socket"
6,"VaalMod","Has a Vaal modifier"
7,"Sockets","More sockets
Can have white sockets"
8,"LabryinthEnchant","Has a Labyrinth Enchantment"
9,"Quality","Improved Quality"
10,"MorePhysical","More Physical modifiers"
11,"MoreFire","More Fire modifiers"
12,"MoreCold","More Cold modifiers"
13,"MoreLightning","More Lightning modifiers"
14,"MoreChaos","More Chaos modifiers"
15,"MoreElemental","More Elemental modifiers"
16,"MoreBleedPoison","More Physical Ailment or Chaos Ailment modifiers"
17,"MoreLife","More Life modifiers"
18,"MoreDefences","More Defence modifiers"
19,"MoreCaster","More Caster modifiers"
20,"MoreAttack","More Attack modifiers"
21,"MoreMana","More Mana modifiers"
22,"MoreSpeed","More Speed modifiers"
23,"MoreMinionAura","More Minion, Aura or Curse modifiers"
24,"MoreGemLevel","More Gem modifiers"
25,"LessCaster","Fewer Caster modifiers"
26,"LessAttack","Fewer Attack modifiers"
27,"NoPhysical","No Physical modifiers"
28,"NoFire","No Fire modifiers"
29,"NoCold","No Cold modifiers"
30,"NoLightning","No Lightning modifiers"
31,"NoChaos","No Chaos modifiers"
32,"NoLife","No Life modifiers"
33,"NoDefences","No Defence modifiers"
34,"NoElemental","No Elemental modifiers"
35,"NoBleedPoison","No Physical Ailment or Chaos Ailment Modifiers"
36,"NoMana","No Mana modifiers"
37,"NoSpeed","No Speed modifiers"
38,"CorruptedImplicit","Corrupted
Has a Corrupted implicit modifier"
39,"MoreCritical","More Critical modifiers"
40,"NoCritical","No Critical modifiers"
41,"MoreAttribute","More Attribute modifiers"
42,"NoAttribute","No Attribute modifiers"
43,"GreatlyMoreSpeed","Greatly more Speed modifiers"
44,"GreatlyMoreResistance","Greatly more Resistance modifiers"
45,"GreatlyMorePhysical","Greatly more Physical modifiers"
46,"GreatlyMoreMinion","Greatly more Minion modifiers"
47,"GreatlyMoreMana","Greatly more Mana modifiers"
48,"GreatlyMoreLightning","Greatly more Lightning modifiers"
49,"GreatlyMoreLife","Greatly more Life modifiers"
50,"GreatlyMoreGem","Greatly more Gem modifiers"
51,"GreatlyMoreFire","Greatly more Fire modifiers"
52,"GreatlyMoreElemental","Greatly more Elemental modifiers"
53,"GreatlyMoreDefences","Greatly more Defences modifiers"
54,"GreatlyMoreDamage","Greatly more Damage modifiers"
55,"GreatlyMoreCurse","Greatly more Curse modifiers"
56,"GreatlyMoreCritical","Greatly more Critical modifiers"
57,"GreatlyMoreCold","Greatly more Cold modifiers"
58,"GreatlyMoreChaos","Greatly more Chaos modifiers"
59,"GreatlyMoreCaster","Greatly more Caster modifiers"
60,"GreatlyMoreAura","Greatly more Aura modifiers"
61,"GreatlyMoreAttribute","Greatly more Attribute modifiers"
62,"GreatlyMoreAttack","Greatly more Attack modifiers"
63,"GreatlyMoreAilment","Greatly more Ailment modifiers"
64,"NoResistance","No Resistance modifiers"
65,"NoMinion","No Minion modifiers"
66,"NoGem","No Gem modifiers"
67,"NoDamage","No Damage modifiers"
68,"NoCurse","No Curse modifiers"
69,"NoCaster","No Caster modifiers"
70,"NoAura","No Aura modifiers"
71,"NoAttack","No Attack modifiers"
72,"NoAilment","No Ailment modifiers"
73,"MoreResistance","More Resistance modifiers"
74,"MoreMinion","More Minion modifiers"
75,"MoreGem","More Gem modifiers"
76,"MoreDamage","More Damage modifiers"
77,"MoreCurse","More Curse modifiers"
78,"MoreAura","More Aura modifiers"
79,"MoreAilment","More Ailment modifiers"
