0,"Weapons",2825364,[],2825364
1,"BodyArmours",1122958,[],1122958
2,"Gloves",376224,[],376224
3,"Boots",437000,[],437000
4,"Helmets",562000,[],562000
5,"Shields",499000,[],499000
6,"Rings",125000,[],31500
7,"Amulets",62000,[],15000
8,"Belts",125000,[],31500
9,"Quivers",125000,[],125000
10,"ScrollOfWisdom",600000,[],880000
11,"ScrollOfPortal",260000,[],390000
12,"CurrencyItems",323077,[],145000
13,"Flasks",210000,[],210000
14,"UtilityFlasks",10000,[],10000
15,"SkillGems",55919,[],31000
16,"SupportGems",19081,[],31000
17,"Disabled",0,[],0
18,"DropNothing",0,[],0
19,"Maps",27560,[],75000
20,"FishingRods",0,[],0
21,"AtziriFragments",0,[],0
22,"VaalSkillGems",0,[],0
23,"QualityCurrency",141538,[],141538
24,"Jewels",20000,[],10000
25,"DivinationCards",0,[],0
26,"Talisman",0,[],0
27,"Leaguestone",0,[],0
28,"CurrencyShards",0,[],0
29,"AbyssJewels",0,[],0
30,"Breachstone",0,[],0
31,"BreachstoneSplinter",0,[],0
32,"BestiaryNet",0,[],0
33,"Essences",0,[],0
34,"LegionSplinter",0,[],0
35,"Mushrunes",0,[],0
36,"UberAtziriFragments",0,[],0
37,"HeistCoins",8000,[],0
38,"HeistContracts",2000,[],0
39,"HeistBlueprints",160,[],0
40,"HeistEquipment",62000,[35],62000
41,"ExpeditionCurrency",0,[],0
42,"ScoutingReport",1378,[],1378
43,"Sentinels",0,[44],0
44,"CraftedSentinels",0,[44],0
45,"PowerCores",0,[44],0
46,"MemoryLine",0,[],0
47,"DelveFossils",0,[],0
48,"DelveResonators",0,[],0
49,"SanctumRelics",0,[46],0
50,"RustedScarabs",2344,[],0
