0,"NgamahuIgnite",973,"Umu Coals","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/CharcoalPot",529,"[34787,34788]","Traditional meals are cooked in a great fire-stone pit.\r\nIn a crisis, those stones can pull double duty."
1,"NgamahuRighteousFire",63324,"Firebreather Mead","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/SpicyMedicine",529,[34789],"The fruit of the volcanic nightshade plant can leave veteran warriors in tears."
2,"NgamahuChanceForNoRespawnTimer",47146,"Volcanic Emblem","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/KoamCoin",529,[34790],"The Ngamahu Tribe believes the Karui will be reforged in a volcano at the end of time."
3,"NgamahuFireExplode",53806,"Dying Roar","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/DeadmansSwitch",529,"[34785,34786]","When Ngamahu's chosen truly wish to destroy an enemy, nothing can stop them."
4,"TasalioVines",47392,"Ichthyic Bolas","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/FishBolaCharm",532,[34791],"Hunters of the Tasalio Tribe are just as effective on land."
5,"TasalioStealth",14996,"Inky Infusion","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/OctopusDoll",532,[34819],"They slip through shadows of their own making."
6,"TasalioShroudWalker",34426,"Sudden Fog","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/SmokeBomb",532,[34784],"A clear day dawns only for the lucky."
7,"TasalioChannellingInterruptDuration",32539,"Sea Charm","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/SpiralRopeCharm",532,[34820],"Tasalio bids you take a moment to stop and enjoy the calm of the ocean."
8,"ArohonguiEnergyShield",30400,"Silver Ward","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/MoonPin",529,"[34792,34793]","Arohongui looks after all those in need."
9,"ArohonguiChilledGround",20288,"Moon's Path","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/MoonAnklets",529,[34782],"The never-ending journey must be walked alone."
10,"ArohonguiColdAilmentImmunity",18258,"Lunar Grace","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/IceCharm",529,[34794],"The lunar plains are cold, but the silver palace is always warm and welcoming."
11,"ArohonguiFreeze",20970,"Dance of the Seasons","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/CrescentToeRings",529,[34795],"Winter is inevitable, but so is the spring."
12,"ValakoChargesForDefensiveTeammates",36365,"Lightning Rod","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/LightningRod",532,[34821],"Valako's gifts are unpredictable, but welcome."
13,"ValakoProximityShield",37208,"Whaletooth Bangle","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/WhaletoothTotem",532,"[34783,34779]","An arrow in a storm may lose its course, but it will bring death where it eventually falls."
14,"ValakoLightningThorns",39418,"Carved Horns","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/HornEarrings",532,[34822],"Passed down through the generations, they protect those who seek Valako's grace."
15,"ValakoBlock",34042,"Tidal Charm","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/ShieldCharm",532,[34823],"Only a fool fights the tide."
16,"HinekoraFasterRespawn",24845,"Birthing Spoon","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/BirthingSpoonTrinket",532,[34796],"With each new life, the entire tribe is invigorated."
17,"HinekoraCooldownRecovery",27865,"Cyclic Bauble","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/SunMoonAmulet",532,[34797],"The end of Time is also its beginning."
18,"HinekoraChannellingDoesntPreventRespawnTimer",35092,"Death Chimes","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/BoneChime",532,[34798],"Hinekora is not the master of Death, but she is its Mother."
19,"HinekoraHinder",22180,"Fate's Grasp","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/HinderHand",532,[34824],"There is no use trying to escape destiny."
20,"TawhoaLifeRegeneration",22944,"Amber Burgeon","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/EmberChoker",531,[34799],"Though you might not see it, the forest is always growing."
21,"TawhoaTotemLifeRegeneration",64194,"Spiritual Growth","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/DriedLizardAmulet",531,"[34800,34801,34802]","That which is wounded may become whole again in time."
22,"TawhoaMaximumLifeOnRespawn",59942,"Bone Juju","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/BoneTiki",531,[34825],"Life springs from death in a grand cycle."
23,"TawhoaNearbyPlayerFlaskCharges",27413,"Dream Catcher","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/SoulCatcher",531,[34826],"Tawhoa gifted humanity the ability to dream, so that they may aspire to greater things."
24,"KitavaLifeOnKill",58054,"Victory Feast","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/KitavaCharm",529,[34803],"\""The Oriathans have generously provided us with a banquet!\"""
25,"KitavaDamageTakenRecoveredByTotem",49213,"Utula's Promise","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/BarbedArmband",529,[34804],"\""If you waver, drink of my blood, and fight on!\"""
26,"KitavaLifeRegenerationWhileChannelling",13676,"Jawclamp Earrings","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/HeavyEarrings",529,[34805],"\""Bite down upon your master's throat, and die before you let go!\"""
27,"KitavaNearbyEnemiesNoLifeRecovery",51103,"Noxious Fumes","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/IncenseBurner",529,[34806],"\""The guards will have no rest this night. When they tire, we strike...\"""
28,"RamakoMovementSpeed",46021,"Eternal Pursuit","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/CrystalLegband",532,"[34780,34778]","The Sun chases the Moon across the sky, thirsting for a momentary touch."
29,"RamakoTailwind",3916,"Queen's Inspiration","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/TuskBrooch",532,[34807],"Her courage was contagious."
30,"RamakoExtraProjectiles",19046,"Sun-blot Band","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/ArchersRing",532,[34808],"Let us graciously allow the enemy to fight in the shade."
31,"RamakoSpeedWhileEnemiesInCloseRange",25414,"Sniper's Gambit","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/ShellAnkleBrace",532,[34827],"Clever archers always have a trick in reserve."
32,"TukohamaBonusesOnLowLife",35359,"Ancestral Defiance","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/ScreamingTotem",531,[34828],"The warriors of the Tukohama Tribe call the brink of death home."
33,"TukohamaTotemDamageTakenWhileChannelling",49694,"Massive Chisel","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/TotemChisel",531,[34809],"Ancestral wood splinters freely under the heavy weight of jade."
34,"TukohamaAdrenalineForOffensiveTeammates",39990,"War Venom","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/SnakeToothSyringe",531,[34829],"The fire in the blood is like no other thrill."
35,"TukohamaDebilitate",13383,"Jade Blade","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/JadeBlade",531,[34830],"A true warrior is never unarmed."
36,"RongokuraiCannotBeSlowed",17619,"Turtle Trinket","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/TurtleShell",530,[34810],"Slow and steady wins the race."
37,"RongokuraiStunOnRespawn",20122,"Emerging Bellow","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/HuntingCharm",530,[34811],"\""Get out of my way!\"""
38,"RongokuraiKnockback",14654,"Goliath Knuckle","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/KnuckleDusterRing",530,[34781],"Simple, but effective."
39,"RongokuraiTotemLife",6272,"Nightguard","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/CarvedBreastplate",530,"[34812,34814]","Rongokurai gifts his strength to protect the weak."
40,"NoTribeColdResistance",30044,"Summer Charm","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/RainDoll",530,[34817],"Remember the days that were not so grim and cold as today."
41,"NoTribeLife",29574,"Tough Snack","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/RhoaSteak",534,[34813],"The long chew is half the satisfaction."
42,"NoTribeDamage",4997,"Barbed Dagger","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/TeethCharm",530,[34818],"For enemies you do not respect."
43,"NoTribeRespawnRate",32989,"Battle Call","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/ConchTrumpet",530,[34816],"If you hear the call, you must answer."
44,"NoTribeTotemLife",15920,"Albino Weta","Art/2DArt/UIImages/InGame/AncestralTrial/GearImages/AlbinoWeta",530,[34815],"A blessing upon all those trees touched by the sacred spirit."
