0,7650,1164,120,79,"","g","Vaults of Atziri",""
1,8674,1142,171,149,"","Ç","Maelstrom of Chaos",""
2,8693,1199,175,153,"","Å","The Coward's Trial",""
3,8736,1216,177,159,"","Ô","Acton's Nightmare",""
4,8769,1184,207,191,"","ß","Poorjoy's Asylum",""
5,8786,1171,230,209,"","À","Mao Kun",""
6,8790,1221,234,213,"","#","Oba's Cursed Trove",""
7,8850,1154,237,216,"","$","Olmec's Sanctum",""
8,8851,1173,238,217,1,"","Untainted Paradise",""
9,9004,1223,324,303,"","¿","Death and Taxes",""
10,9171,1114,386,394,"","È","Whakawairua Tuahu",""
11,9905,1202,409,417,1,"Ù","Hall of Grandmasters",""
12,9906,1168,610,577,1,"²","The Vinktar Square",""
13,11216,1156,666,806,"","æ","Caer Blaidd, Wolfpack's Den",""
14,11285,1116,723,893,1,"™","The Perandus Manor",1
15,11602,1187,807,1049,"","Õ","The Putrid Cloister",""
16,11603,1144,809,1051,"","Ð","Hallowed Ground",""
17,11838,1253,959,1506,1,"","The Beachhead",""
18,11839,1254,959,1506,1,"","The Beachhead",""
19,11840,1255,959,1506,1,"","The Beachhead",""
20,11842,1176,961,1527,"","^","The Twilight Temple",""
21,11843,1126,965,1528,1,"‹","Doryani's Machinarium",""
22,11844,1152,969,1529,"","›","Pillars of Arun",""
23,12397,454,1189,2093,1,"","Altered Distant Memory",""
24,12398,455,1190,2094,1,"","Augmented Distant Memory",""
25,12399,456,1191,2095,1,"","Twisted Distant Memory",""
26,12400,457,1192,2096,1,"","Rewritten Distant Memory",""
27,12401,453,1193,2097,1,"","Cortex",""
28,11841,1256,1280,1506,1,"","Infused Beachhead",""
29,12402,453,1194,2097,1,"","Cortex",""
30,11845,1152,970,1529,1,"","Pillars of Arun",""
31,8770,1184,208,191,1,"","Poorjoy's Asylum",""
32,13071,1745,1408,1784,1,"","The Tower of Ordeals",""
