0,"OutdoorEnd","[483,517]","[556,589]","[628,661]","[700,733]",1
1,"OutdoorEndBottleneck","[484,518,507]","[557,590,579]","[629,662,651]","[701,734,723]",1
2,"OutdoorStraight","[485,508,519]","[558,580,591]","[630,652,663]","[702,724,735]",2
3,"OutdoorStraightBottleneck","[520,509,486]","[592,581,559]","[664,653,631]","[736,725,703]",2
4,"OutdoorBranch","[487,510,521]","[560,582,593]","[632,654,665]","[704,726,737]",3
5,"OutdoorBranchBottleneck1","[511,522]","[583,594]","[655,666]","[727,738]",3
6,"OutdoorBranchBottleneck2","[523,512,489]","[595,584,562]","[667,656,634]","[739,728,706]",3
7,"OutdoorQuad","[491,514,525]","[564,586,597]","[636,658,669]","[708,730,741]",4
8,"IndoorShortcut",[463],[536],[608],[680],2
9,"IndoorEndBottleneck","[462,473,496]","[535,546,568]","[607,618,640]","[679,690,712]",1
10,"IndoorStraight","[497,474,463]","[569,547,536]","[641,619,608]","[713,691,680]",2
11,"IndoorStraightBottleneck","[464,498,475]","[537,570,548]","[609,642,620]","[681,714,692]",2
12,"IndoorBranch","[499,476,465]","[571,549,538]","[643,621,610]","[715,693,682]",3
13,"IndoorBranchBottleneck1","[466,500,477]","[539,572,550]","[611,644,622]","[683,716,694]",3
14,"IndoorBranchBottleneck2","[467,501,478]","[540,573,551]","[612,645,623]","[684,717,695]",3
15,"IndoorQuad","[469,480,503]","[542,553,575]","[614,625,647]","[686,697,719]",4
16,"OutdoorQuadDoor","[527,493,516]","[599,566,588]","[671,638,660]","[743,710,732]",4
17,"OutdoorBranchDoor","[524,490,513]","[596,563,585]","[668,635,657]","[740,707,729]",3
18,"IndoorQuadDoor","[471,482,505]","[544,555,577]","[616,627,649]","[688,699,721]",4
19,"IndoorBranchDoor","[468,479,502]","[541,552,574]","[613,624,646]","[685,696,718]",3
20,"EntranceStraight",[519],[591],[663],[735],2
21,"EntranceQuadDoor",[527],[599],[671],[743],4
22,"EntranceQuad",[525],[597],[669],[741],4
23,"EntranceBranch",[521],[593],[665],[737],3
24,"EntranceBranchDoor",[524],[596],[668],[740],3
25,"EntranceStraightBottleneck",[520],[592],[664],[736],2
26,"ElegantBlockBranch",[494],[],[],[],3
27,"Boss1",[528],[600],[672],[744],2
28,"Boss2",[529],[601],[673],[745],3
29,"Boss3",[530],[602],[674],[746],4
30,"FinalBoss1",[531],[603],[675],[747],2
31,"FinalBoss2",[532],[604],[676],[748],3
32,"FinalBoss3",[533],[605],[677],[749],4
