0,"HideoutForest",1536,65379,"Metadata/Terrain/Missions/Hideouts/Forest/decoration.hideout",[37],1535,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/LushHideout",1,10000,0,"","Lush Hideout",""
1,"HideoutArch",1516,2401,"Metadata/Terrain/Missions/Hideouts/Archaeological/decoration.hideout",[1239],1517,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/TrenchHideout",1,33,3,1,"Robber's Trench Hideout",""
2,"HideoutBattleground",1564,28470,"Metadata/Terrain/Missions/Hideouts/Battleground/decoration.hideout",[1201],1565,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BattlescarredHideout",1,200,1,1,"Battle-scarred Hideout",""
3,"HideoutBeach",1560,33485,"Metadata/Terrain/Missions/Hideouts/Beach/decoration.hideout",[1141],1561,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/CoastalHideout",1,200,1,1,"Coastal Hideout",""
4,"HideoutLibrary",1566,8897,"Metadata/Terrain/Missions/Hideouts/Library/decoration.hideout",[1137],1567,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/EnlightenedHideout",1,200,1,1,"Enlightened Hideout",""
5,"HideoutGardens",1570,62863,"Metadata/Terrain/Missions/Hideouts/Gardens/decoration.hideout",[1200],1571,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/OvergrownHideout",1,100,2,1,"Overgrown Hideout",""
6,"HideoutSolaris",1568,13485,"Metadata/Terrain/Missions/Hideouts/Solaris/decoration.hideout",[1130],1569,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/ImmaculateHideout",1,200,1,1,"Immaculate Hideout",""
7,"HideoutFellshrine",1562,45200,"Metadata/Terrain/Missions/Hideouts/Fellshrine/decoration.hideout",[1092],1563,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/UnearthedHideout",1,200,1,1,"Unearthed Hideout",""
8,"HideoutSlum",1558,62635,"Metadata/Terrain/Missions/Hideouts/Slums/decoration.hideout",[1109],1559,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/BackstreetHideout",1,200,1,1,"Backstreet Hideout",""
9,"HideoutSewer",1538,29226,"Metadata/Terrain/Missions/Hideouts/Sewers/decoration.hideout",[51],1537,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/UndercityHideout",1,10000,0,"","Undercity Hideout",""
10,"HideoutMine",1542,55535,"Metadata/Terrain/Missions/Hideouts/Mine/decoration.hideout",[65],1541,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/ExcavatedHideout",1,10000,0,"","Excavated Hideout",""
11,"HideoutCourts",1528,31968,"Metadata/Terrain/Missions/Hideouts/Courts/decoration.hideout","[77,78]",1529,"Art/2DArt/UIImages/InGame/Hideout/HideoutImages/StatelyHideout",1,10000,0,"","Stately Hideout",""
