0,"EnterLioneyesWatch",124,"",[],[]
1,"EnterCannibalBay",125,"",[],[]
2,"EnterTidalIsland",126,"",[],[]
3,"EnterMudFlats",30,"",[],[]
4,"EnterFetidPool",127,"",[],[]
5,"EnterSubmergedPassage",27,"",[],[]
6,"EnterFloodedDepths",128,"",[],[]
7,"EnterLedge",3,"",[],[]
8,"EnteringSavageClimb",129,"",[],[]
9,"EnterPrison",130,"",[],[]
10,"EnterWardensChamber",514,"",[],[]
11,"EnterPrisonersGate",26,"",[],[]
12,"EnterShipGraveyard",33,"",[],[]
13,"EnterShipCave",131,"",[],[]
14,"EnterCavernOfWrath",132,"",[],[]
15,"EnterSouthernForest",10,"",[],[]
16,"EnterForestEncampment",133,"",[],[]
17,"EnterOldFields",134,"",[],[]
18,"EnterDen",135,"",[],[]
19,"EnterCrossroads",136,"",[],[]
20,"EnterFellshrineRuins",147,"",[],[]
21,"EnterFellshrineCrypt",138,"",[],[]
22,"EnterChamberofSins",101,"",[],[]
23,"EnterRiverways",139,"",[],[]
24,"EnterNorthernForest",140,"",[],[]
25,"EnterWeaversChambers",142,"",[],[]
26,"EnterWesternForest",141,"",[],[]
27,"EnterVaalRuins",143,"",[],[]
28,"EnterWetlands",144,"",[],[]
29,"EnterWaterfallCave",146,"",[],[]
30,"EnterCityOfSarn",149,"",[],[527]
31,"EnterSarnEncampment",150,"",[],[]
32,"EnterSlums",151,"",[],[]
33,"EnterCrematorium1",152,"",[],[]
34,"EnterSewerAqueduct",159,"",[],[]
35,"EnterMarkets",154,"",[],[]
36,"EnterCatacombs",155,"",[],[]
37,"EnterBattleFront",156,"",[],[]
38,"EnterSolarisTemple",157,"",[],[]
39,"EnterDocks",158,"",[],[]
40,"EnterBarracks",162,"",[],[516]
41,"EnterLunarisTemple",163,"",[],[]
42,"EnterLunaris2",660,"",[563],[523]
43,"EnterGardens",164,"",[],[]
44,"EnterLibrary",166,"",[],[]
45,"EnterSceptreOfGod",167,"",[],[528]
46,"EnterAqueduct",673,"",[566],[]
47,"EnterDriedLake",674,"",[],[518]
48,"EnterMines1",804,"",[],[525]
49,"EnterMines2",805,"",[],[]
50,"EnterCrystalVeins",806,"",[],[]
51,"EnterKaomDream",678,"",[],[]
52,"EnterDaressoDream",681,"",[],[]
53,"EnterBellyOfTheBeast",683,"",[571],[517]
54,"EnterHarvest",685,"",[573],[]
55,"EnterSlavePens",317,"",[579],[]
56,"EnterOriathSquare",1042,"",[],[]
57,"EnterTemplarCourts",1044,"",[581],[]
58,"EnterChamberOfInnocence",1046,"",[],[]
59,"EnterTorchedCourts",1045,"",[583],[]
60,"EnterRuinedSquare",1043,"",[],[]
61,"EnterCathedralRooftop",1049,"",[],[]
62,"ApproachLilly",2389,"",[],[]
63,"EnterOssuary",1047,"",[],[]
64,"EnterTwilightStrandA6",1139,"",[586],[]
65,"EnterCoastA6",1140,"",[],[]
66,"EnterMudFlatsA6",1142,"",[],[]
67,"EnterTheRidgeA6",1144,"",[],[]
68,"EnterThePrisonA6",1145,"",[],[]
69,"EnterWesternForestA6",1148,"",[],[]
70,"EnterTheBeaconA6",1153,"",[],[]
71,"EnterTheReefA6",1154,"",[],[]
72,"ApproachEramir",2393,"",[],[]
73,"EnterTheCryptA7",1258,"",[],[]
74,"EnterMaligaroSanctum",1261,"",[594],[]
75,"EnterAshenFields",1263,"",[],[]
76,"EnterVaalCityA7",1267,"",[],[]
77,"EnterTempleOfDecay2",2397,"",[],[]
78,"EnterA8Town",1374,"",[],[]
79,"EnterToxicConduits",1330,"",[],[]
80,"EnterBathHours",1412,"",[602],[]
81,"EnterLunarisTempleA8",1414,"",[604],[]
82,"EnterBloodAqueduct",1500,"",[606],[]
83,"EnterBellyOfTheBeastA9",1536,"",[612],[]
84,"EnterRavagedSquareA10",1540,"",[],[]
85,"EnterCanals",1543,"",[],[]
86,"EnterFeedingTrough",1544,"",[616],[]
87,"EnterEpilogue",1548,"",[617],[]
88,"EnteredMaps",988,"",[],[]
89,"EnterApexOfSacrifice",826,"",[],[515]
90,"EnterAlluringAbyss",827,"",[],[514]
91,"EnterLabyrinthMap",832,"",[],[522]
92,"EnterMaelstromOfChaos",830,"",[],[524]
93,"EnterVaalTempleMap",836,"",[],[530]
94,"EnterVaultsOfAtziri",835,"",[],[531]
95,"EnterGrottoMap",829,"",[],[520]
96,"EnterDungeonMap",828,"",[],[519]
97,"EnterMudGeyserMap",831,"",[],[526]
98,"EnterSpiderForestMap",833,"",[],[529]
99,"EnterJungleMap",834,"",[],[521]
100,"KillBiteZombie",558,"",[],[]
101,"KillHillock",559,"",[],[]
102,"KillFireFury",550,"",[],[]
103,"KillKadavrus",560,"",[],[]
104,"KillDwellerDeep",557,"",[],[]
105,"KillKuduku",551,"",[547],[]
106,"KillBrutus",561,"",[549],[]
107,"KillFairgraves",564,"",[551],[]
108,"KillMerveilDaughter",552,"",[],[]
109,"KillMerveil",562,"",[552],[]
110,"KillWhiteBeast",563,"",[],[]
111,"KillArchbishopGeofri",553,"",[],[]
112,"KillFidelitas",566,"",[],[]
113,"KillWeaver",554,"",[],[]
114,"KillOak",18,"",[557],[]
115,"KillKraityn",16,"",[556],[]
116,"KillAlira",17,"",[555],[]
117,"KillVaalOversoul",565,"",[559],[]
118,"KillMarceustheDefaced",555,"",[],[]
119,"KillGravicius",567,"",[561],[]
120,"KillKole",556,"",[562],[]
121,"KillPiety",569,"",[564],[]
122,"KillDominus",570,"",[565],[]
123,"KillVoll",686,"",[568],[]
124,"KillDaresso",809,"",[569],[]
125,"KillKaom",693,"",[570],[]
126,"KillPietyCorrupted",703,"",[],[]
127,"KillMaligaro",879,"",[575],[]
128,"KillShavronne",880,"",[576],[]
129,"KillDoedre",881,"",[574],[]
130,"KillMalachai",664,"",[578],[]
131,"KillKrow",1051,"",[],[]
132,"KillCasticus",1057,"",[580],[]
133,"KillMatriarch",2386,"",[],[]
134,"SeenAvarius",1070,"",[],[]
135,"SeenInnocence",2387,"",[],[]
136,"KillAvariusA5",1071,"",[582],[]
137,"KillCato",2388,"",[],[]
138,"KillUtula",1077,"",[584],[]
139,"FaceKitavaA5",1083,"",[],[]
140,"KillKitavaA5",1085,"",[585],[]
141,"KillTukohama",1175,"",[587],[]
142,"KillAbberath",1200,"",[588],[]
143,"KillShavronneA6",1168,"",[589],[]
144,"KillRyslatha",1193,"",[590],[]
145,"KillBrineKing",1164,"",[592],[]
146,"KillMaligaroA7",1280,"",[595],[]
147,"KillRalakesh",1273,"",[596],[]
148,"KillGruthkul",1386,"",[597],[]
149,"KillArakaali",1294,"",[599],[]
150,"KillDoedreA8",1423,"",[600],[]
151,"KillYugul",1438,"",[603],[]
152,"KillGemlingLegion",1461,"",[],[]
153,"KillLunarisSolaris",1426,"",[605],[]
154,"KillShakari",1629,"",[608],[]
155,"KillKira",1905,"",[609],[]
156,"KillGarukhan",1566,"",[610],[]
157,"KillAdus",1906,"",[611],[]
158,"KillUnholyTrio",1549,"",[],[]
