0,"FireMeteor",[8434],1
1,"FireMeteorUber",[8435],1
2,"ColdRotatingBeam",[8436],""
3,"ColdRotatingBeamUber",[8437],""
4,"ChaosSoulrendPortal",[8438],1
5,"ChaosSoulrendPortalUber",[8439],1
6,"LightningPylon",[8440],""
7,"LightningPylonUber",[8441],""
8,"Necromantic1","[3628,3629,3630,3631,3632,3633,3634,3635,3636,3637,3638,3639,3642,3643,3644,3645,3646,3647,3648,3649]",1
9,"Necromantic2","[3628,3629,3630,3631,3632,3633,3634,3635,3636,3637,3638,3639,3642,3643,3644,3645,3646,3647,3648,3649]",1
10,"Necromantic3","[3628,3629,3630,3631,3632,3633,3634,3635,3636,3637,3638,3639,3641,3642,3643,3644,3645,3646,3647,3648,3649]",1
11,"Necromantic4","[3628,3629,3630,3631,3632,3633,3634,3635,3636,3637,3638,3639,3641,3642,3643,3644,3645,3646,3647,3648,3649]",1
12,"Vaal",[8442],""
13,"Golden",[8443],1
14,"PhysicalBleed",[8445],1
15,"PhysicalBleedUber",[8446],1
16,"ChaosGreenVines",[8452],""
17,"GenericLifeQuicksand",[8449],1
18,"GenericCharges",[8447],""
19,"GenericMassive",[8448],""
20,"GenericSpeed",[8444],""
21,"GenericFortify",[8450],1
22,"GenericEnergyShield",[8451],""
23,"UltimatumChaosCloud1",[8604],""
24,"UltimatumChaosCloud2",[8605],""
25,"UltimatumChaosCloud3",[8606],""
26,"UltimatumLightningRune1",[8607],1
27,"UltimatumLightningRune2",[8608],1
28,"UltimatumLightningRune3",[8608],1
29,"UltimatumLightningRune1Trial",[8607],""
30,"UltimatumLightningRune2Trial",[8608],""
31,"UltimatumFlameSpitter1",[8631],1
32,"UltimatumFlameSpitter2",[8631],1
33,"UltimatumFlameSpitter3",[8632],1
34,"UltimatumFlameSpitter1Trial",[8631],1
35,"UltimatumFlameSpitter2Trial",[8631],1
36,"UltimatumFlameSpitter3Trial",[8632],1
37,"UltimatumFrostInfection1",[8615],""
38,"UltimatumFrostInfection2",[8616],""
39,"UltimatumFrostInfection3",[8617],""
40,"UltimatumGraveyard1",[8629],1
41,"UltimatumGraveyard2",[8629],1
42,"UltimatumGraveyard3",[8630],1
43,"UltimatumGraveyard1Trial",[8629],1
44,"UltimatumGraveyard2Trial",[8629],1
45,"UltimatumGraveyard3Trial",[8630],1
46,"UltimatumRevenant1",[8620],1
47,"UltimatumRevenant2",[8621],1
48,"UltimatumRevenant3",[8622],1
49,"UltimatumSawblade1",[8623],""
50,"UltimatumSawblade2",[8624],""
51,"UltimatumSawblade3",[8625],""
52,"UltimatumTotemPhys",[8634],1
53,"UltimatumTotemEle",[8635],1
