0,"NULL","[""Metadata/Terrain/Leagues/Lake/Rooms/water.arm""]","",[],[],"","",1,"","","",0,[],[],"",""
1,"ENTRANCE","[""Metadata/Terrain/Leagues/Lake/Rooms/entrance.arm""]","default",[],[],"","Entrance",2,"","","",0,[],[],"",""
2,"Empty","[""Metadata/Terrain/Leagues/Lake/Rooms/blank.arm""]","",[],[],"","",0,"","","",0,[],[],"",""
3,"Breach1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_breach.arm""]","",[],[],"Contains an additional Breach","Reflection of Breach",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconBreach","",68,[15521],[25],"(Difficulty scales quantity of Breach Splinters found in Breach Hands)",13782
4,"Breach2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_breach.arm""]","","[5462,13699]","[50,-30]","Contains an additional Breach\r\nBreach has 50% increased Monster density\r\nBreach opens and closes 30% slower","Reflection of the Dream",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconBreach","",68,[15521],[25],"(Difficulty scales quantity of Breach Splinters found in Breach Hands)",13782
5,"Breach3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_breach.arm""]","","[5460,13309,13699,16971]","[1,100,-30,-40]","Contains an additional Breach\r\nBreach opens and closes 30% slower\r\nBreach contains a Breachlord\r\nBreachlord drops a Breachstone","Reflection of the Breachlord",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconBreach","",68,[15521],[25],"(Difficulty scales quantity of Breach Splinters found in Breach Hands)",13782
6,"Delirium1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_league_delirium.arm""]","",[12465],[1],"Contains a Mirror of Delirium","Reflection of Delirium",3,"","Art/2DArt/UIImages/InGame/Lake/LakeTileIconDelirium","",46,[],[],"",13784
7,"Fire1_1","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_fire.arm""]","",[],[],"Defeat packs of Cannibals","Reflection of Flame",3,1778,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconFire","",1,[],[],"(Difficulty scales quantity of items from reward chests)",""
8,"Fire1_2","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_fire.arm""]","",[],[],"Defeat packs of Demons","Reflection of Flame",3,1779,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconFire","",28,[],[],"(Difficulty scales quantity of items from reward chests)",""
9,"Fire1_3","[""Metadata/Terrain/Leagues/Lake/Rooms/encounter_fire.arm""]","",[],[],"Defeat packs of Infernal Vaal","Reflection of Flame",3,1780,"Art/2DArt/UIImages/InGame/Lake/LakeTileIconFire","",50,[],[],"(Difficulty scales quantity of items from reward chests)",""
