0,"KeybladeText",28812,"Forged from thousands of unclaimed Beta keys"
1,"UniqueTwoHandAxe1",63457,"One by one, Kaom slaughtered the weakest tribe
leaders until the others leapt to join his cause."
2,"UniqueOneHandSword1",55516,"As battle calms, blood turns to rust."
3,"UniqueAmulet1",34681,"You are slow, foolish and ignorant.
I am not."
4,"UniqueRing1",65486,"Fear is highly infectious."
5,"UniqueRing2",28070,"A token from the sea
A sign for Kaom
to lead his Karui to Wraeclast."
6,"UniqueRing3",49827,"Danger is the price of wealth."
7,"UniqueBow1",32612,"""See without doubt, slay without hesitation.""
- Marceus Lioneye of Sarn"
8,"UniqueAmulet2",55138,"The maidens of court swoon to see
the challengers crushed at your feet."
9,"UniqueBodyStrInt1",64924,"Although a great leader during the war,
Voll proved disastrous in times of peace."
10,"UniqueDagger1",44922,"Divine intervention feels better
when you do it yourself."
11,"UniqueBow2",33951,"""The wild takes care of its own.""
- Hyrri of the Karui"
12,"UniqueOneHandSword2",35385,"In the rift between future and past,
life passes quickly."
13,"UniqueHelmetDexInt1",37403,"It was a sliver of Malachai's soul
that animated the first Eternal Guardian."
14,"UniqueHelmetStr1",60659,"Centuries of servitude, a day
of glory, an eternity of death."
15,"UniqueBow3",47824,"The mournful music of the strings,
The creaking arch, the arrow sings.
A choking cry, a rattled breath,
The Reaper's Song, the Harp of Death."
16,"UniqueStaff1",33121,"Burn to cinders, scar and maim,
Rule a world, bathed in flame."
17,"UniqueTwoHandMace1",1531,"""The crack of bone, the spray of blood.
Is there sweeter music?""
- Hrimnor of the Ezomytes."
18,"UniqueTwoHandMace2",41704,"""One quick tap is all the persuasion you'll need.""
- Archbishop Geofri of Phrecia Cathedral"
19,"UniqueTwoHandSword1",27030,"""Today, clansmen, my sword is my voice!""
- Rigwald, at the Battle of Glarryn"
20,"UniqueTwoHandSword2",35895,"Stoic visage, icy heart.
Life of sorrow, lived apart."
21,"UniqueRing4",47327,"Where her mouth should have been
there was only a whirling, black void."
22,"UniqueRing4x",30722,"""Prototype #8 makes it difficult to think negatively, but two fatalities
resulted when a lead researcher used an epithet in its presence."""
23,"UniqueRing5",62611,"Doryani stumbled into a realm of madness
And awoke its Master."
