"rownum","BaseItemType","i32","i32"
0,4604,30,105
1,4603,160,105
2,4503,150,131
3,4487,0,0
4,4606,30,105
5,4605,160,105
6,4524,150,131
7,4533,160,105
8,4443,15,3
9,4442,95,62
10,4444,200,0
11,4441,5,0
12,4608,160,131
13,4560,30,105
14,4559,160,105
15,4498,150,131
16,4597,210,234
17,4609,180,234
18,4593,150,131
19,4563,120,131
20,4521,250,131
21,4528,0,160
22,4527,0,160
23,4584,160,105
24,4564,120,131
25,4468,175,131
26,4523,200,131
27,4551,30,105
28,4554,160,105
29,4553,60,211
30,4614,0,0
31,4437,15,62
32,4436,25,62
33,4440,1100,235
34,4438,550,338
35,4433,65,62
36,4432,45,62
37,4522,450,340
38,4439,550,340
39,4484,0,0
40,4493,180,131
41,4455,0,0
42,4454,0,0
43,4453,0,0
44,4452,0,0
45,4451,0,0
46,4532,160,105
47,4515,150,131
48,4539,0,160
49,4492,150,131
50,4534,150,0
51,4607,160,0
52,4490,180,131
53,4491,100,131
54,4502,80,62
55,4570,320,211
56,4525,150,131
57,4476,80,62
58,4599,0,0
59,4600,0,0
60,4598,0,0
61,4586,30,105
62,4513,0,0
63,4558,160,0
64,4499,0,0
65,4587,160,105
66,4588,30,105
67,4529,30,105
68,4575,0,0
69,4489,150,131
70,4496,0,0
71,4495,0,0
72,4449,0,0
73,4448,0,0
74,4447,0,0
75,4446,0,0
76,4445,0,0
77,4538,0,0
78,4613,30,105
79,4552,30,105
80,4555,160,105
81,4540,160,105
82,4536,30,105
83,4574,0,0
84,4589,160,105
85,4590,30,105
86,4537,1,160
87,4547,0,0
88,4516,160,131
89,4488,120,131
90,4550,0,0
91,4531,0,0
92,4565,120,131
93,4517,190,235
94,4578,160,0
95,4566,160,235
96,4557,160,0
97,4464,0,0
98,4504,0,0
99,4506,0,0
100,4505,0,0
101,4508,0,0
102,4507,0,0
103,4461,0,0
104,4518,0,0
105,4500,220,235
106,4430,50,62
107,4429,20,62
108,4431,0,0
109,4428,45,62
110,4427,15,62
111,4426,55,62
112,4425,25,62
113,4459,250,235
114,4477,150,131
115,4467,250,131
116,4576,0,0
117,4579,0,0
118,4480,45,131
119,4520,55,131
120,4479,55,131
121,4541,160,105
122,4535,30,105
123,4573,0,0
124,4456,150,131
125,4571,30,105
126,4569,160,105
127,4546,0,0
128,4545,0,0
129,4544,0,0
130,4543,0,0
131,4542,0,0
132,4481,0,0
133,4592,150,235
134,4581,0,0
135,4580,350,0
136,4526,0,0
137,4494,120,131
138,4463,0,0
139,4619,0,0
140,4458,0,0
141,4530,30,105
142,4601,90,131
143,4610,160,105
144,4602,0,0
145,4585,160,105
146,4549,150,131
147,4466,25,3
148,4465,120,131
149,4612,160,105
150,4611,30,105
151,4616,0,0
152,4617,0,0
153,4486,100,44
154,4501,0,0
155,4548,260,338
156,4457,150,131
157,4470,80,62
158,4583,30,105
159,4512,180,235
160,4469,120,131
161,4482,120,0
162,4568,160,105
163,4572,30,105
164,4567,160,131
165,4510,190,235
166,4462,150,131
167,4514,30,62
168,4556,160,131
169,4460,250,235
170,4424,330,235
171,4423,550,340
172,4422,85,62
173,4497,250,131
174,4485,0,0
175,4562,30,105
176,4561,160,105
177,4595,0,0
178,4594,350,0
179,682,100,0
180,433,90,0
181,2222,110,217
182,2221,125,217
183,2199,110,217
184,2198,125,217
185,1046,110,217
186,420,10,200
187,1690,125,217
188,1689,110,217
189,2006,115,200
190,731,90,62
