"rownum","GrantedEffectsKey","string","bool","bool","bool","MiscAnimated","bool","bool","i32","bool","bool","bool","bool"
0,1384,"<lock>",1,1,1,17,"",1,0,"","",1,""
1,1385,"<lock>",1,1,1,18,"",1,0,"","",1,""
2,606,"<lock>",1,1,1,39,"",1,0,"","",1,""
3,1735,"<lock>",1,1,1,9,"",1,0,"","",1,""
4,1744,"<lock>",1,1,1,12,"",1,0,"","",1,""
5,1746,"<lock>",1,1,1,7,"",1,0,"","",1,""
6,1752,"<lock>",1,1,1,12,"",1,0,"","",1,""
7,1757,"<lock>",1,1,1,10,"",1,0,"","",1,""
8,1765,"<lock>",1,1,1,11,"",1,0,"","",1,""
9,1769,"<lock>",1,1,1,39,"",1,0,"","",1,""
10,1776,"<lock>",1,1,1,40,"",1,0,"","",1,""
11,1784,"<lock>",1,1,1,41,"",1,0,"","",1,""
12,1806,"<lock>",1,1,1,12,"",1,0,"","",1,""
13,5671,"<lock>",1,1,1,4,"",1,0,"","",1,""
14,2060,"<lock>",1,1,1,40,"",1,0,"","",1,""
15,2691,"<lock>",1,1,1,39,"",1,0,"","",1,""
16,2694,"<lock>",1,1,1,40,"",1,0,"","",1,""
17,2697,"<lock>",1,1,1,41,"",1,0,"","",1,""
18,3543,"<lock>",1,1,1,39,"",1,0,"","",1,""
19,3544,"<lock>",1,1,1,40,"",1,0,"","",1,""
20,3545,"<lock>",1,1,1,41,"",1,0,"","",1,""
21,3546,"<lock>",1,1,1,6,"",1,0,"","",1,""
22,3547,"<lock>",1,1,1,5,"",1,0,"","",1,""
23,980,"<lock>","",1,"",57,"",1,0,"","",1,""
24,1001,"<lock>","",1,"",57,"",1,0,"","",1,""
25,1011,"<lock>","",1,"",7,"",1,0,"","",1,""
26,1018,"<lock>","",1,"",57,"",1,0,"","",1,""
27,1023,"<lock>","",1,"",57,"",1,0,"","",1,""
28,1036,"<lock>","",1,"",9,"",1,0,"","",1,""
29,1044,"<lock>","",1,"",19,"",1,0,"","",1,""
30,1049,"<lock>","",1,"",57,"",1,0,"","",1,""
31,2124,"<lock>","",1,"",57,"",1,0,"","",1,""
32,2137,"<lock>","",1,"",57,"",1,0,"","",1,""
33,2145,"<lock>","",1,"",57,"",1,0,"","",1,""
34,3555,"<lock>","",1,"",19,"",1,0,"","",1,""
35,4557,"<lock>","",1,"",57,"",1,0,"","",1,""
36,8119,"<lock>","",1,"",57,"",1,0,"","",1,""
37,5140,"<lock>","",1,1,14,"",1,0,1,"",1,""
38,8687,"Head_Attachment",1,1,1,13,"",1,0,"","",1,""
39,9037,"<lock>",1,1,1,12,"",1,0,"","",1,""
40,9033,"<lock>",1,1,1,11,"",1,0,"","",1,""
41,9029,"<lock>",1,1,1,5,"",1,0,1,"","",""
42,8974,"<lock>",1,1,1,5,"",1,0,1,"","",""
43,1740,"<lock>",1,1,1,9,"",1,0,"","",1,""
44,1762,"<lock>",1,1,1,10,"",1,0,"","",1,""
45,1753,"<lock>",1,1,1,12,"",1,0,"","",1,""
46,1808,"<lock>",1,1,1,12,"",1,0,"","",1,""
47,7779,"<lock>",1,1,1,39,"",1,0,"","",1,""
48,7780,"<lock>",1,1,1,40,"",1,0,"","",1,""
49,7781,"<lock>",1,1,1,41,"",1,0,"","",1,""
50,9114,"<lock>",1,1,1,9,"",1,0,"","",1,""
51,9185,"<lock>",1,1,1,19,"",1,0,"","",1,""
52,9300,"<lock>",1,1,1,20,"",1,0,"","",1,""
53,3017,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
54,1793,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
55,316,"R_Weapon",1,"","",23,1,"",1,"",1,"",1
56,587,"R_Weapon",1,"","",29,1,"",1,"",1,"",1
57,956,"R_Weapon",1,"","",24,1,"",1,"",1,"",1
58,1998,"R_Weapon",1,"","",25,1,"",1,"",1,"",1
59,1726,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
60,1710,"R_Weapon",1,"","",28,1,"",1,"",1,"",1
61,4692,"R_Weapon",1,"","",26,1,"",1,"",1,"",1
62,341,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
63,3507,"R_Weapon",1,"","",27,1,"",1,"",1,"",1
64,9610,"<lock>",1,1,1,30,"",1,0,1,"","",""
65,2906,"<lock>",1,1,1,38,"",1,0,"","","",""
66,9828,"<lock>",1,1,1,42,"",1,0,"","","",""
67,10023,"<lock>",1,1,"",49,"",1,0,"","","",""
68,0,"<lock>",1,1,"",45,"",1,0,"","","",""
69,890,"<lock>",1,1,"",52,"",1,0,"","","",""
70,2035,"<lock>",1,1,"",51,"",1,0,"","","",""
71,10225,"<lock>",1,1,1,7,"",1,0,"","",1,""
72,1181,"<lock>",1,1,"",64,"",1,0,"","","",""
73,10318,"<root>",1,1,"",67,"","",0,"","","",""
74,10324,"<lock>",1,1,1,68,"",1,0,"","",1,""
75,2845,"<lock>",1,1,1,73,"",1,0,"","","",""
76,10381,"<lock>",1,1,1,74,"",1,0,"","",1,""
77,10343,"<lock>",1,1,1,76,"",1,0,"","","",""
78,10464,"<lock>",1,1,1,77,"",1,0,"","","",""
79,10471,"<lock>",1,1,"",80,"",1,0,"","","",""
80,1380,"<lock>",1,1,1,41,"",1,0,"","",1,""
81,10635,"<lock>",1,1,1,101,"",1,0,"","","",""
82,10673,"<lock>",1,1,1,110,"",1,0,"","","",""
