"rownum","ModsKey","i32","i32","i32"
0,22749,2,9,0
1,22750,10,14,0
2,22751,1,10,100
3,22759,11,15,50
4,22752,2,9,0
5,22753,1,10,50
6,22754,11,15,100
7,22665,11,15,10
8,22666,11,15,10
9,22667,11,15,10
10,22668,10,14,0
11,22669,15,30,0
12,22670,10,14,0
13,22671,15,30,0
14,22672,10,14,0
15,22673,15,30,0
16,22674,1,10,20
17,22675,11,15,20
18,22676,1,10,35
19,22677,11,15,35
20,22678,5,9,0
21,22679,1,10,50
22,22680,11,15,50
23,22681,2,9,0
24,22682,1,5,25
25,22683,6,10,25
26,22764,11,15,25
27,22684,5,9,0
28,22685,1,5,25
29,22686,6,15,25
30,22687,5,9,0
31,22688,1,10,25
32,22689,11,15,25
33,22690,2,9,0
34,22691,1,5,25
35,22692,6,10,25
36,22765,11,15,25
37,22693,5,9,0
38,22694,1,10,25
39,22695,11,15,25
40,22696,5,9,0
41,22697,1,10,25
42,22698,11,15,25
43,22699,2,9,0
44,22700,1,5,25
45,22701,6,10,25
46,22762,11,15,25
47,22702,5,9,0
48,22703,1,10,25
49,22704,11,15,25
50,22705,5,9,0
51,22706,1,10,25
52,22707,11,15,25
53,22708,2,9,0
54,22709,1,5,25
55,22710,6,10,25
56,22763,11,15,25
57,22711,1,5,25
58,22712,6,10,25
59,22713,11,15,25
60,22714,1,5,25
61,22715,6,10,25
62,22716,11,15,25
63,22717,1,9,0
64,22718,1,5,25
65,22719,6,10,25
66,22766,11,15,25
67,22720,3,5,0
68,22721,6,10,0
69,22722,11,15,0
70,22723,6,10,20
71,22724,11,15,20
72,22725,1,5,20
73,22726,6,10,20
74,22727,11,15,20
75,22728,3,5,10
76,22729,6,10,10
77,22730,11,15,10
78,22731,2,9,0
79,22732,1,10,100
80,22733,11,15,100
81,22734,6,10,25
82,22735,11,15,25
83,22736,6,10,25
84,22737,11,15,25
85,22738,6,10,25
86,22739,11,15,25
87,22740,6,10,0
88,22741,11,15,0
89,22742,3,5,10
90,22743,6,10,10
91,22761,11,15,10
92,22744,6,10,10
93,22745,11,15,10
94,22746,3,5,30
95,22747,6,10,30
96,22748,11,15,30
97,22755,2,9,0
98,22756,3,5,40
99,22757,6,10,40
100,22760,11,15,40
