"rownum","BaseItemTypesKey","BK2File","BoxId","BundleId","bool"
0,6567,"Art/Videos/LightDarkBox_Opening.bk2","","",""
1,6569,"Art/Videos/LightDarkBox_Opening.bk2","","",""
2,6564,"Art/Videos/LightDarkBox_Opening.bk2","","",""
3,6565,"Art/Videos/LightDarkBox_Opening.bk2","","",""
4,6571,"Art/Videos/LightDarkBox_Opening.bk2","","",""
5,6573,"Art/Videos/LightDarkBox_Opening.bk2","","",""
6,6575,"Art/Videos/LightDarkBox_Opening.bk2","","",""
7,6577,"Art/Videos/LightDarkBox_Opening.bk2","","",""
8,6579,"Art/Videos/LightDarkBox_Opening.bk2","","",""
9,6581,"Art/Videos/LightDarkBox_Opening.bk2","","",""
10,6583,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackChaosVsOrderBox","MysteryPackChaosVsOrderBoxBundle",""
11,6586,"Art/Videos/FireIceBox_Opening.bk2","MysteryPackFireAndIceBox","MysteryPackFireAndIceBoxBundle",""
12,6589,"Art/Videos/InnocenceSinBox_Opening.bk2","MysteryPackSinAndInnocenceBox","MysteryPackSinAndInnocenceBoxBundle",""
13,6592,"Art/Videos/MysteryBox_Opening_Apocalypse.bk2","MysteryPackApocalypseBox","MysteryPackApocalypseBoxBundle",""
14,6595,"Art/Videos/MysteryBox_Opening_Oriathan.bk2","MysteryPackOriathanBox","MysteryPackOriathanBoxBundle",""
15,6598,"Art/Videos/MysteryBox_Opening_Corsair .bk2","MysteryPackFairgravesBox","MysteryPackFairgravesBoxBundle",""
16,6601,"Art/Videos/MysteryBox_Opening_Darkwood.bk2","MysteryPackGlimmerwoodBox","MysteryPackGlimmerwoodBoxBundle",""
17,6604,"Art/Videos/MysteryBox_Opening_Frontier.bk2","MysteryPackFrontierBox","MysteryPackFrontierBoxBundle",""
18,6607,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackCircusBox","MysteryPackCircusBoxBundle",""
19,6612,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentChiyouBox","",""
20,6613,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentGoddessBox","",""
21,6614,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentJingweiBox","",""
22,6615,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentGodOfThunderBox","",""
