"rownum","Mod","Categories","DestroyAchievements"
0,25430,[0],[]
1,25431,[0],[8128]
2,25432,[0],[8117]
3,25433,[0],[8129]
4,25434,[0],[8130]
5,25435,[0],[8125]
6,25436,[0],[8120]
7,25437,[0],[8122]
8,25438,[0],[8123]
9,25439,[0],[8124]
10,25440,[0],[8126]
11,25441,[1],[]
12,25442,[1],[8119]
13,25443,[1],[8118]
14,25444,[3],[]
15,25445,[0],[8127]
16,25446,[0],[8131]
17,25447,[0],[8132]
18,25448,[1],[8133]
19,25449,[0],[]
20,25450,[0],[]
21,25451,[0],[]
22,25452,[0],[8134]
23,25453,[0],[]
24,25454,[0],[8121]
25,25455,[0],[8135]
26,25456,[0],[8115]
27,25457,[0],[8114]
28,25458,[0],[8113]
29,25459,[0],[8116]
30,25460,[0],[8136]
31,25461,[0],[8137]
32,25462,[0],[8138]
33,25463,[0],[8139]
34,25464,[0],[8140]
35,25465,[0],[8141]
36,25466,[0],[8142]
37,25467,[0],[8143]
38,25468,[3],[]
39,25478,[3],[]
40,25477,[3],[]
41,25469,[0],[]
42,25470,[2],[]
43,25471,[0],[]
44,25472,[2],[]
45,25473,[0],[]
46,25474,[0],[]
47,25475,[0],[]
48,25476,[0],[]
49,25479,[0],[]
50,25480,[2],[]
51,25481,[0],[]
52,25482,[2],[]
53,25492,[1],[]
54,25493,[1],[]
55,25494,[1],[]
56,25495,[1],[]
57,25496,[2],[]
58,25497,[2],[]
59,25498,[2],[]
60,25499,[2],[]
61,25522,[1],[]
62,25500,[2],[]
63,25501,[2],[]
64,25502,[2],[]
65,25503,[1],[]
66,25504,[1],[]
67,25505,[1],[]
68,25523,[1],[]
69,25524,[1],[]
70,25525,[1],[]
71,25526,[1],[]
72,25527,[1],[]
73,25528,[1],[]
74,25529,[1],[]
75,25530,[1],[]
76,25531,[1],[]
77,25532,[1],[]
78,25516,[1],[]
79,25517,[1],[]
80,25519,[1],[]
81,25520,[1],[]
82,25518,[2],[]
83,25521,[2],[]
84,25533,[2],[]
85,25534,[2],[]
86,25535,[2],[]
87,25536,[2],[]
88,25537,[2],[]
89,25538,[2],[]
90,25539,[2],[]
91,25540,[2],[]
92,25541,[2],[]
93,25542,[2],[]
94,25543,[2],[]
95,25427,[0],[]
96,25429,[0],[]
97,25428,[0],[]
98,25393,[1],[]
99,25395,[1],[]
100,25397,[1],[]
101,25399,[1],[]
102,25401,[1],[]
103,25403,[1],[]
104,25405,[1],[]
105,25407,[1],[]
106,25409,[1],[]
107,25411,[1],[]
108,25413,[1],[]
109,25415,[1],[]
110,25417,[1],[]
111,25419,[1],[]
112,25421,[1],[]
113,25423,[1],[]
114,25425,[1],[]
115,25506,[1],[]
116,25508,[1],[]
117,25510,[1],[]
118,25512,[1],[]
119,25507,[2],[]
120,25509,[2],[]
121,25511,[2],[]
122,25513,[2],[]
123,25394,[2],[]
124,25396,[2],[]
125,25398,[2],[]
126,25400,[2],[]
127,25402,[2],[]
128,25404,[2],[]
129,25406,[2],[]
130,25408,[2],[]
131,25410,[2],[]
132,25412,[2],[]
133,25414,[2],[]
134,25416,[2],[]
135,25418,[2],[]
136,25420,[2],[]
137,25422,[2],[]
138,25424,[2],[]
139,25426,[2],[]
140,25514,[1],[]
141,25515,[2],[]
142,25483,[3],[]
143,25484,[0],[]
144,25485,[0],[]
145,25486,[0],[]
146,25487,[0],[]
147,25488,[3],[]
148,25489,[3],[]
149,25490,[0],[]
150,25491,[2],[]
