"rownum","ModsKey","AtlasModTiers"
0,12886,2
1,12887,2
2,12888,3
3,12889,2
4,12890,3
5,12891,2
6,12892,3
7,12893,2
8,12894,3
9,12895,2
10,12896,2
11,12897,3
12,12898,2
13,12899,3
14,12900,2
15,12901,3
16,12902,2
17,12903,3
18,12904,2
19,12905,3
20,12906,2
21,12907,3
22,12908,2
23,12909,2
24,12910,2
25,12911,2
26,12912,3
27,12913,2
28,12914,3
29,12915,2
30,12916,3
31,12917,2
32,12918,3
33,12919,2
34,12920,3
35,12921,2
36,12922,3
37,12923,2
38,12924,3
39,12925,2
40,12926,2
41,12927,3
42,12928,2
43,12929,3
44,12930,2
45,12931,3
46,12932,2
47,12933,3
48,12934,2
49,12935,3
50,12936,2
51,12937,3
52,12938,2
53,12939,3
54,12940,2
55,12941,3
56,12942,2
57,12943,3
58,12944,2
59,12945,3
60,12946,2
61,12947,3
62,12948,2
63,12949,3
64,12950,2
65,12951,3
66,12952,2
67,12953,3
68,12954,2
69,12955,3
70,12956,2
71,12957,3
72,12958,2
73,12959,3
74,12960,2
75,12961,3
76,12962,2
77,12963,3
78,12964,2
79,12965,3
80,12966,2
81,12967,3
82,12968,2
83,12969,3
84,12970,2
85,12971,3
86,12972,2
87,12973,3
88,12974,2
89,12975,3
90,12976,2
91,12977,3
92,12980,2
93,12981,3
94,12982,2
95,12983,3
96,12984,2
97,12985,3
98,12986,2
99,12987,2
100,12988,2
101,12989,3
102,12990,3
103,12991,3
104,12992,2
105,12993,3
106,12994,2
107,12995,3
108,20407,2
109,20408,3
110,20418,2
111,20419,3
112,20422,2
113,20423,3
114,20424,2
115,20425,3
116,20426,2
117,20427,2
118,20428,2
119,20429,3
120,20430,2
121,20431,3
122,20432,2
123,20474,2
124,20475,3
125,20478,2
126,20479,3
127,20715,2
128,20716,3
129,20869,2
130,20870,3
131,21947,2
132,21948,3
133,22692,2
134,22693,3
135,22688,2
136,22689,3
137,24249,2
138,24250,3
139,24251,2
140,24252,3
