"rownum","BaseItemTypesKey","AddedModsKeys","NegativeWeight_TagsKeys","NegativeWeight_Values","ForcedAddModsKeys","ForbiddenDelveCraftingTagsKeys","AllowedDelveCraftingTagsKeys","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","SellPrice_ModsKeys","CanRollWhiteSockets","Weight_TagsKeys","Weight_Values","DelveCraftingModifierDescriptionsKeys","BlockedDelveCraftingModifierDescriptionsKeys","bool","bool","[i32]","[i32]"
0,245,[],[310],[0],[],[],[],"",0,"","",[],"",[309],[1000],"[11,29]","[12,57]","","",[200],[0]
1,246,[],[309],[0],[],[],[],"",0,"","",[],"",[310],[1000],"[12,28]","[11,51]","","",[200],[0]
2,247,[],[313],[0],[],[],[],"",0,"","",[],"",[311],[1000],"[13,27]","[10,45]","","",[200],[0]
3,248,[],[312],[0],[],[],[],"",0,"","",[],"",[313],[1000],"[10,31]","[14,58]","","",[200],[0]
4,249,[],[311],[0],[],[],[],"",0,"","",[],"",[312],[1000],"[14,30]","[13,48]","","",[200],[0]
5,250,[],[317],[0],[],[],[],"",0,"","",[],"",[316],[1000],"[17,33]","[18,53]","","",[200],[0]
6,251,[],[316],[0],[],[],[],"",0,"","",[],"",[317],[1000],"[18,32]","[17,49]","","",[200],[0]
7,252,[],[318],[0],[],[],[],"",0,"","",[],"","[315,314]","[1000,1000]","[16,34]","[15,52]","","","[200,200]",[0]
8,253,[],"[315,314]","[0,0]",[],[],[],"",0,"","",[],"",[318],[600],"[15,35]","[16,63]","","",[150],"[0,0]"
9,254,[],[319],[15],[],[],[],"",0,"","",[],"",[34],[1000],"[19,26]",[25],"","",[200],[15]
10,255,[],[34],[15],[],[],[],"",0,"","",[],"",[319],[1000],"[20,25]",[26],"","",[200],[15]
11,256,[],[324],[0],[],[],[],"",0,"","",[],"",[323],[1000],"[21,37]","[22,43]","","",[200],[0]
12,257,[],[323],[0],[],[],[],"",0,"","",[],"",[324],[1000],"[22,36]","[21,47]","","",[200],[0]
13,258,[],[],[],[],[],[],"",0,"","",[],"","[320,321,640]","[1000,1000,1000]",[23],[],"","","[200,200,200]",[]
14,259,[],[],[],[],[],"[0,2,5,6,4,3,7]","",0,1,"",[],"",[],[],[9],[],"","",[],[]
15,260,[],[634],[0],[],[],[],"",0,"","",[],"",[625],[1000],"[39,42]","[41,61]","","",[200],[0]
16,261,[],[625],[0],[],[],[],"",0,"","",[],"",[634],[1000],"[41,40]","[39,56]","","",[200],[0]
17,262,"[16512,16513,16514]",[],[],[],[],[],"",0,"","",[],"",[27],[1000],[24],[],"","",[200],[]
18,263,[],[],[],[],"[13,14,15]",[],"",0,"","",[],"",[],[],[38],[],1,"",[],[]
19,264,[],[],[],[16515],[],"[0,4,6,5,2]","",0,"","",[],"",[],[],[5],[],"","",[],[]
20,265,[],[],[],[],[],[],1,0,"","",[],"",[],[],[4],[],"","",[],[]
21,266,[],[],[],[],[],"[0,2,5,6,4,3,8,9,10,11]","",100,"","",[],"",[],[],[3],[],"","",[],[]
22,267,"[16512,16513,16514,16516,16517,16518,16520,16521,16522,16519,16515]",[],[],[],[],[],"",10,"","",[],"",[],[],[2],[],"",1,[],[]
23,268,[],[],[],[],[],[],"",0,"",1,[],"",[],[],[1],[],"","",[],[]
24,269,[],[],[],[],[],[],"",0,"","","[16159,16160,16161,16162,16163,16164,16165,16166,16167]","",[],[],[0],[],"","",[],[]
25,10443,[],[633],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,64]","[44,73]","","",[1000],[0]
26,10444,[],[313],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,27]","[45,10]","","",[1000],[0]
27,10445,[],[320],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,65]","[46,74]","","",[1000],[0]
28,10446,[],[323],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,36]","[47,21]","","",[1000],[0]
29,10447,[],[311],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,30]","[48,13]","","",[1000],[0]
30,10448,[],[316],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,32]","[49,17]","","",[1000],[0]
31,10449,[],[27],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,66]","[50,75]","","",[1000],[0]
32,10450,[],[309],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,28]","[51,11]","","",[1000],[0]
33,10451,[],[318],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,34]","[52,15]","","",[1000],[0]
34,10452,[],[317],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,33]","[53,18]","","",[1000],[0]
35,10453,[],[632],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,67]","[54,76]","","",[1000],[0]
36,10454,[],[640],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,68]","[55,77]","","",[1000],[0]
37,10455,[],[625],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,40]","[56,39]","","",[1000],[0]
38,10456,[],[310],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,29]","[57,12]","","",[1000],[0]
39,10457,[],[312],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,31]","[58,14]","","",[1000],[0]
40,10458,[],[34],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,69]","[59,19,25]","","",[1000],[0]
41,10459,[],[321],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,70]","[60,78]","","",[1000],[0]
42,10460,[],[634],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,42]","[61,41]","","",[1000],[0]
43,10461,[],[319],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,71]","[62,20,26]","","",[1000],[0]
44,10462,[],[636],[0],[],[],[],"",0,"","",[],"",[324],[3000],"[43,72]","[63,79,16]","","",[1000],[0]
45,10463,[],[324],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,37]","[43,22]","","",[1000],[0]
46,10464,[],[313],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,27]","[45,10]","","",[1000],[0]
47,10465,[],[320],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,65]","[46,74]","","",[1000],[0]
48,10466,[],[323],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,36]","[47,21]","","",[1000],[0]
49,10467,[],[311],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,30]","[48,13]","","",[1000],[0]
50,10468,[],[316],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,32]","[49,17]","","",[1000],[0]
51,10469,[],[27],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,66]","[50,75]","","",[1000],[0]
52,10470,[],[309],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,28]","[51,11]","","",[1000],[0]
53,10471,[],[318],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,34]","[52,15]","","",[1000],[0]
54,10472,[],[317],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,33]","[53,18]","","",[1000],[0]
55,10473,[],[632],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,67]","[54,76]","","",[1000],[0]
56,10474,[],[640],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,68]","[55,77]","","",[1000],[0]
57,10475,[],[625],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,40]","[56,39]","","",[1000],[0]
58,10476,[],[310],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,29]","[57,12]","","",[1000],[0]
59,10477,[],[312],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,31]","[58,14]","","",[1000],[0]
60,10478,[],[34],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,69]","[59,19,25]","","",[1000],[0]
61,10479,[],[321],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,70]","[60,78]","","",[1000],[0]
62,10480,[],[634],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,42]","[61,41]","","",[1000],[0]
63,10481,[],[319],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,71]","[62,20,26]","","",[1000],[0]
64,10482,[],[636],[0],[],[],[],"",0,"","",[],"",[633],[3000],"[44,72]","[63,79,16]","","",[1000],[0]
65,10483,[],[324],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,37]","[43,22]","","",[1000],[0]
66,10484,[],[633],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,64]","[44,73]","","",[1000],[0]
67,10485,[],[320],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,65]","[46,74]","","",[1000],[0]
68,10486,[],[323],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,36]","[47,21]","","",[1000],[0]
69,10487,[],[311],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,30]","[48,13]","","",[1000],[0]
70,10488,[],[316],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,32]","[49,17]","","",[1000],[0]
71,10489,[],[27],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,66]","[50,75]","","",[1000],[0]
72,10490,[],[309],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,28]","[51,11]","","",[1000],[0]
73,10491,[],[318],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,34]","[52,15]","","",[1000],[0]
74,10492,[],[317],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,33]","[53,18]","","",[1000],[0]
75,10493,[],[632],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,67]","[54,76]","","",[1000],[0]
76,10494,[],[640],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,68]","[55,77]","","",[1000],[0]
77,10495,[],[625],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,40]","[56,39]","","",[1000],[0]
78,10496,[],[310],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,29]","[57,12]","","",[1000],[0]
79,10497,[],[312],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,31]","[58,14]","","",[1000],[0]
80,10498,[],[34],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,69]","[59,19,25]","","",[1000],[0]
81,10499,[],[321],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,70]","[60,78]","","",[1000],[0]
82,10500,[],[634],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,42]","[61,41]","","",[1000],[0]
83,10501,[],[319],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,71]","[62,20,26]","","",[1000],[0]
84,10502,[],[636],[0],[],[],[],"",0,"","",[],"",[313],[3000],"[45,72]","[63,79,16]","","",[1000],[0]
85,10503,[],[324],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,37]","[43,22]","","",[1000],[0]
86,10504,[],[633],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,64]","[44,73]","","",[1000],[0]
87,10505,[],[313],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,27]","[45,10]","","",[1000],[0]
88,10506,[],[323],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,36]","[47,21]","","",[1000],[0]
89,10507,[],[311],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,30]","[48,13]","","",[1000],[0]
90,10508,[],[316],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,32]","[49,17]","","",[1000],[0]
91,10509,[],[27],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,66]","[50,75]","","",[1000],[0]
92,10510,[],[309],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,28]","[51,11]","","",[1000],[0]
93,10511,[],[318],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,34]","[52,15]","","",[1000],[0]
94,10512,[],[317],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,33]","[53,18]","","",[1000],[0]
95,10513,[],[632],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,67]","[54,76]","","",[1000],[0]
96,10514,[],[640],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,68]","[55,77]","","",[1000],[0]
97,10515,[],[625],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,40]","[56,39]","","",[1000],[0]
98,10516,[],[310],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,29]","[57,12]","","",[1000],[0]
99,10517,[],[312],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,31]","[58,14]","","",[1000],[0]
100,10518,[],[34],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,69]","[59,19,25]","","",[1000],[0]
101,10519,[],[321],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,70]","[60,78]","","",[1000],[0]
102,10520,[],[634],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,42]","[61,41]","","",[1000],[0]
103,10521,[],[319],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,71]","[62,20,26]","","",[1000],[0]
104,10522,[],[636],[0],[],[],[],"",0,"","",[],"",[320],[3000],"[46,72]","[63,79,16]","","",[1000],[0]
105,10523,[],[324],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,37]","[43,22]","","",[1000],[0]
106,10524,[],[633],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,64]","[44,73]","","",[1000],[0]
107,10525,[],[313],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,27]","[45,10]","","",[1000],[0]
108,10526,[],[320],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,65]","[46,74]","","",[1000],[0]
109,10527,[],[311],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,30]","[48,13]","","",[1000],[0]
110,10528,[],[316],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,32]","[49,17]","","",[1000],[0]
111,10529,[],[27],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,66]","[50,75]","","",[1000],[0]
112,10530,[],[309],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,28]","[51,11]","","",[1000],[0]
113,10531,[],[318],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,34]","[52,15]","","",[1000],[0]
114,10532,[],[317],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,33]","[53,18]","","",[1000],[0]
115,10533,[],[632],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,67]","[54,76]","","",[1000],[0]
116,10534,[],[640],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,68]","[55,77]","","",[1000],[0]
117,10535,[],[625],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,40]","[56,39]","","",[1000],[0]
118,10536,[],[310],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,29]","[57,12]","","",[1000],[0]
119,10537,[],[312],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,31]","[58,14]","","",[1000],[0]
120,10538,[],[34],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,69]","[59,19,25]","","",[1000],[0]
121,10539,[],[321],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,70]","[60,78]","","",[1000],[0]
122,10540,[],[634],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,42]","[61,41]","","",[1000],[0]
123,10541,[],[319],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,71]","[62,20,26]","","",[1000],[0]
124,10542,[],[636],[0],[],[],[],"",0,"","",[],"",[323],[3000],"[47,72]","[63,79,16]","","",[1000],[0]
125,10543,[],[324],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,37]","[43,22]","","",[1000],[0]
126,10544,[],[633],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,64]","[44,73]","","",[1000],[0]
127,10545,[],[313],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,27]","[45,10]","","",[1000],[0]
128,10546,[],[320],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,65]","[46,74]","","",[1000],[0]
129,10547,[],[323],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,36]","[47,21]","","",[1000],[0]
130,10548,[],[316],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,32]","[49,17]","","",[1000],[0]
131,10549,[],[27],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,66]","[50,75]","","",[1000],[0]
132,10550,[],[309],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,28]","[51,11]","","",[1000],[0]
133,10551,[],[318],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,34]","[52,15]","","",[1000],[0]
134,10552,[],[317],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,33]","[53,18]","","",[1000],[0]
135,10553,[],[632],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,67]","[54,76]","","",[1000],[0]
136,10554,[],[640],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,68]","[55,77]","","",[1000],[0]
137,10555,[],[625],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,40]","[56,39]","","",[1000],[0]
138,10556,[],[310],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,29]","[57,12]","","",[1000],[0]
139,10557,[],[312],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,31]","[58,14]","","",[1000],[0]
140,10558,[],[34],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,69]","[59,19,25]","","",[1000],[0]
141,10559,[],[321],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,70]","[60,78]","","",[1000],[0]
142,10560,[],[634],[0],[],[],[],"",0,"","",[],"",[311],[3000],"[48,42]","[61,41]","","",[1000],[0]
