"rownum","ModsKey","AtlasModTiers"
0,9428,2
1,9429,2
2,9430,3
3,9431,2
4,9432,3
5,9433,2
6,9434,3
7,9435,2
8,9436,3
9,9437,2
10,9438,2
11,9439,3
12,9440,2
13,9441,3
14,9442,2
15,9443,3
16,9444,2
17,9445,3
18,9446,2
19,9447,3
20,9448,2
21,9449,3
22,9450,2
23,9451,2
24,9452,2
25,9453,2
26,9454,3
27,9455,2
28,9456,3
29,9457,2
30,9458,3
31,9459,2
32,9460,3
33,9461,2
34,9462,3
35,9463,2
36,9464,3
37,9465,2
38,9466,3
39,9467,2
40,9468,2
41,9469,3
42,9470,2
43,9471,3
44,9472,2
45,9473,3
46,9474,2
47,9475,3
48,9476,2
49,9477,3
50,9478,2
51,9479,3
52,9480,2
53,9481,3
54,9482,2
55,9483,3
56,9484,2
57,9485,3
58,9486,2
59,9487,3
60,9488,2
61,9489,3
62,9490,2
63,9491,3
64,9492,2
65,9493,3
66,9494,2
67,9495,3
68,9496,2
69,9497,3
70,9498,2
71,9499,3
72,9500,2
73,9501,3
74,9502,2
75,9503,3
76,9504,2
77,9505,3
78,9506,2
79,9507,3
80,9508,2
81,9509,3
82,9510,2
83,9511,3
84,9512,2
85,9513,3
86,9514,2
87,9515,3
88,9516,2
89,9517,3
90,9518,2
91,9519,3
92,9520,2
93,9521,3
94,9522,2
95,9523,3
96,9524,2
97,9525,3
98,9526,2
99,9527,3
100,9528,2
101,9529,2
102,9530,2
103,9531,3
104,9532,3
105,9533,3
106,9534,2
107,9535,3
108,9536,2
109,9537,3
110,11137,2
111,11138,3
112,11148,2
113,11149,3
114,11152,2
115,11153,3
116,11154,2
117,11155,3
118,11156,2
119,11157,2
120,11158,2
121,11159,3
122,11160,2
123,11161,3
124,11162,2
125,11163,2
126,11164,3
127,11167,2
128,11168,3
129,11252,2
130,11253,3
131,11377,2
132,11378,3
133,11287,2
134,11288,3
135,11326,2
136,11327,3
137,11503,2
138,11504,3
139,11499,2
140,11500,3
141,12427,2
142,12428,3
