"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,609,[7278],[6838],20,"","","","","",1
1,610,[7278],[6838],20,"","","","","",1
2,611,[7278],[6838],20,"","","","","",1
3,612,[7278],[6838],20,"","","","","",1
4,614,[7279],[],20,"","","","","",1
5,615,[7279],[],20,"","","","","",1
6,616,[7279],[],20,"","","","","",1
7,617,[7279],[],20,"","","","","",1
8,624,[7282],[],20,"","","","","",1
9,625,[7282],[],20,"","","","","",1
10,626,[7282],[],20,"","","","","",1
11,627,[7282],[],20,"","","","","",1
12,629,[7283],[],20,"","","","","",1
13,630,[7283],[],20,"","","","","",1
14,631,[7283],[],20,"","","","","",1
15,632,[7283],[],20,"","","","","",1
16,634,[7284],[],20,"","","","","",1
17,635,[7284],[],20,"","","","","",1
18,636,[7284],[],20,"","","","","",1
19,637,[7284],[],20,"","","","","",1
20,639,[7285],[],20,"","","","","",1
21,640,[7285],[],20,"","","","","",1
22,641,[7285],[],20,"","","","","",1
23,642,[7285],[],20,"","","","","",1
24,644,[7286],[],20,"","","","","",""
25,816,[10748],[6839],1,1,"","","","",""
26,817,[10749],[6839],1,1,"","","","",""
27,818,[10750],[6839],1,1,"","","","",""
28,819,[10751],"[6839,6977]",1,1,"","","","",""
29,820,[10752],[6839],2,1,"","","","",""
30,821,[10753],[6839],2,1,"","","","",""
31,822,[10754],[6839],2,1,"","","","",""
32,823,[10755],"[6839,6978]",2,1,"","","","",""
33,824,[10756],[6839],3,1,"","","","",""
34,825,[10757],[6839],3,1,"","","","",""
35,826,[10758],[6839],3,1,"","","","",""
36,827,[10759],"[6839,6979]",3,1,"","","","",""
37,828,[10760],[6839],0,1,"","","","",""
38,829,[10761],[6839],0,1,"","","","",""
39,830,[10762],[6839],0,1,"","","","",""
40,831,[10763],"[6839,6980]",0,1,"","","","",""
41,832,[10764],[6839],0,1,"","","","",""
42,833,[10765],[6839],0,1,"","","","",""
43,834,[10766],[6839],0,1,"","","","",""
44,835,[10767],[6839],0,1,"","","","",""
45,836,[10768],[6839],4,1,1,"","","",""
46,837,[10769],[6839],4,1,1,"","","",""
47,838,[10770],[6839],4,1,1,"","","",""
48,839,[10771],"[6839,6981]",4,1,1,"","","",""
49,840,[10772],[6839],5,1,"",1,"","",""
50,841,[10773],[6839],5,1,"",1,"","",""
51,842,[10774],[6839],5,1,"",1,"","",""
52,843,[10775],"[6839,6982]",5,1,"",1,"","",""
53,844,[10776],[6839],0,1,"","","","",""
54,845,[10777],[6839],0,1,"","","","",""
55,846,[10778],[6839],0,1,"","","","",""
56,847,[10779],"[6839,6983]",0,1,"","","","",""
57,848,[10780],[6839],6,1,"","","","",""
58,849,[10781],[6839],6,1,"","","","",""
59,850,[10782],[6839],6,1,"","","","",""
60,851,[10783],"[6839,6984]",6,1,"","","","",""
61,852,[10784],[6839],7,1,"","","","",""
62,853,[10785],[6839],7,1,"","","","",""
63,854,[10786],[6839],7,1,"","","","",""
64,855,[10787],"[6839,6985]",7,1,"","","","",""
65,856,[10788],[6839],8,1,"","","","",""
66,857,[10789],[6839],8,1,"","","","",""
67,858,[10790],[6839],8,1,"","","","",""
68,859,[10791],"[6839,6986]",8,1,"","","","",""
69,860,[10792],[6839],9,1,"","","","",""
70,861,[10793],[6839],9,1,"","","","",""
71,862,[10794],[6839],9,1,"","","","",""
72,863,[10795],"[6839,6987]",9,1,"","","","",""
73,864,[10796],[6839],10,1,"","","","",""
74,865,[10797],[6839],10,1,"","","","",""
75,866,[10798],[6839],10,1,"","","","",""
76,867,[10799],"[6839,6988]",10,1,"","","","",""
77,868,[10800],[6839],11,1,"","","","",""
78,869,[10801],[6839],11,1,"","","","",""
79,870,[10802],[6839],11,1,"","","","",""
80,871,[10803],"[6839,6989]",11,1,"","","","",""
81,872,[10804],[6839],12,1,"","","","",""
82,873,[10805],[6839],12,1,"","","","",""
83,874,[10806],[6839],12,1,"","","","",""
84,875,[10807],"[6839,6990]",12,1,"","","","",""
85,876,[10808],[],13,1,"","","","",""
86,877,[10809],[],13,1,"","","","",""
87,878,[10810],[],13,1,"","","","",""
88,879,[10811],[],13,1,"","","","",""
89,880,[10812],[],14,1,"","","","",""
90,881,[10813],[],14,1,"","","","",""
