"rownum","Mod","Categories","DestroyAchievements"
0,4428,[3],[]
1,4435,[3],[]
2,4434,[3],[]
3,4442,[3],[]
4,4429,[0],[]
5,4430,[2],[]
6,4431,[0],[]
7,4440,[0],[]
8,4432,[2],[]
9,4433,[0],[]
10,4441,[0],[]
11,4439,[0],[]
12,4443,[0],[]
13,4427,[0],[]
14,4436,[3],[]
15,4437,[3],[]
16,4438,[3],[]
17,4394,[0],[]
18,4395,[0],[]
19,4396,[0],[]
20,4397,[0],[]
21,4398,[0],[]
22,4399,[0],[]
23,4400,[0],[]
24,4401,[0],[]
25,4402,[0],[]
26,4403,[0],[]
27,4404,[0],[]
28,4405,[1],[]
29,4406,[0],[]
30,4407,[0],[]
31,4408,[0],[]
32,4409,[1],[]
33,4410,[0],[]
34,4411,[0],[]
35,4412,[0],[]
36,4413,[0],[]
37,4414,[0],[]
38,4415,[0],[]
39,4416,[0],[]
40,4417,[0],[]
41,4418,[0],[]
42,4419,[0],[]
43,4420,[0],[]
44,4421,[0],[]
45,4422,[0],[]
46,4423,[0],[]
47,4424,[0],[]
48,4425,[0],[]
49,4426,[0],[]
