"rownum","Id","Mod","PassiveSkill"
0,"InverseWeighting3","",4876
1,"InverseWeighting4","",4875
2,"InverseWeighting5","",4873
3,"InverseWeighting6","",4872
4,"InverseWeighting6_2","",2453
5,"InverseWeighting7","",4877
6,"InverseWeighting8","",2456
7,"InverseWeighting8_2","",4874
8,"InverseWeighting9","",2508
9,"InverseWeighting9_2","",2497
10,"InverseWeighting10","",70
11,"InverseWeighting10_2","",1343
12,"InverseWeighting11","",2463
13,"InverseWeighting11_2","",925
14,"InverseWeighting12","",35
15,"InverseWeighting12_2","",918
16,"InverseWeighting12_3","",917
17,"InverseWeighting13","",919
18,"InverseWeighting13_2","",1166
19,"InverseWeighting14","",886
20,"InverseWeighting14_2","",101
21,"InverseWeighting14_3","",1108
22,"InverseWeighting15","",314
23,"InverseWeighting16","",858
24,"InverseWeighting16_2","",1167
25,"InverseWeighting16_3","",350
26,"InverseWeighting17","",1068
27,"InverseWeighting17_2","",958
28,"InverseWeighting17_3","",1087
29,"InverseWeighting18","",2280
30,"InverseWeighting18_2","",1295
31,"InverseWeighting19","",248
32,"InverseWeighting19_2","",916
33,"InverseWeighting19_3","",317
34,"InverseWeighting20","",1739
35,"InverseWeighting20_2","",540
36,"InverseWeighting20_3","",2478
37,"InverseWeighting21","",1067
38,"InverseWeighting21_2","",707
39,"InverseWeighting21_3","",2481
40,"InverseWeighting22","",1069
41,"InverseWeighting22_2","",1764
42,"InverseWeighting22_3","",13
43,"InverseWeighting22_4","",2408
44,"InverseWeighting23","",2322
45,"InverseWeighting24","",1029
46,"InverseWeighting24_2","",784
47,"InverseWeighting24_3","",332
48,"InverseWeighting24_4","",148
49,"InverseWeighting24_5","",2318
50,"InverseWeighting25","",1978
51,"InverseWeighting25_2","",1088
52,"InverseWeighting25_3","",989
53,"InverseWeighting26","",2181
54,"InverseWeighting26_2","",170
55,"InverseWeighting26_3","",2348
56,"InverseWeighting26_4","",2489
57,"InverseWeighting27","",340
58,"InverseWeighting27_2","",2258
59,"InverseWeighting27_3","",2159
60,"InverseWeighting28","",883
61,"InverseWeighting28_2","",2407
62,"InverseWeighting28_3","",2430
63,"InverseWeighting29","",200
64,"InverseWeighting29_2","",2157
65,"InverseWeighting29_3","",921
66,"InverseWeighting29_4","",2369
67,"InverseWeighting30","",261
68,"InverseWeighting30_2","",124
69,"InverseWeighting30_3","",986
70,"InverseWeighting30_4","",1862
71,"InverseWeighting31","",1892
72,"InverseWeighting32","",2435
73,"InverseWeighting32_2","",1974
74,"InverseWeighting32_3","",1879
75,"InverseWeighting32_4","",2133
76,"InverseWeighting33","",2199
77,"InverseWeighting33_2","",417
78,"InverseWeighting34","",894
79,"InverseWeighting34_2","",32
80,"InverseWeighting35","",228
81,"InverseWeighting36","",2503
82,"InverseWeighting37","",1767
83,"InverseWeighting37_2","",347
84,"InverseWeighting37_3","",1805
85,"InverseWeighting37_4","",1893
86,"InverseWeighting38","",2076
87,"InverseWeighting38_2","",178
88,"InverseWeighting40","",2112
89,"InverseWeighting40_2","",112
90,"InverseWeighting40_3","",1338
91,"InverseWeighting42","",2196
92,"InverseWeighting42_2","",2011
93,"InverseWeighting42_3","",45
94,"InverseWeighting42_4","",1727
95,"InverseWeighting41","",294
96,"InverseWeighting45_4","",835
97,"InverseWeighting44_2","",2020
98,"InverseWeighting46_3","",2048
99,"InverseWeighting43","",582
100,"InverseWeighting44","",487
101,"InverseWeighting45","",1800
102,"InverseWeighting45_2","",2060
103,"InverseWeighting45_3","",722
104,"InverseWeighting46","",945
105,"InverseWeighting46_2","",127
106,"InverseWeighting47","",2191
107,"InverseWeighting48","",2143
108,"InverseWeighting48_2","",2080
109,"InverseWeighting48_3","",259
110,"InverseWeighting49","",2224
111,"InverseWeighting50","",2129
112,"InverseWeighting50_2","",887
113,"InverseWeighting50_3","",2072
114,"InverseWeighting50_4","",19
115,"InverseWeighting51","",2041
116,"InverseWeighting52","",2087
117,"InverseWeighting53","",8
118,"InverseWeighting53_2","",1761
119,"InverseWeighting54","",2220
120,"InverseWeighting55","",254
121,"InverseWeighting55_2","",44
122,"InverseWeighting56","",913
123,"InverseWeighting58","",2044
124,"InverseWeighting58_2","",106
125,"InverseWeighting58_3","",2064
126,"InverseWeighting58_4","",2459
127,"InverseWeighting58_5","",2094
128,"InverseWeighting59","",2337
129,"InverseWeighting60","",1280
130,"InverseWeighting63","",123
131,"InverseWeighting63_2","",2174
132,"InverseWeighting63_3","",952
133,"InverseWeighting64","",1851
134,"InverseWeighting66","",2047
135,"InverseWeighting66_2","",1930
136,"InverseWeighting66_3","",2291
137,"InverseWeighting68","",351
138,"InverseWeighting68_2","",574
139,"InverseWeighting71","",104
140,"InverseWeighting75","",2252
141,"InverseWeighting76","",1887
142,"InverseWeighting79","",2277
143,"InverseWeighting81","",920
144,"InverseWeighting82","",1000
145,"InverseWeighting82_2","",1063
146,"InverseWeighting83","",378
147,"InverseWeighting84","",152
148,"InverseWeighting84_2","",216
149,"InverseWeighting84_3","",1723
150,"InverseWeighting85","",1070
151,"InverseWeighting86","",334
152,"InverseWeighting86_2","",408
153,"InverseWeighting87","",1066
154,"InverseWeighting88","",1650
155,"InverseWeighting88_2","",1902
156,"InverseWeighting89","",346
157,"InverseWeighting90","",1937
158,"InverseWeighting90_2","",1314
159,"InverseWeighting91","",1901
160,"InverseWeighting92","",653
161,"InverseWeighting93","",1152
162,"InverseWeighting94","",922
163,"InverseWeighting95","",645
164,"InverseWeighting95_2","",1931
165,"InverseWeighting96","",867
166,"InverseWeighting96_2","",368
167,"InverseWeighting97","",2283
168,"InverseWeighting98","",343
169,"InverseWeighting98_2","",91
170,"InverseWeighting98_3","",776
171,"InverseWeighting100","",2121
172,"InverseWeighting100_2","",2300
173,"InverseWeighting102","",1165
174,"InverseWeighting102_2","",2018
175,"InverseWeighting103","",319
176,"InverseWeighting103_2","",619
177,"InverseWeighting104","",1064
178,"InverseWeighting105","",2298
179,"InverseWeighting106","",1048
180,"InverseWeighting108","",2117
181,"InverseWeighting108_2","",1164
182,"InverseWeighting111","",1299
183,"InverseWeighting114","",2275
184,"InverseWeighting116","",1986
185,"InverseWeighting118","",2306
186,"InverseWeighting120","",777
187,"InverseWeighting121","",541
188,"InverseWeighting122","",88
189,"InverseWeighting122_2","",1197
190,"InverseWeighting123","",644
191,"InverseWeighting124","",1105
192,"InverseWeighting124_2","",596
193,"InverseWeighting124_3","",1284
194,"InverseWeighting125","",1965
195,"InverseWeighting126","",1969
196,"InverseWeighting126_2","",235
197,"InverseWeighting127","",696
198,"InverseWeighting128","",355
199,"InverseWeighting128_2","",1903
200,"InverseWeighting129","",1093
201,"InverseWeighting130","",232
202,"InverseWeighting130_2","",2108
203,"InverseWeighting131","",403
204,"InverseWeighting132","",719
205,"InverseWeighting133","",1183
206,"InverseWeighting134","",643
207,"InverseWeighting135","",963
208,"InverseWeighting135_2","",655
209,"InverseWeighting135_3","",2187
210,"InverseWeighting136","",1860
211,"InverseWeighting136_2","",2308
212,"InverseWeighting137","",2218
213,"InverseWeighting138","",196
214,"InverseWeighting138_2","",2022
215,"InverseWeighting139","",1199
216,"InverseWeighting140","",1327
217,"InverseWeighting141","",2470
218,"InverseWeighting142","",164
219,"InverseWeighting143","",385
220,"InverseWeighting143_2","",1915
221,"InverseWeighting144","",1092
222,"InverseWeighting144_2","",2243
223,"InverseWeighting146","",420
224,"InverseWeighting148","",175
225,"InverseWeighting148_2","",1350
226,"InverseWeighting151","",1920
227,"InverseWeighting153","",2409
228,"InverseWeighting156","",320
229,"InverseWeighting157","",2296
230,"InverseWeighting160","",2163
231,"InverseWeighting161","",1163
232,"InverseWeighting161_2","",2321
233,"InverseWeighting162","",1907
234,"InverseWeighting162_2","",2151
235,"InverseWeighting164","",1071
236,"InverseWeighting164_2","",2015
237,"InverseWeighting164_3","",1084
238,"InverseWeighting166","",1191
239,"InverseWeighting166_2","",1849
240,"InverseWeighting169","",2038
241,"InverseWeighting169_2","",1109
242,"InverseWeighting174","",2203
243,"InverseWeighting174_2","",698
244,"InverseWeighting174_3","",2267
245,"InverseWeighting174_4","",1997
246,"InverseWeighting182","",95
247,"InverseWeighting182_2","",2030
248,"InverseWeighting182_3","",2104
249,"InverseWeighting183","",244
250,"InverseWeighting184","",231
251,"InverseWeighting185","",1790
252,"InverseWeighting186","",1770
253,"InverseWeighting187","",277
254,"InverseWeighting188","",256
255,"InverseWeighting188_2","",1867
256,"InverseWeighting190","",2095
257,"InverseWeighting190_2","",1121
258,"InverseWeighting191","",1777
259,"InverseWeighting192","",909
260,"InverseWeighting193","",188
261,"InverseWeighting194","",1720
262,"InverseWeighting195","",1323
263,"InverseWeighting195_2","",953
264,"InverseWeighting195_3","",2333
265,"InverseWeighting196","",1203
266,"InverseWeighting197","",2313
267,"InverseWeighting198","",2200
268,"InverseWeighting198_2","",1824
269,"InverseWeighting199","",2346
270,"InverseWeighting200","",1044
271,"InverseWeighting200_2","",1895
272,"InverseWeighting200_3","",954
273,"InverseWeighting201","",27
274,"InverseWeighting202","",236
275,"InverseWeighting202_2","",2406
276,"InverseWeighting203","",1731
277,"InverseWeighting203_2","",1961
278,"InverseWeighting204","",373
279,"InverseWeighting204_2","",2058
280,"InverseWeighting206","",1894
281,"InverseWeighting206_2","",2068
282,"InverseWeighting208","",285
283,"InverseWeighting208_2","",1218
284,"InverseWeighting209","",908
285,"InverseWeighting211","",679
286,"InverseWeighting211_2","",2330
287,"InverseWeighting213","",2355
288,"InverseWeighting214","",859
289,"InverseWeighting215","",2354
290,"InverseWeighting216","",1782
291,"InverseWeighting221","",128
292,"InverseWeighting222","",376
293,"InverseWeighting222_2","",2091
294,"InverseWeighting224","",1318
295,"InverseWeighting224_2","",2007
