"rownum","Id","StatsKey","bool","StatMin","StatMax","bool"
0,"IsMagic",1902,"",1,1,""
1,"IsRare",1902,"",2,2,""
2,"IsUnique",1902,"",3,3,""
3,"IsTwinned",947,1,1,1,""
4,"IsUnidentified",1319,1,1,1,""
5,"IsCorrupted",2447,1,1,1,""
6,"Has4ExplicitMods",4328,1,4,4,""
7,"Has5ExplicitMods",4328,1,5,5,""
8,"Has8ExplicitMods",4328,1,8,8,""
9,"Has10TotalMods",6142,1,10,10,""
10,"Has3Leaguestones",5595,1,3,3,""
11,"HasZanaMod",7265,1,1,1,""
12,"HasCraftedMods",7266,1,1,1,""
13,"HasShaperInfluence",6468,"",1,1,""
14,"HasElderInfluence",6468,"",2,2,""
15,"HasShaperOrElderInfluence",6468,"",1,2,""
16,"IsWhiteTier",9473,"",1,5,""
17,"IsYellowTier",9473,"",6,10,""
18,"IsRedTier",9473,"",11,16,""
19,"IsTier15",9473,"",15,15,""
20,"IsTier16",9473,"",16,16,""
21,"HasSextantMod",5628,1,1,1,""
22,"HasNemesisSextant",4752,1,1,1,""
23,"HasGroundHasteSextant",4868,1,1,1,""
24,"HasNoReflectSextant",4893,1,1,1,""
25,"HasExtraTeamMonstersSextant",4901,1,1,1,""
26,"HasBodyguardsSextant",4930,1,1,1,""
27,"HasBarrelSextant1",4927,1,1,1,""
28,"HasBarrelSextant2",4954,1,1,1,""
29,"HasBarrelSextant3",4955,1,1,1,""
30,"HasBarrelSextant4",4956,1,1,1,""
31,"HasBarrelSextant5",4957,1,1,1,""
32,"HasBarrelSextant6",4958,1,1,1,""
33,"HasConvertOnDeathSextant",4900,1,1,1,""
34,"HasOnslaughtIfHitRecentlySextant",4852,1,1,1,""
35,"HasQualityAffectsRaritySextant",4885,1,1,1,""
36,"HasCorruptedDropsSextant",4887,1,1,1,""
37,"HasMinStrongboxRaritySextant",4953,1,1,1,""
38,"HasPossessedRustedScarabSextant",8820,1,1,1,""
39,"HasPossessedPolishedScarabSextant",8821,1,1,1,""
40,"HasPossessedGildedScarabSextant",8822,1,1,1,""
41,"HasPossessedWingedScarabSextant",8823,1,1,1,""
42,"HasPossessedUniqueDropSextant",8824,1,1,1,""
43,"HasPossessedMapDropSextant",8825,1,1,1,""
44,"HasShrineDurationSextant",5508,1,1,1,""
45,"HasCurrencyShardSextant",8829,1,1,1,""
46,"HasVaalMonstersSextant",8853,1,1,1,""
47,"HasBeyondSextant",8844,1,1,1,""
48,"HasTormentBetrayersSextant",8882,1,1,1,""
49,"HasTormentHereticsSextant",8883,1,1,1,""
50,"HasTormentGraverobbersSextant",8881,1,1,1,""
51,"HasCorruptEssenceSextant",9277,1,1,1,""
52,"HasTempests",3000,1,1,1,""
53,"HasLegionSextant",8841,1,1,1,""
54,"HasQuality",4886,1,20,20,""
55,"IsDeliriumMap",10900,1,1,1,""
56,"IsMaximumDelirium",10900,1,100,100,""
57,"AwakeningLevel8",10115,1,8,8,""
58,"ContainsElderGuardian",6200,1,1,1,""
59,"IsBlightedMap",9728,1,1,1,""
60,"IsUberBlightedMap",14118,1,1,1,""
61,"IsT10PlusHellscapeMap",14418,1,10,10,""
62,"HasIncreasedAreaOfEffect",3122,1,1,1,""
63,"HasMinusMaxResistances",975,"",-1,-1,1
64,"HasAdditionalProjectiles",962,1,1,1,""
65,"HasAttackSpeed",958,1,1,1,""
66,"HasCastSpeed",959,1,1,1,""
67,"HasMovementSpeed",957,1,1,1,""
68,"Has4SextantMods",5628,1,4,4,""
69,"HasTangleInfluence",9977,"",1,1,""
70,"HasCleansingFireInfluence",9977,"",2,2,""
71,"HasHeightOfHubrisAffectingArea",15597,1,1,1,""
72,"Has70PercentBossAoE",3132,1,70,70,""
73,"IsTier14Plus",9473,1,14,14,""
74,"Expedition5Remnants",14003,1,5,5,""
75,"Expedition15Remnants",14003,1,15,15,""
76,"IsLastMapOfAMemoryLine",16163,1,1,1,""
77,"IsFirstMapOfMemoryLineTier14Plus",16164,1,14,14,""
78,"IsAnyMemoryLine",16165,1,1,1,""
79,"IsAbyssMemoryLine",16165,"",1,1,""
80,"IsAmbushMemoryLine",16165,"",2,2,""
81,"IsAnarchyMemoryLine",16165,"",3,3,""
82,"IsBestiaryMemoryLine",16165,"",4,4,""
83,"IsBetrayalMemoryLine",16165,"",5,5,""
84,"IsBlightMemoryLine",16165,"",6,6,""
85,"IsBreachMemoryLine",16165,"",7,7,""
86,"IsDeliriumMemoryLine",16165,"",8,8,""
87,"IsDominationMemoryLine",16165,"",9,9,""
88,"IsEssenceMemoryLine",16165,"",10,10,""
89,"IsExpeditionMemoryLine",16165,"",11,11,""
90,"IsHarvestMemoryLine",16165,"",12,12,""
91,"IsHeistMemoryLine",16165,"",13,13,""
92,"IsIncursionMemoryLine",16165,"",14,14,""
93,"IsLegionMemoryLine",16165,"",15,15,""
94,"IsMetamorphMemoryLine",16165,"",16,16,""
95,"IsRitualMemoryLine",16165,"",17,17,""
96,"IsTormentMemoryLine",16165,"",18,18,""
97,"IsHarbingerMemoryLine",16165,"",19,19,""
98,"AtLeast100Quantity",1004,1,100,100,""
99,"AtLeast80Quantity",1004,1,80,80,""
100,"SextantMinimumRarity",4953,1,2,2,""
101,"SextantEnragedStrongbox",4916,1,25,25,""
102,"SextantBossHarbinger",8834,1,1,1,""
103,"SextantBossBodyguards",4930,1,1,1,""
104,"SextantHealingPacks",4896,1,4,4,""
105,"SextantConvertPacks",4900,1,4,4,""
106,"SextantHereticGhost",8883,1,1,1,""
107,"SextantBetrayerGhost",8882,1,1,1,""
108,"SextantGraverobberGhost",8881,1,1,1,""
109,"SextantGloomShrine",9319,1,1,1,""
110,"SextantResonatingShrine",9318,1,1,1,""
111,"IsAlvaMemoryLine",17856,"",3,3,""
112,"IsNikoMemoryLine",17856,"",5,5,""
113,"IsEinharMemoryLine",17856,"",2,2,""
114,"IsKiracMemoryLine",17856,"",7,7,""
115,"Tier1",9473,"",1,1,""
116,"Tier2",9473,"",2,2,""
117,"Tier3",9473,"",3,3,""
118,"Tier4",9473,"",4,4,""
119,"Tier5",9473,"",5,5,""
120,"Tier6",9473,"",6,6,""
121,"Tier7",9473,"",7,7,""
122,"Tier8",9473,"",8,8,""
123,"Tier9",9473,"",9,9,""
124,"Tier10",9473,"",10,10,""
125,"Tier11",9473,"",11,11,""
126,"Tier12",9473,"",12,12,""
127,"Tier13",9473,"",13,13,""
128,"Tier14",9473,"",14,14,""
129,"Tier15",9473,"",15,15,""
130,"Tier16",9473,"",16,16,""
