"rownum","Mod","Categories","DestroyAchievements"
0,25684,[0],[]
1,25685,[0],[8128]
2,25686,[0],[8117]
3,25687,[0],[8129]
4,25688,[0],[8130]
5,25689,[0],[8125]
6,25690,[0],[8120]
7,25691,[0],[8122]
8,25692,[0],[8123]
9,25693,[0],[8124]
10,25694,[0],[8126]
11,25695,[1],[]
12,25696,[1],[8119]
13,25697,[1],[8118]
14,25698,[3],[]
15,25699,[0],[8127]
16,25700,[0],[8131]
17,25701,[0],[8132]
18,25702,[1],[8133]
19,25703,[0],[]
20,25704,[0],[]
21,25705,[0],[]
22,25706,[0],[8134]
23,25707,[0],[]
24,25708,[0],[8121]
25,25709,[0],[8135]
26,25710,[0],[8115]
27,25711,[0],[8114]
28,25712,[0],[8113]
29,25713,[0],[8116]
30,25714,[0],[8136]
31,25715,[0],[8137]
32,25716,[0],[8138]
33,25717,[0],[8139]
34,25718,[0],[8140]
35,25719,[0],[8141]
36,25720,[0],[8142]
37,25721,[0],[8143]
38,25722,[3],[]
39,25732,[3],[]
40,25731,[3],[]
41,25723,[0],[]
42,25724,[2],[]
43,25725,[0],[]
44,25726,[2],[]
45,25727,[0],[]
46,25728,[0],[]
47,25729,[0],[]
48,25730,[0],[]
49,25733,[0],[]
50,25734,[2],[]
51,25735,[0],[]
52,25736,[2],[]
53,25746,[1],[]
54,25747,[1],[]
55,25748,[1],[]
56,25749,[1],[]
57,25750,[2],[]
58,25751,[2],[]
59,25752,[2],[]
60,25753,[2],[]
61,25776,[1],[]
62,25754,[2],[]
63,25755,[2],[]
64,25756,[2],[]
65,25757,[1],[]
66,25758,[1],[]
67,25759,[1],[]
68,25777,[1],[]
69,25778,[1],[]
70,25779,[1],[]
71,25780,[1],[]
72,25781,[1],[]
73,25782,[1],[]
74,25783,[1],[]
75,25784,[1],[]
76,25785,[1],[]
77,25786,[1],[]
78,25770,[1],[]
79,25771,[1],[]
80,25773,[1],[]
81,25774,[1],[]
82,25772,[2],[]
83,25775,[2],[]
84,25787,[2],[]
85,25788,[2],[]
86,25789,[2],[]
87,25790,[2],[]
88,25791,[2],[]
89,25792,[2],[]
90,25793,[2],[]
91,25794,[2],[]
92,25795,[2],[]
93,25796,[2],[]
94,25797,[2],[]
95,25681,[0],[]
96,25683,[0],[]
97,25682,[0],[]
98,25647,[1],[]
99,25649,[1],[]
100,25651,[1],[]
101,25653,[1],[]
102,25655,[1],[]
103,25657,[1],[]
104,25659,[1],[]
105,25661,[1],[]
106,25663,[1],[]
107,25665,[1],[]
108,25667,[1],[]
109,25669,[1],[]
110,25671,[1],[]
111,25673,[1],[]
112,25675,[1],[]
113,25677,[1],[]
114,25679,[1],[]
115,25760,[1],[]
116,25762,[1],[]
117,25764,[1],[]
118,25766,[1],[]
119,25761,[2],[]
120,25763,[2],[]
121,25765,[2],[]
122,25767,[2],[]
123,25648,[2],[]
124,25650,[2],[]
125,25652,[2],[]
126,25654,[2],[]
127,25656,[2],[]
128,25658,[2],[]
129,25660,[2],[]
130,25662,[2],[]
131,25664,[2],[]
132,25666,[2],[]
133,25668,[2],[]
134,25670,[2],[]
135,25672,[2],[]
136,25674,[2],[]
137,25676,[2],[]
138,25678,[2],[]
139,25680,[2],[]
140,25768,[1],[]
141,25769,[2],[]
142,25737,[3],[]
143,25738,[0],[]
144,25739,[0],[]
145,25740,[0],[]
146,25741,[0],[]
147,25742,[3],[]
148,25743,[3],[]
149,25744,[0],[]
150,25745,[2],[]
