"rownum","BaseItemTypesKey","BK2File","BoxId","BundleId","bool"
0,6634,"Art/Videos/LightDarkBox_Opening.bk2","","",""
1,6636,"Art/Videos/LightDarkBox_Opening.bk2","","",""
2,6631,"Art/Videos/LightDarkBox_Opening.bk2","","",""
3,6632,"Art/Videos/LightDarkBox_Opening.bk2","","",""
4,6638,"Art/Videos/LightDarkBox_Opening.bk2","","",""
5,6640,"Art/Videos/LightDarkBox_Opening.bk2","","",""
6,6642,"Art/Videos/LightDarkBox_Opening.bk2","","",""
7,6644,"Art/Videos/LightDarkBox_Opening.bk2","","",""
8,6646,"Art/Videos/LightDarkBox_Opening.bk2","","",""
9,6648,"Art/Videos/LightDarkBox_Opening.bk2","","",""
10,6650,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackChaosVsOrderBox","MysteryPackChaosVsOrderBoxBundle",""
11,6653,"Art/Videos/FireIceBox_Opening.bk2","MysteryPackFireAndIceBox","MysteryPackFireAndIceBoxBundle",""
12,6656,"Art/Videos/InnocenceSinBox_Opening.bk2","MysteryPackSinAndInnocenceBox","MysteryPackSinAndInnocenceBoxBundle",""
13,6659,"Art/Videos/MysteryBox_Opening_Apocalypse.bk2","MysteryPackApocalypseBox","MysteryPackApocalypseBoxBundle",""
14,6662,"Art/Videos/MysteryBox_Opening_Oriathan.bk2","MysteryPackOriathanBox","MysteryPackOriathanBoxBundle",""
15,6665,"Art/Videos/MysteryBox_Opening_Corsair .bk2","MysteryPackFairgravesBox","MysteryPackFairgravesBoxBundle",""
16,6668,"Art/Videos/MysteryBox_Opening_Darkwood.bk2","MysteryPackGlimmerwoodBox","MysteryPackGlimmerwoodBoxBundle",""
17,6671,"Art/Videos/MysteryBox_Opening_Frontier.bk2","MysteryPackFrontierBox","MysteryPackFrontierBoxBundle",""
18,6674,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackCircusBox","MysteryPackCircusBoxBundle",""
19,6679,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentChiyouBox","",""
20,6680,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentGoddessBox","",""
21,6681,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentJingweiBox","",""
22,6682,"Art/Videos/MysteryBox_Opening_Carnival.bk2","MysteryPackTencentGodOfThunderBox","",""
23,6686,"Art/Videos/MysteryBox_Opening_Polaris.bk2","MysteryPackPolarisBox","MysteryPackPolarisBoxBundle",""
24,6689,"Art/Videos/MysteryBox_Opening_Thaumaturgy.bk2","MysteryPackThaumaturgyBox","MysteryPackThaumaturgyBoxBundle",""
25,6692,"Art/Videos/MysteryBox_Opening_AngelsAndDemons.bk2","MysteryPackAngelsAndDemonsBox","MysteryPackAngelsAndDemonsBoxBundle",""
26,6695,"Art/Videos/MysteryBox_Opening_Twilight.bk2","MysteryPackTwilightBox","MysteryPackTwilightBoxBundle",""
27,6729,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackFreyaPouch","",""
28,6730,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackFreyaBox","",""
29,6698,"Art/Videos/MysteryBox_Opening_Warlord.bk2","MysteryPackWarlordBox","MysteryPackWarlordBoxBundle",""
30,6701,"Art/Videos/MysteryBox_Opening_Apollyon.bk2","MysteryPackApollyonBox","MysteryPackApollyonBoxBundle",""
31,6731,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackHasinaPouch","",""
32,6733,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackBladeSoul","",""
33,6704,"Art/Videos/MysteryBox_Opening_Midnight_Pact.bk2","MysteryPackMidnightPactBox","MysteryPackMidnightPactBoxBundle",""
34,6707,"Art/Videos/MysteryBox_Opening_Atlantis.bk2","MysteryPackAtlantisBox","MysteryPackAtlantisBoxBundle",""
35,6732,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackSkadiPetBowl","",""
36,6710,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackHarmonyBox","MysteryPackHarmonyBoxBundle",""
37,6713,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackSentinelBox","MysteryPackSentinelBoxBundle",""
38,6696,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTwilightBox","MysteryPackTencentTwilightBoxBundleFive",""
39,6699,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentWarlordBox","MysteryPackTencentWarlordBoxBundleFive",""
40,6690,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentThaumaturgyBox","MysteryPackTencentThaumaturgyBoxBundleFive",""
41,6687,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentPolarisBox","MysteryPackTencentPolarisBoxBundleFive",""
42,6663,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentOriathBox","MysteryPackTencentOriathFireworksBundleFive",""
43,6705,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentMidnightPactBox","MysteryPackTencentMidnightPactBoxBundleFive",""
44,6711,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentHarmonyBox","MysteryPackTencentHarmonyBoxBundleFive",""
45,6669,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentGlimmerwoodBox","MysteryPackTencentGlimmerwoodBoxBundleFive",""
46,6672,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentFrontierBox","MysteryPackTencentFrontierBoxBundleFive",""
47,6654,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentFireAndIceBox","MysteryPackTencentFireAndIceBoxBundle",""
48,6666,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentFairgravesBox","MysteryPackTencentFairgravesFireworksBundleFive",""
49,6675,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentCircusBox","MysteryPackTencentCircusBoxBundleFive",""
50,6708,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAtlantisBox","MysteryPackTencentAtlantisBoxBundleFive",""
51,6702,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentApollyonBox","MysteryPackTencentApollyonBoxBundleFive",""
52,6660,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentApocalypseBox","MysteryPackTencentApocalypseBoxBundleFive",""
53,6693,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentAngelsAndDemonsBox","MysteryPackTencentAngelsAndDemonsBoxBundleFive",""
54,6714,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentSentinelBox","MysteryPackTencentSentinelBoxBundleFive",""
55,6661,"Art/Videos/MysteryBox_Opening_Generic.bk2","MysteryPackTencentTradeableApocalypseBox","MysteryPackTencentTradeableApocalypseBoxBundleFive",""
