"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantic","Text","bool","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool","HASH32","BelongsActiveSkills","Category","bool","bool","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
0,"level",1,"","",3,"Level",1,"","","",1,1043633784,[],18,1,"",1,[],[],""
1,"item_drop_slots",1,"","",3,"Item Drop Slots","","","","",1,2994048877,[],"","","",1,[],[],""
2,"main_hand_weapon_type",1,"","",3,"Main Hand Weapon Type",1,1,"","",1,356082681,[],"",1,"",1,[1],[],""
3,"off_hand_weapon_type",1,"","",3,"Off Hand Weapon Type",1,1,"","",1,501678916,[],"",1,"",1,[1],[],""
4,"current_endurance_charges",1,"","",3,"Endurance Charges",1,"","","",1,2172576702,[],"","","",1,[],[],""
5,"current_frenzy_charges",1,"","",3,"Frenzy Charges",1,"","","",1,623963944,[],"","","",1,[],[],""
6,"current_power_charges",1,"","",3,"Power Charges",1,"","","",1,489142904,[],"","","",1,[],[],""
7,"base_cannot_have_life_leeched_from",1,"","",4,"Cannot be Life-Leeched","","","","",1,1960720105,[],18,"","","",[],[],""
8,"base_cannot_have_mana_leeched_from",1,"","",4,"Cannot be Mana-Leeched","","","","",1,4054488832,[],"","","","",[],[],""
9,"monster_slain_experience_+%",1,"","",1,"Experience From Slain Monsters","","","","",1,3882779595,[],"","","",1,[],[],""
10,"monster_dropped_item_rarity_+%",1,"","",1,"Rarity of Items Dropped by Monsters","","","","",1,3118207347,[],"","","",1,[],[],""
11,"monster_dropped_item_quantity_+%","","","",1,"Quantity of Items Dropped by Monsters","","","","",1,4055244533,[],"","","",1,[],[],""
12,"local_flask_life_to_recover",1,1,"",3,"Local Flask Life to Recover","","","","",1,3718841428,[],"","","",1,[],[],""
13,"local_flask_life_to_recover_+%",1,1,"",1,"Local Flask Life to Recover +%","","","","",1,3096008181,[],"","","",1,[],[],""
14,"local_flask_mana_to_recover",1,1,"",3,"Local Flask Mana to Recover","","","","",1,1835370919,[],"","","",1,[],[],""
15,"local_flask_mana_to_recover_+%",1,1,"",1,"Local Flask Mana to Recover +%","","","","",1,395902594,[],"","","",1,[],[],""
16,"local_flask_recovery_speed_+%",1,1,"",1,"Local Flask Recovery Speed +%","","","","",1,1556748148,[],"","","",1,[],[],""
17,"local_flask_deciseconds_to_recover",1,1,"",3,"Time to Recover","","","","",1,97193766,[],"","","",1,[],[],""
18,"local_extra_max_charges","",1,"",3,"Local Extra Charges","","","","",1,3911238799,[],"","","",1,[],[],""
19,"shield_block_%",1,"","",1,"Shield Block Chance","","","","",1,2421507490,[],11,"","",1,[],[],""
20,"old_do_not_use_spell_block_%_from_assumed_block_value","","","",1,"","","","","",1,1484398156,[],"","","",1,[],[],""
21,"block_while_dual_wielding_%","","","",1,"Blocking while Dual Wielding","","","","",1,298807534,[],11,"","",1,[],[],""
22,"block_recovery_+%",1,"","",1,"Block Recovery Increase","","","","",1,2656064810,[],11,"","",1,[],[],""
23,"shield_armour_+%",1,"","",1,"Shield Armour","","","","",1,1669549715,[],9,"","",1,[],[],""
24,"damage_+%",1,"","",1,"All Damage","","","","",1,3125968493,[],1,"","",1,[],[],""
25,"spell_damage_+%",1,"","",1,"Spell Damage +%","","","","",1,78851980,[],1,"","",1,[],[],""
26,"physical_damage_+%",1,"","",1,"Physical Damage +%","","","","",1,3841183813,[],1,"","",1,[],[],""
27,"local_physical_damage_+%","",1,"",1,"Local Physical Damage +%","","","","",1,2750182247,[],"","","",1,[],[],""
28,"global_minimum_added_physical_damage","","","",3,"Minimum Added Physical Damage","","","","",1,821215114,[],"","","",1,[],[],""
29,"global_maximum_added_physical_damage","","","",3,"Maximum Added Physical Damage","","","","",1,1816224805,[],"","","",1,[],[],""
30,"attack_minimum_added_physical_damage","","","",3,"Minimum Added Physical Damage","","","","",1,2307666207,[],1,"","",1,[],[],""
31,"attack_maximum_added_physical_damage","","","",3,"Maximum Added Physical Damage","","","","",1,1877497836,[],1,"","",1,[],[],""
32,"local_minimum_added_physical_damage","",1,"",3,"Local Minimum Added Physical Damage","","","","",1,1855777478,[],"","","",1,[],[],""
33,"local_maximum_added_physical_damage","",1,"",3,"Local Maximum Added Physical Damage","","","","",1,2141103287,[],"","","",1,[],[],""
34,"physical_axe_damage_+%","","","",1,"Axe Damage","","","","",1,3038306943,[],1,"","",1,[],[],""
35,"physical_staff_damage_+%","","","",1,"Staff Damage","","","","",1,932143818,[],1,"","",1,[],[],""
36,"physical_claw_damage_+%","","","",1,"Claw Damage","","","","",1,140443962,[],1,"","",1,[],[],""
37,"physical_dagger_damage_+%","","","",1,"Dagger Damage","","","","",1,3605314683,[],1,"","",1,[],[],""
38,"physical_mace_damage_+%","","","",1,"Mace Damage","","","","",1,1862394874,[],1,"","",1,[],[],""
39,"physical_bow_damage_+%","","","",1,"Bow Damage","","","","",1,204052327,[],1,"","",1,[],[],""
40,"physical_sword_damage_+%","","","",1,"Sword Damage","","","","",1,2133884384,[],1,"","",1,[],[],""
41,"physical_wand_damage_+%","","","",1,"Wand Damage","","","","",1,1844590324,[],1,"","",1,[],[],""
42,"fire_damage_+%",1,"","",1,"Fire Damage +%","","","","",1,191057191,[],1,"","",1,[],[],""
43,"global_minimum_added_fire_damage","","","",3,"Minimum Added Fire Damage","","","","",1,2034740550,[],"","","",1,[],[],""
44,"global_maximum_added_fire_damage","","","",3,"Maximum Added Fire Damage","","","","",1,3392420078,[],"","","",1,[],[],""
45,"attack_minimum_added_fire_damage",1,"","",3,"Attack Minimum Added Fire Damage","","","","",1,3113488325,[],"","","",1,[],[],""
46,"attack_maximum_added_fire_damage",1,"","",3,"Attack Maximum Added Fire Damage","","","","",1,501099642,[],"","","",1,[],[],""
47,"local_minimum_added_fire_damage","",1,"",3,"Local Minimum Added Fire Damage","","","","",1,318629524,[],"","","",1,[],[],""
48,"local_maximum_added_fire_damage","",1,"",3,"Local Maximum Added Fire Damage","","","","",1,928714545,[],"","","",1,[],[],""
49,"cold_damage_+%",1,"","",1,"Cold Damage +%","","","","",1,78179886,[],1,"","",1,[],[],""
50,"global_minimum_added_cold_damage","","","",3,"Minimum Added Cold Damage","","","","",1,3675827596,[],"","","",1,[],[],""
51,"global_maximum_added_cold_damage","","","",3,"Maximum Added Cold Damage","","","","",1,4023400258,[],"","","",1,[],[],""
52,"attack_minimum_added_cold_damage",1,"","",3,"Attack Minimum Added Cold Damage","","","","",1,171791935,[],"","","",1,[],[],""
53,"attack_maximum_added_cold_damage",1,"","",3,"Attack Maximum Added Cold Damage","","","","",1,3355156210,[],"","","",1,[],[],""
54,"local_minimum_added_cold_damage","",1,"",3,"Local Minimum Added Cold Damage","","","","",1,4039558978,[],"","","",1,[],[],""
55,"local_maximum_added_cold_damage","",1,"",3,"Local Maximum Added Cold Damage","","","","",1,472353268,[],"","","",1,[],[],""
56,"lightning_damage_+%",1,"","",1,"Lightning Damage +%","","","","",1,2655022429,[],1,"","",1,[],[],""
57,"global_minimum_added_lightning_damage","","","",3,"Minimum Added Lightning Damage","","","","",1,2717801276,[],"","","",1,[],[],""
58,"global_maximum_added_lightning_damage","","","",3,"Maximum Added Lightning Damage","","","","",1,2925607758,[],"","","",1,[],[],""
59,"attack_minimum_added_lightning_damage",1,"","",3,"Attack Minimum Added Lightning Damage","","","","",1,365867665,[],"","","",1,[],[],""
60,"attack_maximum_added_lightning_damage",1,"","",3,"Attack Maximum Added Lightning Damage","","","","",1,513324754,[],"","","",1,[],[],""
61,"local_minimum_added_lightning_damage","",1,"",3,"Local Minimum Added Lightning Damage","","","","",1,2567337993,[],"","","",1,[],[],""
62,"local_maximum_added_lightning_damage","",1,"",3,"Local Maximum Added Lightning Damage","","","","",1,2119574765,[],"","","",1,[],[],""
63,"chaos_damage_+%",1,"","",1,"Chaos Damage +%","","","","",1,3234978679,[],1,"","",1,[],[],""
64,"global_minimum_added_chaos_damage","","","",3,"Minimum Added Chaos Damage","","","","",1,2045769627,[],"","","",1,[],[],""
65,"global_maximum_added_chaos_damage","","","",3,"Maximum Added Chaos Damage","","","","",1,237208908,[],"","","",1,[],[],""
66,"attack_minimum_added_chaos_damage",1,"","",3,"Minimum Added Chaos Damage","","","","",1,2470012917,[],"","","",1,[],[],""
67,"attack_maximum_added_chaos_damage",1,"","",3,"Maximum Added Chaos Damage","","","","",1,813475924,[],"","","",1,[],[],""
68,"local_minimum_added_chaos_damage","",1,"",3,"Local Minimum Added Chaos Damage","","","","",1,2678202213,[],"","","",1,[],[],""
69,"local_maximum_added_chaos_damage","",1,"",3,"Local Maximum Added Chaos Damage","","","","",1,1788772063,[],"","","",1,[],[],""
70,"attack_speed_+%",1,"","",1,"Attack Speed +%","","","","",1,1067510423,[],3,"","",1,[],[],""
71,"local_attack_speed_+%","",1,1,1,"Local Attack Speed +%","","",779,796,1,3818994251,[],"","","",1,[],[],""
72,"melee_attack_speed_+%","","","",1,"Melee Attack Speed","","","","",1,392499720,[],3,"","",1,[],[],""
73,"attack_speed_while_dual_wielding_+%","","","",1,"Attack Speed while Dual Wielding","","","","",1,3939532789,[],3,"","",1,[],[],""
74,"axe_attack_speed_+%","","","",1,"Attack Speed with Axes","","","","",1,4115077030,[],3,"","",1,[],[],""
75,"quarterstaff_attack_speed_+%","","","",1,"Attack Speed with Staves","","","","",1,1444089960,[],3,"","",1,[],[],""
76,"claw_attack_speed_+%","","","",1,"Attack Speed with Claws","","","","",1,10516126,[],3,"","",1,[],[],""
77,"dagger_attack_speed_+%","","","",1,"Attack Speed with Daggers","","","","",1,4238900273,[],3,"","",1,[],[],""
78,"mace_attack_speed_+%","","","",1,"Attack Speed with Maces","","","","",1,1792355518,[],3,"","",1,[],[],""
79,"bow_attack_speed_+%","","","",1,"Attack Speed with Bows","","","","",1,910131726,[],3,"","",1,[],[],""
80,"sword_attack_speed_+%","","","",1,"Attack Speed with Swords","","","","",1,1781295952,[],3,"","",1,[],[],""
81,"wand_attack_speed_+%","","","",1,"Attack Speed with Wands","","","","",1,2736065081,[],3,"","",1,[],[],""
82,"shield_attack_speed_+%","","","",1,"Attack Speed with Shields","","","","",1,1314749611,[],"","","",1,[],[],""
83,"accuracy_rating","","","",3,"Accuracy Rating","","","","",1,552754587,[],5,"","",1,[],[],""
84,"accuracy_rating_+%",1,"","",1,"Accuracy Rating +%","","","","",1,4041047601,[],5,"","",1,[],[],""
85,"accuracy_rating_while_dual_wielding_+%","","","",1,"Accuracy Rating while Dual Wielding +%","","","","",1,1669799203,[],5,"","",1,[],[],""
86,"axe_accuracy_rating_+%","","","",1,"Accuracy Rating with Axes","","","","",1,2264347522,[],5,"","",1,[],[],""
87,"quarterstaff_accuracy_rating_+%","","","",1,"Accuracy Rating with Staves","","","","",1,1362608878,[],5,"","",1,[],[],""
88,"claw_accuracy_rating_+%","","","",1,"Accuracy Rating with Claws","","","","",1,4036675381,[],5,"","",1,[],[],""
89,"dagger_accuracy_rating_+%","","","",1,"Accuracy Rating with Daggers","","","","",1,176779968,[],5,"","",1,[],[],""
90,"mace_accuracy_rating_+%","","","",1,"Accuracy Rating with Maces","","","","",1,1593823747,[],5,"","",1,[],[],""
91,"bow_accuracy_rating_+%","","","",1,"Accuracy Rating with Bows","","","","",1,4070485355,[],5,"","",1,[],[],""
92,"sword_accuracy_rating_+%","","","",1,"Accuracy Rating with Swords","","","","",1,814552329,[],5,"","",1,[],[],""
93,"wand_accuracy_rating_+%","","","",1,"Accuracy Rating with Wands","","","","",1,362619878,[],5,"","",1,[],[],""
94,"poison_on_critical_strike_with_dagger","","","",4,"Poisons on Critical Strike with Dagger","","","","",1,2193414017,[],"","","","",[],[],""
95,"base_critical_strike_multiplier_+",1,"","",3,"Base Critical Strike Multiplier +%","","","","",1,2977491687,[],4,"","",1,[],[],""
96,"critical_strike_multiplier_with_dagger_+","","","",3,"Critical Strike Multiplier","","","","",1,1100330652,[],4,"","",1,[],[],""
97,"base_self_critical_strike_multiplier_-%",1,"","",3,"Critical Strike Multiplier","","","","",1,3488971442,[],4,"","",1,[],[],""
98,"self_critical_strike_multiplier_-%_per_endurance_charge",1,"","",3,"Enemy Critical Strike Damage Multiplier reduction per Endurance Charge","","","","",1,921275512,[],"","","",1,[],[],""
99,"base_life_gained_on_enemy_death",1,"","",3,"Base Life Gained On Enemy Death","","","","",1,1419928513,[],18,"","",1,[],[],""
100,"base_life_leech_from_any_attack_damage_permyriad",1,"","",1,"Life Leech from any Damage","","","","",1,3118746622,[],"","","",1,[],[],""
101,"base_mana_gained_on_enemy_death",1,"","",3,"Base Mana Gained On Enemy Death","","","","",1,1022478200,[],18,"","",1,[],[],""
102,"base_stun_threshold_reduction_+%",1,"","",1,"Base Stun Threshold Reduction +%","","","","",1,3036305889,[],6,"","",1,[],[],""
103,"while_using_mace_stun_threshold_reduction_+%","","","",1,"","","","","",1,1181384114,[],6,"","",1,[],[],""
104,"global_knockback",1,"","",4,"Knockback","","","","",1,2272367529,[],"","","","",[],[],""
105,"knockback_with_bow","","","",4,"Knockback with Bows","","","","",1,2177274345,[],"","","","",[],[],""
106,"knockback_with_staff","","","",4,"Knockback with Staves","","","","",1,4056153873,[],"","","","",[],[],""
107,"knockback_with_wand","","","",4,"Knockback with Wands","","","","",1,1429571840,[],"","","","",[],[],""
108,"local_knockback","",1,1,4,"Knockback","","",780,797,1,3937597708,[],"","","","",[],[],""
109,"maximum_physical_damage_reduction_%",1,"","",1,"","","","","",1,2707660314,[],"","","",1,[],[],""
110,"base_physical_damage_reduction_rating",1,"","",3,"Base Physical Damage Reduction Rating",1,"","","",1,1686922486,[],9,"","",1,[],[],""
111,"physical_damage_reduction_rating_+%",1,"","",1,"Physical Damage Reduction Rating +%","","","","",1,3268290990,[],9,"","",1,[],[],""
112,"local_physical_damage_reduction_rating_+%",1,1,"",1,"Local Physical Damage Reduction Rating +%","","","","",1,2691333346,[],"","","",1,[],[],""
113,"base_evasion_rating",1,"","",3,"Base Evasion Rating","","","","",1,1457140832,[],9,"","",1,[],[],""
114,"evasion_rating_+%",1,"","",1,"Global Evasion Rating +%","","","","",1,3881566537,[],9,"","",1,[],[],""
115,"local_evasion_rating_+%",1,1,"",1,"Local Evasion Rating +%","","","","",1,3259741431,[],"","","",1,[],[],""
116,"evasion_rating_+%_per_frenzy_charge",1,"","",1,"Evasion Rating increase per Frenzy Charge","","","","",1,222133344,[],9,"","",1,[],[],""
117,"base_maximum_life","","","",3,"Base Maximum Life","","","","",1,3882154373,[],7,"","",1,[],[],""
118,"maximum_life_+%",1,"","",1,"Maximum Life +%","","","","",1,2847595757,[],7,"","",1,[],[],""
119,"base_life_regeneration_rate_per_minute",1,"","",3,"Life Regeneration Rate per Minute","","","","",1,4212331198,[],7,"","",1,[],[],""
120,"life_regeneration_rate_per_minute_%_per_endurance_charge",1,"","",3,"Life Regeneration Rate per Endurance Charge","","","","",1,724137496,[],7,"","",1,[],[],""
121,"base_maximum_mana","","","",3,"Base Maximum Mana","","","","",1,33179562,[],8,"","",1,[],[],""
122,"maximum_mana_+%","","","",1,"Maximum Mana +%","","","","",1,2215298461,[],8,"","",1,[],[],""
123,"mana_regeneration_rate_per_minute_%","","","",1,"Mana Regeneration Rate per Minute","","","","",1,2009634733,[],8,"","",1,[],[],""
124,"mana_regeneration_rate_+%","","","",1,"Mana Regeneration Rate +%","","","","",1,915714296,[],8,"","",1,[],[],""
125,"base_mana_regeneration_rate_per_minute",1,"","",3,"Mana Regeneration Rate per Minute","","","","",1,2136732448,[],8,"","",1,[],[],""
126,"mana_regeneration_rate_per_minute_%_per_power_charge",1,"","",1,"Mana Regeneration Rate per Power Charge","","","","",1,9809668,[],"","","",1,[],[],""
127,"base_maximum_energy_shield",1,"","",3,"Base Maximum Energy Shield","","","","",1,168289692,[],9,"","",1,[],[],""
128,"maximum_energy_shield_+%",1,"","",1,"Global Maximum Energy Shield +%","","","","",1,3224406378,[],9,"","",1,[],[],""
129,"local_energy_shield",1,1,"",3,"Local Energy Shield","","","","",1,2945001719,[],"","","",1,[],[],""
130,"local_energy_shield_+%",1,1,"",1,"Local Energy Shield +%","","","","",1,2444162928,[],"","","",1,[],[],""
131,"energy_shield_recharge_rate_per_minute_%","","","",1,"","","","","",1,2065299120,[],9,"","",1,[],[],""
132,"energy_shield_recharge_rate_+%",1,"","",1,"","","","","",1,1767848875,[],9,"","",1,[],[],""
133,"energy_shield_delay_-%","","","",1,"Energy Shield Delay Recovery Increase",1,"","","",1,2634502713,[],9,"","",1,[],[],""
134,"base_cannot_be_damaged",1,"","",4,"Cannot be Damaged",1,"","","",1,3005246694,[],"","","","",[],[],""
135,"base_resist_all_elements_%",1,"","",1,"Resist all Elements","","","","",1,2826253459,[],10,"","",1,[],[],""
136,"resist_all_elements_%_per_endurance_charge",1,"","",1,"Additional Elemental Resistance per Endurance Charge","","","","",1,282544527,[],"","","",1,[],[],""
137,"maximum_fire_damage_resistance_%",1,"","",5,"","",1,"","",1,2268385291,[],"","","",1,[0],[],""
138,"base_fire_damage_resistance_%",1,"","",1,"Base Fire Damage Resistance %","","","","",1,2039518076,[],10,"","",1,[],[],""
139,"maximum_cold_damage_resistance_%",1,"","",5,"","",1,"","",1,2473080046,[],"","","",1,[0],[],""
140,"base_cold_damage_resistance_%",1,"","",1,"Base Cold Damage Resistance %","","","","",1,1746311514,[],10,"","",1,[],[],""
141,"maximum_lightning_damage_resistance_%",1,"","",5,"","",1,"","",1,1048775403,[],"","","",1,[0],[],""
142,"base_lightning_damage_resistance_%",1,"","",1,"Base Lightning Damage Resistance %","","","","",1,1417405558,[],10,"","",1,[],[],""
143,"maximum_chaos_damage_resistance_%",1,"","",5,"","",1,"","",1,1091960713,[],"","","",1,[0],[],""
144,"base_chaos_damage_resistance_%",1,"","",1,"Base Chaos Damage Resistance %","","","","",1,1674290768,[],10,"","",1,[],[],""
145,"base_item_found_quantity_+%","","","",1,"Increased Item Quantity %","","","","",1,1682723695,[],"","","",1,[],[],""
146,"chest_item_quantity_+%",1,"","",1,"","","","","",1,3785128306,[],"","","",1,[],[],""
147,"base_item_found_rarity_+%","","","",1,"Base Item Found Rarity +%","","","","",1,812113821,[],18,"","",1,[],[],""
148,"chest_item_rarity_+%",1,"","",1,"","","","","",1,1234110117,[],"","","",1,[],[],""
149,"item_found_quality_+%",1,"","",1,"","","","","",1,3959721252,[],"","","",1,[],[],""
150,"item_found_relevancy_+%",1,"","",1,"","","","","",1,987729910,[],"","","",1,[],[],""
151,"experience_gain_+%",1,"","",1,"Experience Gain increase","","","","",1,3581236925,[],18,"","",1,[],[],""
152,"experience_loss_on_death_-%",1,"","",1,"Experience Loss on Death","","","","",1,2637805922,[],"","","",1,[],[],""
153,"minion_maximum_life_+%",1,"","",1,"Minion Life Increase","","","","",1,2304021269,[],12,"","",1,[],[],""
154,"base_spectre_maximum_life_+%","","","",1,"Spectre Life Increase","","","","",1,317122428,[],"","","",1,[],[],""
155,"base_zombie_maximum_life_+%","","","",1,"Zombie Life Increase","","","","",1,3599720475,[],"","","",1,[],[],""
156,"base_fire_elemental_maximum_life_+%","","","",1,"Fire Elemental Life Increase","","","","",1,917421567,[],"","","",1,[],[],""
157,"base_raven_maximum_life_+%","","","",1,"Raven Life Increase","","","","",1,1146914457,[],"","","",1,[],[],""
158,"base_number_of_spectres_allowed","","","",2,"Spectre Quantity","","","","",1,2191734700,[],12,"","",1,[],[],""
159,"base_number_of_zombies_allowed","","","",2,"Zombie Quantity","","","","",1,3047168578,[],12,"","",1,[],[],""
160,"totem_life_+%",1,"","",1,"Totem Life increase","","","","",1,1320174630,[],13,"","",1,[],[],""
161,"totem_range_+%",1,"","",1,"Totem Range increase","","","","",1,2710472993,[],"","","",1,[],[],""
162,"buff_duration_+%",1,"","",1,"Buff Duration Increase","","","","",1,2693859157,[],"","","",1,[],[],""
163,"buff_affects_party",1,"","",4,"Buff Affects Party","","","","",1,261439218,[],"","","","",[],[],""
164,"buff_party_effect_radius_+%",1,"","",1,"Buff Affects Party Radius","","","","",1,4182751312,[],"","","",1,[],[],""
165,"do_not_chain",1,"","",4,"Projectiles do not Chain","","","","",1,757681231,[],"","","","",[],[],""
166,"number_of_chains",1,"","",3,"Additional Chains",1,"","","",1,860057348,[],18,"","",1,[],[],""
167,"number_of_additional_projectiles",1,"","",3,"Additional Projectiles",1,"","","",1,2418272691,[],6,"","",1,[],[],""
168,"number_of_additional_arrows","","","",3,"Additional Arrows","","","","",1,1574944052,[],18,"","",1,[],[],""
169,"base_projectile_speed_+%","","","",1,"Base Projectile Speed +%","","","","",1,3047699552,[],6,"","",1,[],[],""
170,"base_arrow_speed_+%","","","",1,"Arrow speed increase","","","","",1,719481108,[],6,"","",1,[],[],""
171,"base_movement_velocity_+%",1,"","",1,"Base Movement Velocity +%","","","","",1,3845323150,[],18,"","",1,[],[],""
172,"movement_velocity_+%_per_frenzy_charge",1,"","",1,"Movement Speed increase per Frenzy Charge","","","","",1,1389368142,[],18,"","",1,[],[],""
173,"max_endurance_charges","","","",2,"Maximum Endurance Charges","","","","",1,2881474434,[],16,"","",1,[],[],""
174,"max_frenzy_charges","","","",2,"Maximum Frenzy Charges","","","","",1,3618851738,[],16,"","",1,[],[],""
175,"max_power_charges","","","",2,"Maximum Power Charges","","","","",1,84542420,[],16,"","",1,[],[],""
176,"add_endurance_charge_on_critical_strike",1,"","",4,"Add Endurance Charge on Critical Strike","","","","",1,62683932,[],"","","","",[],[],""
177,"add_frenzy_charge_on_critical_strike",1,"","",4,"","","","","",1,211294352,[],"","","","",[],[],""
178,"add_power_charge_on_critical_strike",1,"","",4,"","","","","",1,1279355034,[],"","","","",[],[],""
179,"add_endurance_charge_on_skill_hit_%",1,"","",1,"","","","","",1,3968203161,[],"","","",1,[],[],""
180,"add_frenzy_charge_on_skill_hit_%",1,"","",1,"","","","","",1,3491693553,[],16,"","",1,[],[],""
181,"add_power_charge_on_skill_hit_%",1,"","",1,"","","","","",1,1641523098,[],"","","",1,[],[],""
182,"add_endurance_charge_on_enemy_critical_strike",1,"","",4,"","","","","",1,4002591119,[],"","","","",[],[],""
183,"add_endurance_charge_on_status_ailment",1,"","",4,"","","","","",1,3011361940,[],"","","","",[],[],""
184,"base_avoid_chill_%","","","",1,"Chill Avoidance","","","","",1,3486301748,[],11,"","",1,[],[],""
185,"base_avoid_freeze_%","","","",1,"Freeze Avoidance","","","","",1,141091880,[],11,"","",1,[],[],""
186,"base_avoid_ignite_%","","","",1,"Ignite Avoidance","","","","",1,874270813,[],11,"","",1,[],[],""
