"rownum","Id","SoundFile","BankFile","HASH16","IsAvailableInHideout","Name","string","MusicCategories","bool","i32"
0,"Default","","",52546,1,"Default Hideout Music","","[14,15]","",0
1,"Silence","","",122,1,"Silence","",[14],"",0
2,"Random","","",45095,1,"Random","",[14],"",0
3,"MainMenu","Audio/Music/MainMenu/MainMenu","Music_Menu.bank",48845,1,"Main Theme","",[14],1,0
4,"MainMenu2A1","Audio/Music/MainMenu2/MainMenu2A1","Music_Menu2.bank",1548,"","","",[],1,0
5,"ThemeMobile","Audio/Music/ThemeMobile/ThemeMobile","ThemeMobile.bank",14763,1,"Mobile Theme","",[14],1,0
6,"Act1_TwilightStrand","Audio/Music/Act1_SandBeach/Act1_SandBeach.ogg","Music1.bank",21484,1,"Twilight Strand","",[2],1,0
7,"Act1_Encampment","Audio/Music/Act1_Encampment/Act1_Encampment.ogg","Music1.bank",58824,1,"Lioneye's Watch (A1)","","[2,1]",1,0
8,"Act1_SandBeach","Audio/Music/Act1_SandBeach/Act1_SandBeach.ogg","Music1.bank",5991,1,"Coast","",[2],"",0
9,"Act1_TidalIsland","Audio/Music/Act1_SandBeach/Act1_SandBeach.ogg","Music1.bank",17334,1,"Tidal Island","",[2],"",0
10,"Act1_MudFlats","Audio/Music/Act1_SandBeach/Act1_SandBeach.ogg","Music1.bank",9697,1,"Mud Flats","",[2],"",0
11,"Act1_FetidPool","Audio/Music/Act3_Sewers/Act3_Sewers.ogg","Music6.bank",29492,1,"Fetid Pool","",[2],"",0
12,"Act1_Cave","Audio/Music/Act1_Cave/Act1_Cave.ogg","Music1.bank",24663,1,"Submerged Passage","",[2],1,0
13,"Act1_FloodedDepths","Audio/Music/Act1_Cave/Act1_Cave.ogg","Music1.bank",17824,1,"Flooded Depths","",[2],"",0
14,"Act1_Cliff","Audio/Music/Act1_Cliff/Act1_Cliff.ogg","Music2.bank",19519,1,"Ledge","",[2],1,0
15,"Act1_Climb","Audio/Music/Act1_Cliff/Act1_Cliff.ogg","Music2.bank",44102,1,"Climb","",[2],"",0
16,"Act1_Prison","Audio/Music/Act6_Prison/Act6_Prison","Music23.bank",9977,1,"Prison","",[2],1,0
17,"Act1_Brutus","Audio/Music/Act1_Brutus/Act1_Brutus.ogg","Music2.bank",37397,1,"Brutus","","[2,0]",1,0
18,"Act1_PrisonersGate","Audio/Music/Act1_Cliff/Act1_Cliff.ogg","Music2.bank",7828,1,"Prisoner's Gate","",[2],"",0
19,"Act1_DarkBeach","Audio/Music/Act1_DarkBeach/Act1_DarkBeach.ogg","Music2.bank",6754,1,"Ship Graveyard","",[2],1,0
20,"Act1_CaveVocal","Audio/Music/Act1_Cave/Act1_CaveVocal.ogg","Music1.bank",19601,1,"Merveil's Caverns","",[2],1,0
21,"Act1_BossFight","Audio/Music/Act1_Bossfight/Act1_Bossfight.ogg","Music3.bank",42558,1,"Merveil","","[2,0]",1,0
22,"Act2_SouthernForest","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",14718,1,"Southern Forest","",[3],"",0
23,"Act2_Encampment","Audio/Music/Act2_Encampment/Act2_Encampment.ogg","Music3.bank",38510,1,"Forest Encampment","","[3,1]",1,0
24,"Act2_DryForest","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",605,1,"Old Fields","",[3],1,0
25,"Act2_Cave","Audio/Music/Act2_Cave/Act2_Cave.ogg","Music4.bank",44190,1,"Den","",[3],1,0
26,"Act2_Crossroads","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",3642,1,"Crossroads","",[3],1,0
27,"Act2_DarkForest","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",18478,1,"Fellshrine Ruins","",[3],"",0
28,"Act2_ChurchDungeon","Audio/Music/Act2_ChurchDungeon/Act2_ChurchDungeon.ogg","Music4.bank",54156,1,"Crypt","",[3],1,0
29,"Act2_TempleRuin","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",62878,1,"Chamber of Sins","",[3],1,0
30,"Act2_BrokenBridge","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",36993,1,"Broken Bridge","",[3],"",0
31,"Act2_Riverways","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",59768,1,"Riverways","",[3],1,0
32,"Act2_WesternForest","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",6930,1,"Western Forest","",[3],"",0
33,"Act2_WeaversChambers","Audio/Music/Act2_Cave/Act2_Cave.ogg","Music4.bank",16901,1,"Weaver's Chambers","",[3],"",0
34,"Act2_Wetlands","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",47380,1,"Wetlands","",[3],"",0
35,"Act2_VaalDungeon","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",60102,1,"Vaal Ruins","",[3],1,0
36,"Act2_Darkness","Audio/Music/Act2_DarknessEvent/Darkness_Event.ogg","Music5.bank",12924,1,"Darkness","",[3],1,0
37,"Act2_NorthernForest","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",10607,1,"Northern Forest","",[3],"",0
38,"Act2_DreadThicket","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",47339,1,"Dread Thicket","",[3],"",0
39,"Act2_AncientPyramid","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",2817,1,"Ancient Pyramid","",[3],"",0
40,"Act2_VaalShadow","Audio/Music/Act2_Bossfight/Act2_Bossfight.ogg","Music5.bank",98,1,"Vaal Oversoul","","[3,0]",1,0
41,"Act3_Intro","Audio/Music/Act3_Intro/Act3_Intro.ogg","Music6.bank",43893,1,"City of Sarn","",[4],1,0
42,"Act3_Encampment","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",55554,1,"Sarn Encampment","","[4,1]",1,0
43,"Act3_Slums","Audio/Music/Act3_Intro/Act3_Intro.ogg","Music6.bank",18220,1,"Slums","",[4],"",0
44,"Act3_Crematorium","Audio/Music/Act6_Prison/Act6_Prison","Music23.bank",46949,1,"Crematorium","",[4],"",0
45,"Act3_Sewers","Audio/Music/Act3_Sewers/Act3_Sewers.ogg","Music6.bank",29508,1,"Sewers","",[4],1,0
46,"Act3_Markets","Audio/Music/Act3_Intro/Act3_Intro.ogg","Music6.bank",8059,1,"Marketplace","",[4],"",0
47,"Act3_Catacombs","Audio/Music/Act2_ChurchDungeon/Act2_ChurchDungeon.ogg","Music4.bank",32928,1,"Catacombs","",[4],"",0
48,"Act3_Battlefront","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",26715,1,"Battlefront","",[4],1,0
49,"Act3_Solaris","Audio/Music/Act3_Solaris/Act3_Solaris.ogg","Music7.bank",44975,1,"Solaris Temple","",[4],1,0
50,"Act3_Docks","Audio/Music/Act3_Sewers/Act3_Sewers.ogg","Music6.bank",38891,1,"Docks","",[4],"",0
51,"Act3_EbonyBarracks","Audio/Music/Act3_Battlefront/Battlefront","Music26.bank",30532,1,"Ebony Barracks","",[4],"",0
52,"Act3_Lunaris","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",24533,1,"Lunaris Temple","",[4],"",0
53,"Act3_Piety","Audio/Music/Act3_Lunaris/1_3_14_Lunaris_BossFight.ogg","Music7.bank",40410,1,"Piety","","[4,0]",1,0
54,"Act3_Gardens","Audio/Music/Act3_Gardens/Gardens.ogg","Music8.bank",33306,1,"Imperial Gardens","",[4],1,0
55,"Act3_Library","Audio/Music/Act3_Library/Library.ogg","Music8.bank",62053,1,"Library","",[4],1,0
56,"Act3_Sceptre_Inside","Audio/Music/Act3_Sceptre/Sceptre_Of_God.ogg","Music8.bank",58673,1,"Sceptre of God","",[4],1,0
57,"Act3_Sceptre_Top","Audio/Music/Act3_Sceptre/Act3_Sceptre.ogg","Music8.bank",43044,1,"Dominus","","[4,0]",1,0
58,"Act3_Sceptre_Demonic","Audio/Music/Act3_Sceptre/Demonic_Sceptre.ogg","Music9.bank",50410,1,"Ascendant Theme","","[4,0]",1,0
59,"Act4_Aqueduct","Audio/Music/Act4_Aqueduct/Aqueduct.ogg","Music13.bank",54628,1,"Aqueduct","",[5],1,0
60,"Act4_Town","Audio/Music/Act4_Town/Act4_Town.ogg","Music10.bank",31168,1,"Highgate","","[5,1]",1,0
61,"Act4_Lake","Audio/Music/Act4_Lake/Act4_Lake.ogg","Music11.bank",56301,1,"Dried Lake","",[5],1,0
62,"Act4_Tunnels","Audio/Music/Act4_Tunnels/Act4_MiningTunnels.ogg","Music10.bank",24531,1,"Mines","",[5],1,0
63,"Act4_Kaom","Audio/Music/Act4_KaomsDream/Kaom.ogg","Music12.bank",4426,1,"Kaom's Dream","",[5],1,0
64,"Act4_Kaom_2","Audio/Music/Act4_KaomsDream/Kaom_2.ogg","Music14.bank",37945,1,"Kaom's Stronghold","",[5],1,0
65,"Act4_KaomBossfight","Audio/Music/Act4_KaomsDream/KaomBossfight.ogg","Music13.bank",9410,1,"Kaom","","[5,0]",1,0
66,"Act4_Daresso_Pit","Audio/Music/Act4_Arena/DaressoPit.ogg","Music13.bank",50802,1,"Pit","",[5],1,0
67,"Act4_Daresso_Arena","Audio/Music/Act4_Arena/DaressoArena.ogg","Music13.bank",27458,1,"Grand Arena","",[5],1,2
68,"Act4_Daresso_Bossfight","Audio/Music/Act4_Arena/DaressoBossFight.ogg","Music14.bank",6038,1,"Daresso","","[5,0]",1,0
69,"Act4_BeastBelly","Audio/Music/Act4_BellyOfTheBeast/BellyOfTheBeast.ogg","Music12.bank",30243,1,"Belly of the Beast","",[5],1,1
70,"Act4_HeartOfCorruption","Audio/Music/Act4_BellyOfTheBeast/HeartOfCorruption.ogg","Music14.bank",7182,1,"Heart of Corruption","","[5,0]",1,0
71,"Act5_OriathPortal","Audio/Music/Act5_OriathPortal/Act5_OriathPortal.ogg","Music16.bank",17443,1,"Ascent","",[6],1,0
72,"Act5_SlavePens","Audio/Music/Act5_SlavePens/Act5_SlavePens.ogg","Music17.bank",23959,1,"Slave Pens","",[6],1,0
73,"Act5_OverseerTower","Audio/Music/Act5_OverseerTower/Act5_OverseerTower.ogg","Music18.bank",39668,1,"Overseer's Tower","","[6,1]",1,4
74,"Act5_ControlBlocks","Audio/Music/Act5_SlavePens/Act5_SlavePens.ogg","Music17.bank",57044,1,"Control Blocks","",[6],"",0
75,"Act5_OriathSquare","Audio/Music/Act5_OriathSquare/Act5_OriathSquare.ogg","Music18.bank",43604,1,"Oriath Square","",[6],1,0
76,"Act5_TemplarCourt","Audio/Music/Act5_TemplarCourt/Act5_TemplarCourt.ogg","Music18.bank",30907,1,"Templar Court","",[6],1,0
77,"Act5_COInnocence","Audio/Music/Act5_ChamberOfInnocence/Act5_ChamberOfInnocence.ogg","Music18.bank",64883,1,"Chamber of Innocence","",[6],1,0
78,"Act5_Avarius","Audio/Music/Act5_Avarius/Act5_Avarius.ogg","Music17.bank",2404,1,"High Templar Avarius","","[6,0]",1,3
79,"Act5_Reliquary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",1577,1,"Reliquary","",[6],"",0
80,"Act5_Ossuary","Audio/Music/Act5_Ossuary/Act5_Ossuary.ogg","Music19.bank",49102,1,"Ossuary","",[6],1,0
81,"Act5_RuinedSquare","Audio/Music/Act5_RuinedSquare/Act5_RuinedSquare.ogg","Music19.bank",8721,1,"Ruined Square","",[6],1,0
82,"Act5_CathedralRoof","Audio/Music/Act5_CathedralRooftops/Act5_CathedralRooftops.ogg","Music19.bank",313,1,"Cathedral Rooftop","",[6],1,0
83,"Act5_Kitava","Audio/Music/Act5_Kitava/Act5_Kitava.ogg","Music19.bank",34313,1,"Kitava (A5)","","[6,0]",1,0
84,"Act5_SinDock","Audio/Music/Act5_SinDock/Act5_SinDock.ogg","Music20.bank",23971,"","","",[6],"",0
85,"Act6_TwilightStrand","Audio/Music/Act1_SandBeach/Act1_SandBeach.ogg","Music1.bank",829,1,"Twilight Strand","",[7],"",0
86,"Act6_Encampment","Audio/Music/Act6_Encampment/Act6_Encampment.ogg","Music20.bank",44316,1,"Lioneye's Watch (A6)","","[7,1]",1,5
87,"Act6_Coast","Audio/Music/Act6_KaruiFortress/Act6_KaruiFortress","Music24.bank",5617,1,"Coast","",[7],"",0
88,"Act6_TidalIsland","Audio/Music/Act1_SandBeach/Act1_SandBeach.ogg","Music1.bank",7469,1,"Tidal Island","",[7],"",0
89,"Act6_MudFlats","Audio/Music/Act6_KaruiFortress/Act6_KaruiFortress","Music24.bank",61838,1,"Mud Flats","",[7],"",0
90,"Act6_KaruiFortress","Audio/Music/Act6_KaruiFortress/Act6_KaruiFortress","Music24.bank",49646,1,"Karui Fortress","",[7],1,0
91,"Act6_Ridge","Audio/Music/Act6_Ridge/Act6_Ridge","Music23.bank",12451,1,"Ridge","",[7],1,0
92,"Act6_Prison","Audio/Music/Act6_Prison/Act6_Prison","Music23.bank",30860,1,"Prison","",[7],"",0
93,"Shavronne","Audio/Music/Act6_Shavronne/Shavronne","Music26.bank",37950,1,"Shavronne","","[7,0]",1,0
94,"Act6_PrisonersGate","Audio/Music/Act6_Ridge/Act6_Ridge","Music23.bank",58701,1,"Prisoner's Gate","",[7],"",0
95,"Act6_Abberath","Audio/Music/Act6_Abberath/Act6_Abberath.ogg","Music20.bank",41588,1,"Minor Gods","","[7,8,9,0]",1,0
96,"Act6_WesternForest","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",52538,1,"Western Forest","",[7],"",0
97,"Act6_ForestDaylight","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",25356,1,"Riverways","",[7],"",6
98,"Act6_Wetlands","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",64173,1,"Wetlands","",[7],"",0
99,"Act6_SouthernForest","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",47386,1,"Southern Forest","",[7],"",0
100,"Act6_CavernOfAnger","Audio/Music/Act1_Cave/Act1_Cave.ogg","Music1.bank",48837,1,"Cavern of Anger","",[7],"",0
101,"Act6_Beacon","Audio/Music/Act1_SandBeach/Act1_SandBeach.ogg","Music1.bank",21706,1,"Beacon","",[7],"",0
102,"Act6_Reef","Audio/Music/Act1_DarkBeach/Act1_DarkBeach.ogg","Music2.bank",60475,1,"Brine King's Reef","",[7],"",0
103,"Act6_BrineKing","Audio/Music/Act6_BrineKing/Act6_BrineKing.ogg","Music20.bank",40111,1,"Brine King","","[7,0]",1,0
104,"BridgeEncampment","Audio/Music/Act7_Encampment/BridgeEncampment","Music26.bank",35969,1,"Bridge Encampment","","[8,1]",1,0
105,"Act7_BrokenBridge","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",22026,1,"Broken Bridge","",[8],"",0
106,"Act7_Crossroads","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",45403,1,"Crossroads","",[8],"",0
107,"Act7_FellshrineRuins","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",29087,1,"Fellshrine Ruins","",[8],"",0
108,"Act7_Crypt","Audio/Music/Act2_ChurchDungeon/Act2_ChurchDungeon.ogg","Music4.bank",6952,1,"Crypt","",[8],"",0
109,"Act7_ChamberOfSins","Audio/Music/Act2_TempleRuin/Act2_TempleRuin.ogg","Music4.bank",50000,1,"Chamber of Sins","",[8],"",0
110,"Act7_Sanctum","Audio/Music/Act4_BellyOfTheBeast/BellyOfTheBeast.ogg","Music12.bank",15918,1,"Maligaro's Sanctum","",[8],"",0
111,"Act7_Den","Audio/Music/Act2_Cave/Act2_Cave.ogg","Music4.bank",42644,1,"Den","",[8],"",0
112,"Act7_AshenFields","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",14558,1,"Ashen Fields","",[8],"",0
113,"Act7_NorthernForest","Audio/Music/Act6_ForestDaylight/Act6_ForestDaylight","Music24.bank",46095,1,"Northern Forest","",[8],"",0
114,"Act7_DreadThicket","Audio/Music/Act2_DarkForest/Act2_DarkForest.ogg","Music4.bank",7672,1,"Dread Thicket","",[8],"",0
115,"Act7_Causeway","Audio/Music/Act2_DryForest/Act2_DryForest.ogg","Music3.bank",51637,1,"Causeway","",[8],"",0
116,"Act7_VaalCity","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",33787,1,"Vaal City","",[8],"",0
117,"Act7_TempleOfDecay","Audio/Music/Vaal_Temple/Vaal_Temple","Music24.bank",4969,1,"Temple of Decay","",[8],"",0
118,"Act7_Arakaali","Audio/Music/Act7_Arakaali/Act7_Arakaali.ogg","Music21.bank",20452,1,"Arakaali","","[8,0]",1,0
119,"Act8_SarnRamparts","Audio/Music/Act4_Aqueduct/Aqueduct.ogg","Music13.bank",25264,1,"Sarn Ramparts","",[9],"",0
120,"Act8_Encampment","Audio/Music/Act8_Encampment/Act8_Encampment","Music21.bank",12682,1,"Sarn Encampment","",[9],"",0
121,"Act8_ToxicConduits","Audio/Music/Act3_Sewers/Act3_Sewers.ogg","Music6.bank",34564,1,"Toxic Conduits","",[9],"",0
