"rownum","rid","rid","rid"
0,1634,17017,13675
1,1631,17017,13675
2,1630,17017,13675
3,1635,17017,13675
4,1629,17017,13675
5,1633,17017,13675
6,1632,17017,13675
7,1593,17017,13674
8,1595,17017,13674
9,1598,17017,13674
10,1600,17017,13674
11,1601,17017,13673
12,1597,17017,13674
13,1596,17017,13673
14,1594,17017,13673
15,1599,17017,13673
16,811,17017,13675
17,812,17017,13675
18,813,17017,13676
19,814,17017,13675
20,815,17017,13674
21,816,17017,13674
22,817,17017,13674
23,818,17017,13673
24,819,17017,13673
25,820,17017,13673
26,0,17017,13672
27,33,17017,13672
28,103,17017,13673
29,7,17017,13673
30,11,17017,13672
31,8,17017,13672
32,15,17017,13673
33,1058,17017,13675
34,107,17017,13674
35,106,17017,13673
36,35,17017,13676
37,108,17017,13675
38,50,17017,13676
39,22,17017,13672
40,21,17017,13672
41,20,17017,13672
42,49,17017,13676
43,4,17017,13675
44,3,17017,13674
45,104,17017,13673
46,12,17017,13672
47,27,17017,13673
48,28,17017,13676
49,102,17017,13675
50,1145,17017,13675
51,17,17017,13672
52,9,17017,13672
53,26,17017,13676
54,29,17017,13672
55,183,17017,13675
56,184,17017,13675
57,185,17017,13675
58,186,17017,13674
59,187,17017,13674
60,188,17017,13674
61,189,17017,13674
62,190,17017,13673
63,191,17017,13673
64,192,17017,13673
65,193,17017,13673
66,194,17017,13673
67,1144,17017,13674
68,133,17017,13674
69,135,17017,13674
70,138,17017,13674
71,136,17017,13674
72,134,17017,13674
73,137,17017,13674
74,140,17017,13676
75,139,17017,13675
76,141,17017,13674
77,689,17017,13675
78,659,17017,13675
79,673,17017,13675
80,643,17017,13675
81,675,17017,13675
82,645,17017,13675
83,687,17017,13675
84,657,17017,13676
85,690,17017,13675
86,660,17017,13675
87,683,17017,13675
88,653,17017,13675
89,678,17017,13675
90,648,17017,13675
91,681,17017,13675
92,651,17017,13675
93,699,17017,13675
94,669,17017,13675
95,674,17017,13675
96,644,17017,13675
97,691,17017,13675
98,661,17017,13675
99,684,17017,13675
100,654,17017,13675
101,693,17017,13675
102,663,17017,13675
103,695,17017,13675
104,665,17017,13675
105,694,17017,13675
106,696,17017,13675
107,666,17017,13675
108,664,17017,13675
109,677,17017,13675
110,647,17017,13675
111,680,17017,13675
112,650,17017,13675
113,671,17017,13675
114,679,17017,13675
115,649,17017,13675
116,641,17017,13675
117,682,17017,13675
118,652,17017,13675
119,700,17017,13675
120,670,17017,13675
121,672,17017,13675
122,686,17017,13675
123,656,17017,13675
124,642,17017,13675
125,692,17017,13675
126,662,17017,13675
127,698,17017,13675
128,668,17017,13675
129,697,17017,13675
130,667,17017,13675
131,688,17017,13675
132,658,17017,13675
133,685,17017,13675
134,655,17017,13675
135,676,17017,13675
136,646,17017,13675
137,2,17017,13672
138,1157,17017,13675
139,1155,17017,13675
140,1158,17017,13676
141,1152,17017,13674
142,1151,17017,13674
143,1150,17017,13674
144,1153,17017,13675
145,1156,17017,13674
146,1154,17017,13675
147,51,17017,13676
148,52,17017,13676
149,198,17017,13675
150,199,17017,13675
151,200,17017,13675
152,196,17017,13675
153,197,17017,13675
154,195,17017,13676
155,19,17017,13674
156,120,17017,13676
157,109,17017,13676
158,18,17017,13672
159,1602,17017,13674
160,1143,17017,13673
161,1581,17017,13675
162,1583,17017,13675
163,211,17017,13676
164,210,17017,13675
165,209,17017,13674
166,208,17017,13673
167,207,17017,13676
168,206,17017,13675
169,205,17017,13674
170,204,17017,13673
171,1582,17017,13675
172,117,17017,13676
173,6,17017,13676
174,160,17017,13674
175,154,17017,13674
176,158,17017,13674
177,166,17017,13675
178,164,17017,13674
179,156,17017,13675
180,145,17017,13674
181,162,17017,13676
182,155,17017,13675
183,153,17017,13674
184,165,17017,13675
185,144,17017,13674
186,147,17017,13674
187,159,17017,13676
188,142,17017,13674
189,157,17017,13674
190,150,17017,13674
191,148,17017,13674
192,163,17017,13674
193,143,17017,13674
194,146,17017,13674
195,151,17017,13674
196,149,17017,13674
197,152,17017,13674
198,161,17017,13674
199,38,17017,13674
200,13,17017,13673
201,212,17017,13676
202,94,17017,13674
203,93,17017,13674
204,91,17017,13674
205,92,17017,13675
206,95,17017,13676
207,10,17017,13674
208,5,17017,13673
209,14,17017,13675
210,16,17017,13672
211,201,17017,13676
212,862,17017,13676
213,861,17017,13676
214,859,17017,13676
215,860,17017,13676
216,858,17017,13676
217,1650,17017,13675
218,1651,17017,13676
219,1652,17017,13675
220,1653,17017,13676
