"rownum","BaseItemTypesKey","VirtualFile","Influences"
0,9182,"Art/2DItems/Divination/Images/ThreeFacesInTheDark",[]
1,9183,"Art/2DItems/Divination/Images/TheDoctor",[]
2,9184,"Art/2DItems/Divination/Images/TheHermit",[]
3,9185,"Art/2DItems/Divination/Images/LantadorsLostLove",[]
4,9186,"Art/2DItems/Divination/Images/TheMetalsmithsGift",[]
5,9187,"Art/2DItems/Divination/Images/TheBattleBorn",[]
6,9188,"Art/2DItems/Divination/Images/TheGladiator",[]
7,9189,"Art/2DItems/Divination/Images/TheScholar",[]
8,9190,"Art/2DItems/Divination/Images/TheBrittleEmperor",[]
9,9191,"Art/2DItems/Divination/Images/ThePoet",[]
10,9192,"Art/2DItems/Divination/Images/TheCarrionCrow",[]
11,9193,"Art/2DItems/Divination/Images/Hope",[]
12,9194,"Art/2DItems/Divination/Images/TheFiend",[]
13,9195,"Art/2DItems/Divination/Images/BirthOfTheThree",[]
14,9196,"Art/2DItems/Divination/Images/ViniasToken",[]
15,9197,"Art/2DItems/Divination/Images/TheSummoner",[]
16,9198,"Art/2DItems/Divination/Images/TheCataclysm",[]
17,9199,"Art/2DItems/Divination/Images/TheHunger",[]
18,9200,"Art/2DItems/Divination/Images/TheHoarder",[]
19,9201,"Art/2DItems/Divination/Images/TheDrunkenAristocrat",[]
20,9202,"Art/2DItems/Divination/Images/TheSun",[]
21,9203,"Art/2DItems/Divination/Images/TheWarden",[]
22,9204,"Art/2DItems/Divination/Images/TheScarredMeadow",[]
23,9205,"Art/2DItems/Divination/Images/TheDarkMage",[]
24,9206,"Art/2DItems/Divination/Images/TheGemcutter",[]
25,9207,"Art/2DItems/Divination/Images/TheGambler",[]
26,9208,"Art/2DItems/Divination/Images/TheLover",[]
27,9209,"Art/2DItems/Divination/Images/ChaoticDisposition",[]
28,9210,"Art/2DItems/Divination/Images/TheRoadToPower",[]
29,9211,"Art/2DItems/Divination/Images/TheAvenger",[]
30,9212,"Art/2DItems/Divination/Images/EmperorsLuck",[]
31,9213,"Art/2DItems/Divination/Images/TimeLostRelic",[]
32,9214,"Art/2DItems/Divination/Images/LuckyConnections",[]
33,9215,"Art/2DItems/Divination/Images/TheFeast",[]
34,9216,"Art/2DItems/Divination/Images/RainOfChaos",[]
35,9217,"Art/2DItems/Divination/Images/TheWatcher",[]
36,9218,"Art/2DItems/Divination/Images/TheIncantation",[]
37,9219,"Art/2DItems/Divination/Images/CovetedPossession",[]
38,9220,"Art/2DItems/Divination/Images/TheKingsHeart",[]
39,9221,"Art/2DItems/Divination/Images/AbandonedWealth",[]
40,9222,"Art/2DItems/Divination/Images/TheWind",[]
41,9223,"Art/2DItems/Divination/Images/ThePact",[]
42,9224,"Art/2DItems/Divination/Images/GemcuttersPromise",[]
43,9225,"Art/2DItems/Divination/Images/TheCelestialJusticar",[]
44,9226,"Art/2DItems/Divination/Images/TheChainsThatBind",[]
45,9227,"Art/2DItems/Divination/Images/TheArtist",[]
46,9228,"Art/2DItems/Divination/Images/TheInventor",[]
47,9229,"Art/2DItems/Divination/Images/ThePackLeader",[]
48,9230,"Art/2DItems/Divination/Images/JackInTheBox",[]
49,9231,"Art/2DItems/Divination/Images/TheUnion",[]
50,9232,"Art/2DItems/Divination/Images/TheQueen",[]
51,9233,"Art/2DItems/Divination/Images/Humility",[]
52,9234,"Art/2DItems/Divination/Images/TheExplorer",[]
53,9235,"Art/2DItems/Divination/Images/TheSpoiledPrince",[]
54,9236,"Art/2DItems/Divination/Images/TheBetrayal",[]
55,9237,"Art/2DItems/Divination/Images/TheFlorasGift",[]
56,9238,"Art/2DItems/Divination/Images/TheSiren",[]
57,9239,"Art/2DItems/Divination/Images/TheOneWithAll",[]
58,9240,"Art/2DItems/Divination/Images/TheLastOneStanding",[]
59,9241,"Art/2DItems/Divination/Images/DoedresMadness",[]
60,9242,"Art/2DItems/Divination/Images/TheEncroachingDarkness",[]
61,9243,"Art/2DItems/Divination/Images/TheWrath",[]
62,9244,"Art/2DItems/Divination/Images/TheKingsBlade",[]
63,9245,"Art/2DItems/Divination/Images/TheTrial",[]
64,9246,"Art/2DItems/Divination/Images/TheGentleman",[]
65,9247,"Art/2DItems/Divination/Images/HouseOfMirrors",[]
66,9248,"Art/2DItems/Divination/Images/WealthAndPower",[]
67,9249,"Art/2DItems/Divination/Images/TheCatalyst",[]
68,9250,"Art/2DItems/Divination/Images/TheVast",[]
69,9251,"Art/2DItems/Divination/Images/GiftOfTheGemlingQueen",[]
70,9252,"Art/2DItems/Divination/Images/TheDragonsHeart",[]
71,9253,"Art/2DItems/Divination/Images/TheFox",[]
72,9254,"Art/2DItems/Divination/Images/TheDoppelganger",[]
73,9255,"Art/2DItems/Divination/Images/TheSurvivalist",[]
74,9256,"Art/2DItems/Divination/Images/Death",[]
75,9257,"Art/2DItems/Divination/Images/GraveKnowledge",[]
76,9258,"Art/2DItems/Divination/Images/TheJester",[]
77,9259,"Art/2DItems/Divination/Images/TheMercenary",[]
78,9260,"Art/2DItems/Divination/Images/TheInoculated",[]
79,9261,"Art/2DItems/Divination/Images/Loyalty",[]
80,9262,"Art/2DItems/Divination/Images/PrideBeforeTheFall",[]
81,9263,"Art/2DItems/Divination/Images/Audacity",[]
82,9264,"Art/2DItems/Divination/Images/AssassinsFavor",[]
83,9265,"Art/2DItems/Divination/Images/HuntersResolve",[]
84,9266,"Art/2DItems/Divination/Images/ScholarOfTheSeas",[]
85,9267,"Art/2DItems/Divination/Images/TheConduit",[]
86,9268,"Art/2DItems/Divination/Images/TheTower",[]
