"rownum","Id","ModsKey0","ModsKey1","ModsKey2","bool"
0,"Resist1",3084,3156,3242,1
1,"Resist2",3085,3157,3243,1
2,"Resist3",3086,3158,3244,1
3,"Resist4",3087,3159,3245,1
4,"Resist5",3088,3160,3246,1
5,"Resist6",3089,3161,3247,1
6,"Resist7",3090,3162,3248,1
7,"Resist8",3091,3163,3249,1
8,"Resist9",8431,8433,8435,""
9,"Resist10",8432,8434,8436,""
10,"Resist11",8469,8471,8473,""
11,"Resist12",8470,8472,8474,""
12,"Resist13",8580,8582,8584,""
13,"Resist14",8581,8583,8585,""
14,"Resist15",8616,8618,8620,""
15,"Resist16",8617,8619,8621,""
16,"Resist17",17627,17630,17633,""
17,"Resist18",17628,17631,17634,""
18,"Resist19",17629,17632,17635,""
19,"Resist20",3309,3310,3311,""
20,"Resist21",18311,18312,18313,""
21,"Resist22",9375,9376,9377,1
22,"Resist23",13942,13943,13944,1
23,"Resist24",3306,3307,3308,""
24,"Resist25",18308,18309,18310,""
25,"Resist26",14888,14891,14894,1
26,"Resist27",14889,14892,14895,1
27,"Resist28",14890,14893,14896,1
28,"Resist29",16004,16013,16022,""
29,"Resist30",20537,20606,20677,1
30,"Resist31",20538,20607,20678,1
31,"Resist32",20829,20841,20813,1
32,"Resist33",20830,20842,20814,1
33,"Resist34",20831,20843,20815,1
34,"Resist35",3303,3304,3305,""
35,"Resist36",18305,18306,18307,""
36,"Resist37",16072,16082,16092,1
37,"Resist38",21960,21963,21966,1
38,"Resist39",21961,21964,21967,1
39,"Resist40",21962,21965,21968,1
40,"Resist41",22033,22038,22043,1
41,"Resist42",22034,22039,22044,1
42,"Resist43",22035,22040,22045,1
43,"Resist44",22036,22041,22046,1
44,"Resist45",22037,22042,22047,1
45,"Resist46",24742,24683,24616,1
46,"Resist47",13544,13547,13550,1
47,"Resist48",13545,13548,13551,1
48,"Resist49",13546,13549,13552,1
