"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,7263,[8057],"[1583,7005]",20,"","","","","",1
1,7264,[8057],"[1583,7005]",20,"","","","","",1
2,7265,[8057],"[1583,7005]",20,"","","","","",1
3,7266,[8057],"[1583,7005]",20,"","","","","",1
4,7268,[8058],[1583],20,"","","","","",1
5,7269,[8058],[1583],20,"","","","","",1
6,7270,[8058],[1583],20,"","","","","",1
7,7271,[8058],[1583],20,"","","","","",1
8,7278,[8061],[],20,"","","","","",1
9,7279,[8061],[],20,"","","","","",1
10,7280,[8061],[],20,"","","","","",1
11,7281,[8061],[],20,"","","","","",1
12,7283,[8062],[],20,"","","","","",1
13,7284,[8062],[],20,"","","","","",1
14,7285,[8062],[],20,"","","","","",1
15,7286,[8062],[],20,"","","","","",1
16,7288,[8063],[],20,"","","","","",1
17,7289,[8063],[],20,"","","","","",1
18,7290,[8063],[],20,"","","","","",1
19,7291,[8063],[],20,"","","","","",1
20,7293,[8064],[],20,"","","","","",1
21,7294,[8064],[],20,"","","","","",1
22,7295,[8064],[],20,"","","","","",1
23,7296,[8064],[],20,"","","","","",1
24,7298,[8065],[],20,"","","","","",""
25,9383,[18163],[7006],1,1,"","","","",""
26,9384,[18164],[7006],1,1,"","","","",""
27,9385,[18165],[7006],1,1,"","","","",""
28,9386,[18166],"[7006,7144]",1,1,"","","","",""
29,9387,[18167],[7006],2,1,"","","","",""
30,9388,[18168],[7006],2,1,"","","","",""
31,9389,[18169],[7006],2,1,"","","","",""
32,9390,[18170],"[7006,7145]",2,1,"","","","",""
33,9391,[18171],[7006],3,1,"","","","",""
34,9392,[18172],[7006],3,1,"","","","",""
35,9393,[18173],[7006],3,1,"","","","",""
36,9394,[18174],"[7006,7146]",3,1,"","","","",""
37,9395,[18175],[7006],0,1,"","","","",""
38,9396,[18176],[7006],0,1,"","","","",""
39,9397,[18177],[7006],0,1,"","","","",""
40,9398,[18178],"[7006,7147]",0,1,"","","","",""
41,9399,[18179],[7006],0,1,"","","","",""
42,9400,[18180],[7006],0,1,"","","","",""
43,9401,[18181],[7006],0,1,"","","","",""
