"rownum","StoredItem","IsInGame","IsEnabled"
0,9181,1,1
1,9182,1,1
2,9183,1,1
3,9184,1,1
4,9185,1,1
5,9186,1,1
6,9187,1,1
7,9188,1,1
8,9189,1,1
9,9190,1,1
10,9191,1,1
11,9192,1,1
12,9193,1,1
13,9194,1,1
14,9195,1,1
15,9196,1,1
16,9197,1,1
17,9198,1,1
18,9199,1,1
19,9200,1,1
20,9201,1,1
21,9202,1,1
22,9203,1,1
23,9204,1,1
24,9205,1,1
25,9206,1,1
26,9207,1,1
27,9208,1,1
28,9209,1,1
29,9210,1,1
30,9211,1,1
31,9212,1,1
32,9213,1,1
33,9214,1,1
34,9215,1,1
35,9216,1,1
36,9217,1,1
37,9218,1,1
38,9219,1,1
39,9220,1,1
40,9221,1,1
41,9222,1,1
42,9223,1,1
43,9224,1,1
44,9225,1,1
45,9226,1,1
46,9227,1,1
47,9228,1,1
48,9229,1,1
49,9230,1,1
50,9231,1,1
51,9232,1,1
52,9233,1,1
53,9234,1,1
54,9235,1,1
55,9236,1,1
56,9237,1,1
57,9238,1,1
58,9239,1,1
59,9240,1,1
60,9241,1,1
61,9242,1,1
62,9243,1,1
63,9244,1,1
64,9245,1,1
65,9246,1,1
66,9247,1,1
67,9248,1,1
68,9249,1,1
69,9250,1,1
70,9251,1,1
71,9252,1,1
72,9253,1,1
73,9254,1,1
74,9255,1,1
75,9256,1,1
76,9257,1,1
77,9258,1,1
78,9259,1,1
79,9260,1,1
80,9261,1,1
81,9262,1,1
82,9263,1,1
83,9264,1,1
84,9265,1,1
85,9266,1,1
86,9267,1,1
87,9268,1,1
88,9269,1,1
89,9270,1,1
90,9271,1,1
91,9272,1,1
92,9273,1,1
93,9274,1,1
94,9275,1,1
95,9276,1,1
96,9277,1,1
97,9278,1,1
98,9279,1,1
99,9280,1,1
100,9281,1,1
101,9282,1,1
102,9283,1,1
103,9284,1,1
104,9285,1,1
105,9286,1,1
106,9287,1,1
107,9288,1,1
108,9289,1,1
109,9290,1,1
110,9291,1,1
111,9292,1,1
112,9293,1,1
113,9294,1,1
114,9295,1,1
115,9296,1,1
116,9297,1,1
117,9298,1,1
118,9299,1,1
119,9300,1,1
120,9301,1,1
121,9302,1,1
122,9303,1,1
123,9304,1,1
124,9305,1,1
125,9306,1,1
126,9307,1,1
127,9308,1,1
128,9309,1,1
129,9310,1,1
130,9311,1,1
131,9312,1,1
132,9313,1,1
133,9314,1,1
134,9315,1,1
135,9317,1,1
136,9316,1,1
137,9318,"",1
138,9319,1,1
139,9320,1,1
140,9321,1,1
141,9322,1,1
142,9323,1,1
143,9324,1,1
144,9325,1,1
145,9326,1,1
146,9327,1,1
147,9328,1,1
148,9329,1,1
149,9330,1,1
150,9331,1,1
151,9332,1,1
152,9334,1,1
153,9335,1,1
154,9336,"",1
155,9337,1,1
156,9338,1,1
157,9339,1,1
158,9340,1,1
159,9341,1,1
160,9342,1,1
161,9343,1,1
162,9344,1,1
163,9345,1,1
164,9346,1,1
165,9347,1,1
166,9348,1,1
