"rownum","ModsKey","AtlasModTiers"
0,12833,2
1,12834,2
2,12835,3
3,12836,2
4,12837,3
5,12838,2
6,12839,3
7,12840,2
8,12841,3
9,12842,2
10,12843,2
11,12844,3
12,12845,2
13,12846,3
14,12847,2
15,12848,3
16,12849,2
17,12850,3
18,12851,2
19,12852,3
20,12853,2
21,12854,3
22,12855,2
23,12856,2
24,12857,2
25,12858,2
26,12859,3
27,12860,2
28,12861,3
29,12862,2
30,12863,3
31,12864,2
32,12865,3
33,12866,2
34,12867,3
35,12868,2
36,12869,3
37,12870,2
38,12871,3
39,12872,2
40,12873,2
41,12874,3
42,12875,2
43,12876,3
44,12877,2
45,12878,3
46,12879,2
47,12880,3
48,12881,2
49,12882,3
50,12883,2
51,12884,3
52,12885,2
53,12886,3
54,12887,2
55,12888,3
56,12889,2
57,12890,3
58,12891,2
59,12892,3
60,12893,2
61,12894,3
62,12895,2
63,12896,3
64,12897,2
65,12898,3
66,12899,2
67,12900,3
68,12901,2
69,12902,3
70,12903,2
71,12904,3
72,12905,2
73,12906,3
74,12907,2
75,12908,3
76,12909,2
77,12910,3
78,12911,2
79,12912,3
80,12913,2
81,12914,3
82,12915,2
83,12916,3
84,12917,2
85,12918,3
86,12919,2
87,12920,3
88,12921,2
89,12922,3
90,12923,2
91,12924,3
92,12927,2
93,12928,3
94,12929,2
95,12930,3
96,12931,2
97,12932,3
98,12933,2
99,12934,2
100,12935,2
101,12936,3
102,12937,3
103,12938,3
104,12939,2
105,12940,3
106,12941,2
107,12942,3
108,20346,2
109,20347,3
110,20357,2
111,20358,3
112,20361,2
113,20362,3
114,20363,2
115,20364,3
116,20365,2
117,20366,2
118,20367,2
119,20368,3
120,20369,2
121,20370,3
122,20371,2
123,20413,2
124,20414,3
125,20417,2
126,20418,3
127,20654,2
128,20655,3
129,20808,2
130,20809,3
131,21886,2
132,21887,3
133,22631,2
134,22632,3
135,22627,2
136,22628,3
137,24188,2
138,24189,3
139,24190,2
140,24191,3
