"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey","row"
0,"Monster1",617,1,80,2748,28
1,"Monster2",617,1,20,2787,28
2,"Monster3",618,1,8,2790,28
3,"Monster4",618,1,40,2787,28
4,"Monster5",618,1,40,2748,28
5,"Monster6",618,1,8,2754,28
6,"Monster7",618,1,4,2813,28
7,"Monster8",619,1,20,2790,28
8,"Monster9",619,1,20,2754,28
9,"Monster10",619,1,30,2748,28
10,"Monster11",619,1,30,2787,28
11,"Monster12",620,1,60,447,28
12,"Monster13",616,1,50,2754,28
13,"Monster14",616,1,50,2790,28
14,"Monster15",621,1,85,429,28
15,"Monster16",621,1,15,439,28
16,"Monster17",622,1,100,429,28
17,"Monster18",623,1,25,6240,28
18,"Monster19",623,1,25,6237,28
19,"Monster20",623,1,25,6238,28
20,"Monster21",623,1,25,6239,28
21,"Monster22",624,1,50,2787,28
22,"Monster23",624,1,50,2748,28
23,"Monster24",625,1,45,2787,28
24,"Monster25",625,1,45,2748,28
25,"Monster26",625,1,10,2813,28
26,"Monster27",627,1,100,551,28
27,"Monster28",628,1,50,676,28
28,"Monster29",628,1,50,560,28
29,"Monster30",629,1,50,676,28
30,"Monster31",629,1,50,648,28
31,"Monster32",630,1,100,705,28
32,"Monster33",631,1,25,274,28
33,"Monster34",631,1,75,234,28
34,"Monster35",632,1,100,322,28
35,"Monster36",633,"",12,937,28
36,"Monster37",634,"",12,937,28
37,"Monster38",635,"",1,3550,28
38,"Monster39",635,"",1,3551,28
39,"Monster40",636,1,30,105,28
40,"Monster41",636,1,70,983,28
41,"Monster42",637,1,100,383,28
42,"Monster43",638,1,70,57,28
43,"Monster44",638,1,30,6,28
44,"Monster45",639,1,100,57,28
45,"Monster46",640,1,100,121,28
46,"Monster47",641,1,100,54,28
47,"Monster48",642,1,33,639,28
48,"Monster49",642,1,33,610,28
49,"Monster50",642,1,34,657,28
50,"Monster51",643,1,40,980,28
51,"Monster52",643,1,60,984,28
52,"Monster53",644,1,40,664,28
53,"Monster54",644,1,60,806,28
54,"Monster55",648,1,100,902,28
55,"Monster56",646,1,30,51,28
56,"Monster57",646,1,70,58,28
57,"Monster58",647,1,100,902,28
58,"Monster59",645,1,20,3,28
59,"Monster60",645,1,30,11,28
60,"Monster61",645,1,50,52,28
61,"Monster62",649,1,50,11,28
62,"Monster63",649,1,50,52,28
63,"Monster64",650,1,100,973,28
64,"Monster65",651,1,100,1374,28
65,"Monster66",652,1,30,288,28
66,"Monster67",652,1,35,824,28
67,"Monster68",652,1,35,820,28
68,"Monster69",653,1,100,59,28
69,"Monster70",654,1,33,1207,28
70,"Monster71",654,1,33,1210,28
71,"Monster72",654,1,34,1213,28
72,"Monster73",655,1,100,1371,28
73,"Monster74",656,"",2,1606,28
74,"Monster75",657,1,100,1350,28
75,"Monster76",660,1,100,1540,28
76,"Monster77",661,1,100,1540,28
77,"Monster78",662,1,100,1936,28
78,"Monster79",663,1,100,1936,28
79,"Monster80",664,1,100,1540,28
80,"Monster81",665,1,100,1597,28
81,"Monster82",666,1,100,1491,28
82,"Monster83",667,1,100,1353,28
83,"Monster84",668,1,100,1347,28
84,"Monster85",669,1,75,1438,28
85,"Monster86",669,1,25,1469,28
86,"Monster87",670,1,100,1673,28
87,"Monster88",671,"",3,1963,28
88,"Monster89",671,"",4,2036,28
89,"Monster90",672,1,20,2014,28
90,"Monster91",672,1,80,2018,28
91,"Monster92",673,1,100,1504,28
92,"Monster93",674,"",3,1337,28
93,"Monster94",675,"",1,1462,28
94,"Monster95",675,"",1,1481,28
95,"Monster96",675,"",5,1416,28
96,"Monster97",676,1,100,3935,28
97,"Monster98",677,1,100,3935,28
98,"Monster99",679,1,100,4015,28
99,"Monster100",680,1,100,4024,28
100,"Monster101",681,1,100,4024,28
101,"Monster102",682,1,100,4024,28
102,"Monster103",678,1,50,4148,28
103,"Monster104",678,"",1,4160,28
104,"Monster105",683,"",1,4155,28
105,"Monster106",684,"",1,4168,28
106,"Monster107",685,"",1,4168,28
107,"Monster108",685,"",2,4171,28
108,"Monster109",692,1,100,3874,28
109,"Monster110",693,1,100,1133,28
110,"Monster111",694,1,100,961,28
111,"Monster112",696,1,30,1231,28
112,"Monster113",696,1,30,1233,28
113,"Monster114",696,1,40,1235,28
114,"Monster115",697,1,100,3874,28
115,"Monster116",698,"",3,5801,28
116,"Monster117",698,"",2,5804,28
117,"Monster118",698,"",3,5806,28
118,"Monster119",703,1,25,727,28
119,"Monster120",703,1,25,729,28
120,"Monster121",703,1,25,733,28
121,"Monster122",703,1,25,735,28
122,"Monster125",704,1,100,1540,28
123,"Monster126",705,1,100,1892,28
124,"Monster128",718,"",1,1462,28
125,"Monster129",718,"",1,1481,28
126,"Monster130",718,"",3,1416,28
127,"Monster131",719,"",1,1462,28
128,"Monster132",719,"",1,1481,28
129,"Monster133",719,"",6,1415,28
130,"Monster134",720,"",3,1337,28
131,"Monster135",723,1,20,4,28
132,"Monster136",723,1,60,59,28
133,"Monster137",723,1,20,60,28
134,"Monster138",724,1,40,6,28
135,"Monster139",724,1,20,55,28
136,"Monster140",724,1,40,7,28
137,"Monster141",725,1,20,9,28
138,"Monster142",725,1,60,51,28
139,"Monster143",725,1,20,7,28
140,"Monster144",726,1,30,10,28
141,"Monster145",726,1,20,58,28
142,"Monster146",726,1,50,50,28
143,"Monster147",727,1,30,4,28
144,"Monster148",727,1,30,52,28
145,"Monster149",727,1,40,43,28
146,"Monster150",728,1,50,85,28
147,"Monster151",728,1,50,89,28
148,"Monster152",729,1,50,85,28
149,"Monster153",729,1,50,80,28
150,"Monster154",730,1,50,89,28
151,"Monster155",730,1,50,80,28
152,"Monster156",919,1,40,50,28
153,"Monster157",919,1,30,10,28
154,"Monster158",919,1,30,9,28
155,"Monster159",920,1,40,52,28
156,"Monster160",920,1,40,6,28
157,"Monster161",920,1,20,60,28
158,"Monster162",731,1,70,105,28
159,"Monster163",731,1,30,141,28
160,"Monster164",732,1,100,121,28
161,"Monster165",733,1,30,122,28
162,"Monster166",733,1,70,983,28
163,"Monster167",734,1,30,123,28
164,"Monster168",734,1,70,984,28
165,"Monster169",735,1,30,124,28
166,"Monster170",735,1,70,349,28
167,"Monster171",736,1,80,107,28
168,"Monster172",736,1,20,108,28
169,"Monster173",737,1,100,140,28
170,"Monster174",738,1,100,125,28
171,"Monster175",739,1,70,283,28
172,"Monster176",739,1,30,287,28
173,"Monster177",740,1,60,174,28
174,"Monster178",740,1,40,181,28
175,"Monster179",741,1,80,159,28
176,"Monster180",741,1,20,167,28
177,"Monster181",742,1,100,184,28
178,"Monster182",743,1,50,159,28
179,"Monster183",743,1,50,198,28
180,"Monster184",744,1,100,220,28
181,"Monster185",745,1,100,237,28
182,"Monster186",746,1,50,262,28
183,"Monster187",746,1,50,274,28
184,"Monster188",747,1,100,220,28
185,"Monster189",748,1,100,237,28
186,"Monster190",749,1,70,235,28
187,"Monster191",749,1,30,277,28
188,"Monster192",750,1,80,279,28
189,"Monster193",750,1,20,280,28
190,"Monster194",751,1,100,326,28
191,"Monster195",752,1,100,322,28
192,"Monster196",753,1,100,330,28
193,"Monster197",754,1,80,335,28
194,"Monster198",754,1,20,337,28
195,"Monster199",755,1,100,322,28
196,"Monster200",756,1,10,352,28
197,"Monster201",756,1,90,353,28
198,"Monster202",757,1,100,354,28
199,"Monster203",758,1,100,376,28
200,"Monster204",759,1,100,349,28
201,"Monster205",760,1,100,352,28
202,"Monster206",761,1,80,360,28
203,"Monster207",761,1,20,361,28
204,"Monster208",762,1,100,382,28
205,"Monster209",763,1,80,391,28
206,"Monster210",763,1,20,393,28
207,"Monster211",764,1,100,383,28
208,"Monster212",765,1,100,386,28
209,"Monster213",766,1,100,784,28
210,"Monster214",767,1,100,664,28
211,"Monster215",768,1,50,676,28
212,"Monster216",768,1,50,681,28
213,"Monster217",769,1,100,804,28
214,"Monster218",770,1,100,1255,28
215,"Monster219",771,1,100,447,28
216,"Monster220",772,1,70,773,28
217,"Monster221",772,1,30,617,28
218,"Monster222",773,1,50,429,28
219,"Monster223",773,1,50,439,28
220,"Monster224",774,1,100,429,28
221,"Monster225",775,1,50,429,28
222,"Monster226",775,1,50,439,28
223,"Monster227",776,1,100,447,28
224,"Monster228",777,1,100,447,28
225,"Monster229",778,1,100,440,28
226,"Monster230",779,1,100,447,28
227,"Monster231",780,1,50,461,28
228,"Monster232",780,1,50,462,28
229,"Monster233",781,1,100,471,28
230,"Monster234",782,1,100,480,28
231,"Monster235",783,1,100,484,28
232,"Monster236",784,1,50,2787,28
233,"Monster237",784,1,50,2748,28
234,"Monster238",785,1,30,2787,28
235,"Monster239",785,1,70,2748,28
236,"Monster240",786,1,50,2790,28
237,"Monster241",786,1,50,2754,28
238,"Monster242",787,1,25,2790,28
239,"Monster243",787,1,25,2787,28
240,"Monster244",787,1,25,2754,28
241,"Monster245",787,1,25,2748,28
242,"Monster246",788,1,100,507,28
243,"Monster247",789,1,100,495,28
244,"Monster248",790,1,100,915,28
245,"Monster249",791,1,100,915,28
246,"Monster250",792,1,100,502,28
247,"Monster251",793,1,100,503,28
248,"Monster252",794,1,100,512,28
249,"Monster253",795,1,100,513,28
250,"Monster254",796,1,100,517,28
251,"Monster255",797,1,100,514,28
252,"Monster256",798,1,100,515,28
253,"Monster257",799,1,100,4380,28
254,"Monster258",800,1,30,537,28
255,"Monster259",800,1,70,667,28
256,"Monster260",801,1,30,551,28
257,"Monster261",801,1,70,784,28
258,"Monster262",802,1,30,556,28
259,"Monster263",802,1,35,681,28
260,"Monster264",802,1,35,670,28
261,"Monster265",803,1,30,560,28
262,"Monster266",803,1,70,804,28
263,"Monster267",804,1,30,567,28
264,"Monster268",804,1,70,670,28
265,"Monster269",805,1,100,773,28
266,"Monster270",806,1,100,557,28
267,"Monster271",807,1,30,582,28
268,"Monster272",807,1,35,667,28
269,"Monster273",807,1,35,676,28
270,"Monster274",807,"",1,5897,28
271,"Monster275",808,1,50,602,28
272,"Monster276",808,1,25,614,28
273,"Monster277",808,1,25,617,28
274,"Monster278",809,1,70,630,28
275,"Monster279",809,1,30,641,28
276,"Monster280",810,1,40,648,28
277,"Monster281",810,1,30,662,28
278,"Monster282",810,1,30,664,28
279,"Monster283",811,1,20,871,28
280,"Monster284",811,1,20,873,28
281,"Monster285",811,1,20,875,28
282,"Monster286",811,1,20,877,28
283,"Monster287",811,1,20,869,28
284,"Monster288",812,1,100,696,28
285,"Monster289",813,1,50,696,28
286,"Monster290",813,1,50,691,28
287,"Monster291",813,"",1,6016,28
288,"Monster292",814,1,100,5430,28
289,"Monster293",815,1,50,695,28
290,"Monster294",815,1,50,683,28
291,"Monster295",816,1,20,2090,28
292,"Monster296",816,1,40,695,28
293,"Monster297",816,1,40,683,28
294,"Monster298",817,"",1,3997,28
295,"Monster299",817,1,100,693,28
296,"Monster300",818,1,30,3912,28
297,"Monster301",818,1,30,3925,28
298,"Monster302",818,1,40,3939,28
299,"Monster303",819,1,30,3923,28
300,"Monster304",819,1,40,3937,28
301,"Monster305",819,1,30,3910,28
302,"Monster306",820,1,40,3914,28
303,"Monster307",820,1,40,3927,28
304,"Monster308",820,1,20,3929,28
305,"Monster309",821,1,40,3933,28
306,"Monster310",821,1,40,3941,28
307,"Monster311",821,1,20,3943,28
308,"Monster312",822,1,100,2199,28
309,"Monster313",823,1,100,902,28
310,"Monster314",824,1,100,910,28
311,"Monster315",825,1,100,892,28
312,"Monster316",826,1,100,909,28
313,"Monster317",827,1,80,906,28
314,"Monster318",827,1,20,907,28
315,"Monster319",828,1,100,892,28
316,"Monster320",839,1,100,895,28
317,"Monster321",840,1,100,288,28
318,"Monster322",841,1,40,288,28
319,"Monster323",841,1,60,824,28
320,"Monster324",842,1,30,828,28
321,"Monster325",842,1,40,820,28
322,"Monster326",842,1,30,824,28
323,"Monster327",843,1,60,837,28
324,"Monster328",843,1,40,839,28
325,"Monster329",844,1,60,841,28
326,"Monster330",844,1,40,843,28
327,"Monster331",845,1,60,845,28
328,"Monster332",845,1,40,847,28
329,"Monster333",846,1,100,850,28
330,"Monster334",847,1,100,852,28
331,"Monster335",848,1,100,853,28
332,"Monster336",849,1,100,848,28
333,"Monster337",829,1,50,942,28
334,"Monster338",829,1,50,943,28
335,"Monster339",830,1,100,973,28
336,"Monster340",831,1,100,977,28
337,"Monster341",832,1,100,983,28
338,"Monster342",833,1,100,984,28
339,"Monster343",834,1,100,966,28
340,"Monster344",835,1,100,962,28
341,"Monster345",837,1,80,5533,28
342,"Monster346",837,1,20,4334,28
343,"Monster347",838,1,40,968,28
344,"Monster348",838,1,30,969,28
345,"Monster349",838,1,30,970,28
346,"Monster350",836,1,30,1001,28
347,"Monster351",836,1,70,1002,28
348,"Monster352",850,1,40,1077,28
349,"Monster353",850,1,40,1081,28
350,"Monster354",850,1,20,1082,28
351,"Monster355",851,1,40,1086,28
352,"Monster356",851,1,20,1089,28
353,"Monster357",851,1,40,1088,28
354,"Monster358",852,1,50,1093,28
355,"Monster359",852,1,50,1095,28
356,"Monster360",853,1,50,1098,28
357,"Monster361",853,1,50,1100,28
358,"Monster362",854,1,70,1106,28
359,"Monster363",854,1,30,1103,28
360,"Monster364",855,1,50,1115,28
361,"Monster365",855,1,50,1117,28
362,"Monster366",856,1,33,1141,28
363,"Monster367",856,1,33,1143,28
364,"Monster368",856,1,34,1145,28
365,"Monster369",857,1,33,1172,28
366,"Monster370",857,1,33,1174,28
367,"Monster371",857,1,34,1176,28
368,"Monster372",858,1,16,1207,28
369,"Monster373",858,1,16,1210,28
370,"Monster374",858,1,20,1213,28
371,"Monster375",858,1,16,1228,28
372,"Monster376",858,1,16,1229,28
373,"Monster377",858,1,16,1230,28
374,"Monster378",859,1,33,1231,28
375,"Monster379",859,1,33,1233,28
376,"Monster380",859,1,34,1235,28
377,"Monster381",860,1,33,1246,28
378,"Monster382",860,1,33,1248,28
379,"Monster383",860,1,34,1250,28
380,"Monster384",861,1,33,1252,28
381,"Monster385",861,1,33,1253,28
382,"Monster386",861,1,34,1254,28
383,"Monster387",862,1,100,1255,28
384,"Monster388",863,1,33,1166,28
385,"Monster389",863,1,33,1168,28
386,"Monster390",863,1,34,1170,28
387,"Monster391",864,1,80,5344,28
388,"Monster392",864,1,20,5338,28
389,"Monster393",865,1,25,5401,28
390,"Monster394",865,1,25,5408,28
391,"Monster395",865,1,25,5376,28
392,"Monster396",865,1,25,5386,28
393,"Monster397",866,1,25,5406,28
394,"Monster398",866,1,25,5410,28
395,"Monster399",866,1,25,5384,28
396,"Monster400",866,1,25,5388,28
397,"Monster401",867,1,40,4,28
398,"Monster402",867,1,40,6,28
399,"Monster403",867,1,20,9,28
400,"Monster404",868,1,50,537,28
401,"Monster405",868,1,50,567,28
402,"Monster406",869,1,100,911,28
403,"Monster407",870,1,50,551,28
404,"Monster408",870,1,50,641,28
405,"Monster409",871,1,40,664,28
406,"Monster410",871,1,60,560,28
407,"Monster411",872,1,100,556,28
