"rownum","BaseItemType","Scaling","Name"
0,8605,0.85,"Bazira"
1,8606,0.85,"Tsvet Matvei"
2,8607,0.85,"Bazira"
3,8608,0.85,"Count Geonor"
4,8609,0.85,"The Crimson Scribe"
5,8610,0.85,"The Midnight Tinkerer"
6,8611,0.85,"Aline Koltz"
7,8612,0.85,"Tsvet Matvei"
8,8613,0.85,"Administrator Qotra"
9,8614,0.85,"Count Geonor"
10,8615,0.85,"Nishem"
11,8616,0.85,"Aline Koltz"
12,8617,0.85,"Count Geonor"
13,8618,0.85,"Marcine Clavus"
14,8619,0.85,"Marcine Clavus"
15,8620,0.85,"Marcine Clavus"
16,8621,0.85,"Marcine Clavus"
17,8622,0.85,"Marcine Clavus"
18,8623,1.2,"Selwyn Eddard"
19,8624,1.2,"Kondor Larcius"
20,8625,1.2,"Grond Ironeye"
21,8626,1.2,"Bazira"
22,8627,1.2,"Bazira"
23,8628,1.2,"Kondor Larcius"
24,8629,1.2,"The Crimson Scribe"
25,8630,1.2,"Administrator Qotra"
26,8631,1.2,"Administrator Qotra"
27,8632,1.2,"The Crimson Scribe"
28,8633,1.2,"Remus Hestor"
29,8634,1.2,"Nishem"
30,8635,1.2,"The Crimson Scribe"
31,8636,1.2,"Anton Laffrey"
32,8637,1.5,"Tsvet Matvei"
33,8638,1.5,"Kondor Larcius"
34,8639,1.5,"The Midnight Tinkerer"
35,8640,1.5,"Bazira"
36,8641,1.5,"Kondor Larcius"
37,8642,1.5,"The Crimson Scribe"
38,8643,3,"Administrator Qotra"
39,8644,3,"Cardinal Uthelius"
40,8645,3,"Castor Pollinius III"
41,8646,0.3,""
42,8647,0.3,""
43,8648,0.3,""
44,8649,0.3,""
45,8650,0.3,""
46,8651,0.3,""
47,8652,0,"Karst"
48,8653,0,"Karst"
49,8654,0,"Karst"
50,8655,0,"Tibbs"
51,8656,0,"Tibbs"
52,8657,0,"Huck"
53,8658,0,"Huck"
54,8659,0,"Vinderi"
55,8660,0,"Vinderi"
56,8661,0,"Gianna"
57,8662,0,"Gianna"
58,8663,0,"Tullina"
59,8664,0,"Tullina"
60,8665,0,"Niles"
61,8666,0,"Niles"
62,8667,0,"Nenet"
63,8668,0,"Nenet"
64,8669,0,"Isla"
65,8670,0,"Isla"
66,8671,0,"Isla"
67,8672,0,"Adiyah"
68,8673,0,"Adiyah"
69,8674,0,"Adiyah"
70,8675,0,"Whakano"
71,8676,0,"Whakano"
72,8677,0,"Whakano"
73,8678,0,"Faustus"
74,8680,0,"Faustus"
75,8681,0,"Faustus"
76,8682,0,"Kurai"
77,8683,0,"Kurai"
78,8684,0,"Kurai"
79,8685,0,"Kurai"
