"rownum","Id","Name","Description","ModsKey","ArtFile","BetrayalUpgradeSlotsKey","[i32]","ItemVisualIdentityKey0","ItemVisualIdentityKey1","GrantedEffectsKey","i32","ItemClassesKey"
0,"NoItem","None","",[],"",5,[],"","","",0,""
1,"Boots1","Korim's Journey","Increased Movement Speed",[17443],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/KorimsJourney",1,[],"","","",1,""
2,"Boots2","Azal's Alacrium","Attack Speed",[17444],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AzalsAlacrium",1,[],"","","",1,""
3,"Boots3","Harimal's Invasion","Onslaught on Hit",[17445],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsInvasion",1,[],"","","",1,""
4,"Boots4","Urdamel's Age","Increased Life",[17446],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/UrdamelsAge",1,[],"","","",1,""
5,"Boots5","Tau Poh's Toes","Cast Speed",[17447],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsToes",1,[],"","","",1,""
6,"Boots6","Lorag's Firestarter","Physical Damage added as Fire. All Damage Ignites",[17448],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/LoragsFirestarter",1,[],"","","",1,""
7,"Boots7","Tekiton's Heel","Stun Chance",[17449],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsHeel",1,[],"","","",1,""
8,"Boots8","Elgan's Crossing","Cannot be Slowed below Base Speed",[17450],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ElgansCrossing",1,[],"","","",1,""
9,"Boots9","Bu's Green Path","Poison on Hit",[17451],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusGreenPath",1,[],"","","",1,""
10,"Boots10","Cantar's Tangle","Explodes Corpses into Vines",[17452],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsTangle",1,[],"","","",1,""
11,"HelmetAttachment1","Raust's Blessings","Extra Energy Shield",[17453],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RaustsBlessings",0,[],"","","",1,""
12,"HelmetAttachment2","Gogori's Army","Bleed on Hit",[17454],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisArmy",0,[],"","","",1,""
13,"HelmetAttachment3","Urdamel's Madness","Creates Unholy Sentinels",[17455],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/UrdamelsMadness",0,[],"","","",1,""
14,"HelmetAttachment4","Silas' Spires","Increased Area of Effect",[17456],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SilasSpires",0,[],"","","",1,""
15,"HelmetAttachment5","Lorag's Dream","Hexproof",[17457],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/LoragsDream",0,[],"","","",1,""
16,"HelmetAttachment6","Azal's Eye","Physical Damage added as Cold. All Damage Chills",[17458],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AzalsEye",0,[],"","","",1,""
17,"HelmetAttachment7","Moknuma's Watch","Critical Strike and Accuracy",[17459],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasWatch",0,[],"","","",1,""
18,"HelmetAttachment8","Bu's Delight","Consumes corpses for Life",[17460],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusDelight",0,[],"","","",1,""
19,"HelmetAttachment9","Harimal's Wall","Grants Summon Petrify Statue",[17461],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsWall",0,[],"","","",1,""
20,"HelmetAttachment10","Sen-Kin's Descent","Cannot be Leeched From",[17462],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SenKinsDescent",0,[],"","","",1,""
21,"BackAttachment1","Akanilim's Hide","Fire Resistance",[17463],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AkanilimsHide",3,[],"","","",1,""
22,"BackAttachment2","Shiaphet's Pall","Lightning Resistance",[17464],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/ShiaphetsPall",3,[],"","","",1,""
23,"BackAttachment3","Xunti's Parasol","Cold Resistance",[17465],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/XuntisParasol",3,[],"","","",1,""
24,"BackAttachment4","Tekiton's Spine","Physical Reduction",[17466],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TekitonsSpine",3,[],"","","",1,""
25,"BackAttachment5","Gogori's Plague","Chaos Resistance",[17467],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisPlague",3,[],"","","",1,""
26,"BackAttachment6","Harimal's Campaign","Multiple Projectiles",[17468],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/HarimalsCampaign",3,[],"","","",1,""
27,"BackAttachment7","Tau Poh's Banner","Ailment Avoidance",[17469],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/TauPohsBanner",3,[],"","","",1,""
28,"BackAttachment8","Bu's Bottle","Creates Unholy Relics",[17470],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/BusBottle",3,[],"","","",1,""
29,"BackAttachment9","Rithkin's Dance","Physical Damage added as Lightning. All Damage Shocks",[17471],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RithkinsDance",3,[],"","","",1,""
30,"BackAttachment10","Cantar's Coffin","Explodes corpses into Acid",[17472],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/CantarsCoffine",3,[],"","","",1,""
31,"TwoHandAxe1","Silas' Flattener","Increased Area of Effect",[17456],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SilasFlattener",4,[],11060,"","",1,16
32,"TwoHandMace1","Moknuma's Storm","Maim on Hit",[17473],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/MoknumasStorm",4,[],11061,"","",1,17
33,"Bow1","Gogori's Stinger","Far Shot",[17474],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/GogorisStinger",4,[],"",11062,"",1,13
34,"Bow2","Xunti's Zither","Point Blank",[17475],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/XuntisZither",4,[],"",11063,"",1,13
35,"Bow3","Rithkin's Burden","Gain Frenzy Charge on Hit",[17476],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/RithkinsBurden",4,[],"",11064,"",1,13
36,"OneHandSword1","Sen-Kin's Haunt","Critical Strike Chance and Multiplier",[17477],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/SenkinsHaunt",4,[],11065,"","",1,9
37,"OneHandSword2","Akanilim's Pattern","Attack Speed",[17444],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/AkanilimsPattern",4,[],11066,"","",1,9
38,"OneHandSword3","Korim's Decapitator","Attack Damage",[17478],"Art/2DArt/UIImages/InGame/Betrayal/ItemAttachments/KorimsDecapitator",4,[],11067,"","",1,9
