"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","[rid]","rid"
0,"Metadata/Pet/Kiwi/Basic",3783,37988,-398558118,8,"","",[1],27
1,"Metadata/Pet/Kiwi/Bronze",3784,44438,774276016,8,"","",[1],27
2,"Metadata/Pet/Kiwi/Silver",3785,42132,-80846918,8,"","",[1],27
3,"Metadata/Pet/Kiwi/Gold",3786,60474,1808500721,8,"","",[1],27
4,"Metadata/Pet/Kiwi/Diamond",3787,18975,235029533,9,"","",[1],27
5,"Metadata/Pet/Basilisk/Green",3760,61895,-1091154127,8,"","",[1],86
6,"Metadata/Pet/Basilisk/Infernal",3761,36008,237863557,8,"","",[1],75
7,"Metadata/Pet/Basilisk/Spectral",3762,17172,1286475706,8,"","",[1],86
8,"Metadata/Pet/Frog/Blue",3763,37577,1910039313,8,"","",[1],86
9,"Metadata/Pet/Frog/BlueCrown",3764,48394,1576132859,8,"","",[1],86
10,"Metadata/Pet/Frog/Green",3765,58853,1150919036,8,"","",[1],86
11,"Metadata/Pet/Frog/GreenCrown",3766,38190,-1138087676,8,"","",[1],86
12,"Metadata/Pet/Frog/Red",3767,47577,-1986187196,8,"","",[1],86
13,"Metadata/Pet/Frog/RedCrown",3768,46175,1589963419,8,"","",[1],86
14,"Metadata/Pet/Frog/Mysterious",3769,45262,-943687922,8,"","",[1],86
15,"Metadata/Pet/Scorpion/Black",3770,37381,-296518570,8,"","",[1],60
16,"Metadata/Pet/Scorpion/Chrome",3771,20859,386156159,8,"","",[1],86
17,"Metadata/Pet/Scorpion/Purple",3772,13085,1481075546,8,"","",[1],86
18,"Metadata/Pet/Scorpion/Red",3773,29389,-2141064532,8,"","",[1],86
19,"Metadata/Pet/Scorpion/White",3774,41999,784698058,8,"","",[1],86
20,"Metadata/Pet/Scorpion/Yellow",3775,20903,465717861,8,"","",[1],86
21,"Metadata/Pet/Weta/Basic",3779,33343,1722344599,8,"","",[1],86
22,"Metadata/Pet/Weta/Colossal",3780,12979,1519151167,8,"","",[1],86
23,"Metadata/Pet/Weta/Giant",3781,29172,1896349948,8,"","",[1],86
24,"Metadata/Pet/Scorpion/fire_upgrade",3776,30851,493774317,8,"","",[1],75
25,"Metadata/Pet/Scorpion/acid_upgrade",3777,37150,501714169,8,"","",[1],1
26,"Metadata/Pet/Scorpion/Light_upgrade",3778,5815,-902046580,8,"","",[1],82
27,"Metadata/Pet/Weta/Blood",3782,58150,-1362539025,8,"","",[1],63
28,"Metadata/Pet/Kiwi/Albino",3788,27785,495546624,8,"","",[1],27
29,"Metadata/Pet/BabyRhoa/babyrhoa",3789,26930,-1705315480,8,"","",[1],89
30,"Metadata/Pet/BabyRhoa/babyrhoa_attach1",3790,17929,55199043,8,"","",[1],89
31,"Metadata/Pet/BabyRhoa/babyrhoa_attach2",3791,25177,-1157441189,8,"","",[1],89
32,"Metadata/Pet/BabyRhoa/babyrhoa_attach3",3792,14091,-1647793469,8,"","",[1],89
33,"Metadata/Pet/BabyRhoaFlying/babyrhoaflying",3793,27061,-1667107564,9,"","",[1],89
34,"Metadata/Pet/Ferret/Ferret",3794,23993,-1027825915,8,"","",[1],86
35,"Metadata/Pet/Cat/Black",3795,45791,424651664,8,"","",[1],60
36,"Metadata/Pet/DemonHand/Basic",3796,44454,-915315497,8,"","",[1],38
37,"Metadata/Pet/Fox/infernal_fox/Infernal",3797,28741,-177240790,9,"","",[1],75
38,"Metadata/Pet/Bat/Vampire_Bat/Lightning",3798,63077,1760403080,8,"","",[1],82
39,"Metadata/Pet/Garena/Garena",3799,21065,1776958371,8,"","",[1],86
40,"Metadata/Pet/BellLizard/BellLizard",3800,38215,-1052814216,8,"","",[1],86
41,"Metadata/Pet/Lion/Demon/DemonLion",3801,61331,2043582045,11,"","",[1],86
42,"Metadata/Pet/Lion/Gem/GemLion",3802,51436,92786027,11,"","",[1],86
43,"Metadata/Pet/Cobra/Cobra",3803,37676,2142825620,8,"","",[1],86
44,"Metadata/Pet/Cockroach/Cockroach",3804,61480,-184875821,8,"","",[1],86
45,"Metadata/Pet/FormosanBear/FormosanBear",3805,51230,-33606175,10,"","",[1],86
46,"Metadata/Pet/SpiderLizard/SpiderLizard",3806,179,1059602331,8,"","",[1],86
47,"Metadata/Pet/BlueLandCrab/BlueLandCrab",3807,32372,2015692369,8,"","",[1],86
48,"Metadata/Pet/CaneToad/CaneToad1/CaneToad1",3808,37890,1447674443,8,"","",[1],86
49,"Metadata/Pet/CaneToad/CaneToad2/CaneToad2",3809,236,-1925083731,8,"","",[1],86
50,"Metadata/Pet/CaneToad/CaneToad3/CaneToad3",3810,32726,107313587,8,"","",[1],86
51,"Metadata/Pet/CaneToad/CaneToad4/CaneToad4",3811,38988,-170234474,8,"","",[1],86
52,"Metadata/Pet/CaneToad/CaneToad5/CaneToad5",3812,35988,561753583,8,"","",[1],86
53,"Metadata/Pet/CaneToad/CaneToad6/CaneToad6",3813,52732,1611509233,8,"","",[1],86
54,"Metadata/Pet/Spider/spider",3814,55525,-1498775985,8,"","",[1],86
55,"Metadata/Pet/FormosanDeer/FormosanDeer",3815,24612,-519143126,10,"","",[1],86
56,"Metadata/Pet/FlySwarm/FlySwarm",3816,21094,323895592,10,"","",[1],86
57,"Metadata/Pet/DropBear/DropBear",3819,53741,-1624813878,9,"","",[1],86
58,"Metadata/Pet/BloodWorm/BloodWorm",3820,22385,250173848,8,"","",[1],63
59,"Metadata/Pet/Rat_Black/Rat_Black",3821,12421,1561226635,8,"","",[1],94
60,"Metadata/Pet/RollingHead/RollingHead",3822,39587,525305324,8,"","",[1],86
61,"Metadata/Pet/FlySwarm/FlySwarmGreen",3817,54607,-1460765279,9,"","",[1],58
62,"Metadata/Pet/FlySwarm/FlySwarmOrange",3818,45808,65843484,9,"","",[1],86
63,"Metadata/Pet/BabyBlackDeath/BabyBlackDeath",3823,61684,736025386,10,"","",[1],86
64,"Metadata/Pet/Chicken/Chicken",3824,56633,-52944415,8,"","",[1],86
65,"Metadata/Pet/WildTurkey/WildTurkey",3825,35129,-894811245,9,"","",[1],86
66,"Metadata/Pet/Hedgehog/Hedgehog",3826,33648,-9012218,8,"","",[1],86
67,"Metadata/Pet/Lemur/Lemur",3827,35010,-128290664,8,"","",[1],86
68,"Metadata/Pet/PeacockMale/PeacockMale",3828,9926,466304269,10,"","",[1],86
69,"Metadata/Pet/PeacockFemale/PeacockFemale",3829,33779,-1989866858,9,"","",[1],86
70,"Metadata/Pet/Pukeko/Pukeko",3830,42772,-910397784,8,"","",[1],86
71,"Metadata/Pet/RockElemental/RockElemental",3831,4109,264118195,8,"","",[1],86
72,"Metadata/Pet/DesertTortoise/DesertTortoise",3832,30319,1227767617,8,"","",[1],86
73,"Metadata/Pet/Koala/KoalaBear",3833,1954,-1443058082,9,"","",[1],86
74,"Metadata/Pet/Basilisk/LargeInfernal",3834,41489,1345778215,10,"","",[1],75
75,"Metadata/Pet/BabyElephant/BabyElephant",3835,59563,-587385770,10,"","",[1],86
76,"Metadata/Pet/Wallaby/Wallaby",3836,49218,1542167465,9,"","",[1],86
77,"Metadata/Pet/Merveil/Merveil",3837,13339,-1648186919,8,"","",[2],86
78,"Metadata/Pet/Lynx/FrostLynx/FrostLynx",3838,11282,-2006539148,9,"","",[1],8
79,"Metadata/Pet/Centipede/Centipede",3839,44298,571772702,8,"","",[1],86
80,"Metadata/Pet/Parasite/Parasite",3840,33592,-1166395070,8,"","",[1],86
81,"Metadata/Pet/Wolf/Wolf",3841,4978,1417889777,10,"","",[1],86
82,"Metadata/Pet/GargoyleStone/GargoyleStone",3842,12813,-59322757,8,"","",[1],9
83,"Metadata/Pet/GargoyleBronze/GargoyleBronze",3843,23066,1034053560,9,"","",[1],9
84,"Metadata/Pet/GargoyleGold/GargoyleGold",3844,55450,644677366,11,"","",[1],9
85,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthine",3845,62877,-1416602099,12,1,"",[1],9
86,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremium",3846,18325,-1646011786,12,"",1,[1],9
87,"Metadata/Pet/GargoyleAmaranthine/GargoyleAmaranthinePremiumExpired",3847,16648,144263569,12,1,"",[1],9
88,"Metadata/Pet/BladeSentry/BladeSentry",3848,57610,-1987090299,9,"","",[1],9
89,"Metadata/Pet/WhiteTiger/WhiteTiger",3849,9254,-74981471,11,"","",[1],86
90,"Metadata/Pet/Parrot/BrazilianParrot",3850,11327,1611287605,8,"","",[1],62
91,"Metadata/Pet/MonkeyNavali/MonkeyNavaliPet",3851,38441,-1622668959,8,"","",[1],23
92,"Metadata/Pet/Rabbit/Rabbit",3853,18298,1273957525,8,"","",[1],86
93,"Metadata/Pet/Beetle/Beetle",3852,62953,740153844,8,"","",[1],86
94,"Metadata/Pet/HeiTiki/Spawner",3854,1422,2132179608,8,"","",[1],78
95,"Metadata/Pet/GraspingHands/Spawner",3855,18807,505370472,8,"","",[1],86
96,"Metadata/Pet/GamepediaBook/GamepediaBook",3856,46209,-1774378308,8,"","",[1],86
97,"Metadata/Pet/Frog/PurpleCrown",3857,2373,-487986260,8,"","",[1],97
98,"Metadata/Pet/FlySwarm/FlySwarmLightning",3858,37899,-2133781286,8,"","",[1],82
99,"Metadata/Pet/Tiger/Tiger",3859,42732,1136125275,8,1,"",[1],86
100,"Metadata/Pet/Scorpion/acid_upgrade_purple",3860,29213,392127810,8,"","",[1],97
101,"Metadata/Pet/CaneToad/CaneToadGlass/CaneToadGlass",3861,43611,-648711410,8,1,"",[1],86
102,"Metadata/Pet/WhiteWolf/WhiteWolf",3862,27891,39284388,10,"","",[1],8
103,"Metadata/Pet/Cat/Orange",3863,39785,-944546598,8,"","",[1],86
104,"Metadata/Pet/Devourling/Spawner",3864,37136,2035542083,8,"","",[1],86
105,"Metadata/Pet/Taotie/Taotie",3865,53912,842260651,8,"","",[1],86
106,"Metadata/Pet/TaowuPet/Taowu",3866,44003,249537852,12,"","",[1],86
107,"Metadata/Pet/FlySwarm/FlySwarmLight",3867,41426,-1495464177,8,"","",[1],96
108,"Metadata/Pet/FlySwarm/FlySwarmDark",3868,15396,-917768849,8,"","",[1],113
109,"Metadata/Pet/HarbingerTiger/HarbingerTiger",3869,22446,1606158354,8,"","",[1],66
110,"Metadata/Pet/Crow/Crow",3870,15557,1089633335,8,"","",[1],113
111,"Metadata/Pet/Dove/Dove",3871,23068,-714240143,8,"","",[1],96
112,"Metadata/Pet/PolarBearCub/PolarBearCub",3872,959,769994330,8,1,"",[1],93
113,"Metadata/Pet/Frog/Fire",3873,36691,-1409932123,8,"","",[1],52
114,"Metadata/Pet/Frog/Ice",3874,51649,1374853171,8,"","",[1],73
115,"Metadata/Pet/Hundun/Hundun",3875,39330,-95984667,8,"","",[1],86
116,"Metadata/Pet/Cat/Julio",3876,16366,35405298,8,"","",[1],86
117,"Metadata/Pet/Qiongqi/Qiongqi",3877,31382,418931310,12,"","",[1],86
