"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,6460,[7739],"[1583,7005]",20,"","","","","",1
1,6461,[7739],"[1583,7005]",20,"","","","","",1
2,6462,[7739],"[1583,7005]",20,"","","","","",1
3,6463,[7739],"[1583,7005]",20,"","","","","",1
4,6465,[7740],[1583],20,"","","","","",1
5,6466,[7740],[1583],20,"","","","","",1
6,6467,[7740],[1583],20,"","","","","",1
7,6468,[7740],[1583],20,"","","","","",1
8,6475,[7743],[],20,"","","","","",1
9,6476,[7743],[],20,"","","","","",1
10,6477,[7743],[],20,"","","","","",1
11,6478,[7743],[],20,"","","","","",1
12,6480,[7744],[],20,"","","","","",1
13,6481,[7744],[],20,"","","","","",1
14,6482,[7744],[],20,"","","","","",1
15,6483,[7744],[],20,"","","","","",1
16,6485,[7745],[],20,"","","","","",1
17,6486,[7745],[],20,"","","","","",1
18,6487,[7745],[],20,"","","","","",1
19,6488,[7745],[],20,"","","","","",1
20,6490,[7746],[],20,"","","","","",1
21,6491,[7746],[],20,"","","","","",1
22,6492,[7746],[],20,"","","","","",1
23,6493,[7746],[],20,"","","","","",1
24,6495,[7747],[],20,"","","","","",""
25,8362,[17648],[7006],1,1,"","","","",""
26,8363,[17649],[7006],1,1,"","","","",""
27,8364,[17650],[7006],1,1,"","","","",""
28,8365,[17651],"[7006,7144]",1,1,"","","","",""
29,8366,[17652],[7006],2,1,"","","","",""
30,8367,[17653],[7006],2,1,"","","","",""
31,8368,[17654],[7006],2,1,"","","","",""
32,8369,[17655],"[7006,7145]",2,1,"","","","",""
33,8370,[17656],[7006],3,1,"","","","",""
34,8371,[17657],[7006],3,1,"","","","",""
35,8372,[17658],[7006],3,1,"","","","",""
36,8373,[17659],"[7006,7146]",3,1,"","","","",""
37,8374,[17660],[7006],0,1,"","","","",""
38,8375,[17661],[7006],0,1,"","","","",""
39,8376,[17662],[7006],0,1,"","","","",""
40,8377,[17663],"[7006,7147]",0,1,"","","","",""
41,8378,[17664],[7006],0,1,"","","","",""
42,8379,[17665],[7006],0,1,"","","","",""
43,8380,[17666],[7006],0,1,"","","","",""
44,8381,[17667],[7006],0,1,"","","","",""
45,8382,[17668],[7006],4,1,1,"","","",""
46,8383,[17669],[7006],4,1,1,"","","",""
47,8384,[17670],[7006],4,1,1,"","","",""
48,8385,[17671],"[7006,7148]",4,1,1,"","","",""
49,8386,[17672],[7006],5,1,"",1,"","",""
50,8387,[17673],[7006],5,1,"",1,"","",""
51,8388,[17674],[7006],5,1,"",1,"","",""
52,8389,[17675],"[7006,7149]",5,1,"",1,"","",""
53,8390,[17676],[7006],0,1,"","","","",""
54,8391,[17677],[7006],0,1,"","","","",""
55,8392,[17678],[7006],0,1,"","","","",""
56,8393,[17679],"[7006,7150]",0,1,"","","","",""
57,8394,[17680],[7006],6,1,"","","","",""
58,8395,[17681],[7006],6,1,"","","","",""
59,8396,[17682],[7006],6,1,"","","","",""
60,8397,[17683],"[7006,7151]",6,1,"","","","",""
61,8398,[17684],[7006],7,1,"","","","",""
62,8399,[17685],[7006],7,1,"","","","",""
63,8400,[17686],[7006],7,1,"","","","",""
64,8401,[17687],"[7006,7152]",7,1,"","","","",""
65,8402,[17688],[7006],8,1,"","","","",""
66,8403,[17689],[7006],8,1,"","","","",""
67,8404,[17690],[7006],8,1,"","","","",""
68,8405,[17691],"[7006,7153]",8,1,"","","","",""
69,8406,[17692],[7006],9,1,"","","","",""
70,8407,[17693],[7006],9,1,"","","","",""
71,8408,[17694],[7006],9,1,"","","","",""
72,8409,[17695],"[7006,7154]",9,1,"","","","",""
73,8410,[17696],[7006],10,1,"","","","",""
74,8411,[17697],[7006],10,1,"","","","",""
75,8412,[17698],[7006],10,1,"","","","",""
76,8413,[17699],"[7006,7155]",10,1,"","","","",""
