"rownum","Id","MonsterVarietiesKey","MonsterGroupNamesId"
0,"ProxyKey1",3608,1
1,"ProxyKey2",3609,2
2,"ProxyKey3",3610,3
3,"ProxyKey4",3611,4
4,"ProxyKey14",3612,5
5,"ProxyKey15",3401,6
6,"ProxyKey16",3402,6
7,"ProxyKey17",3403,6
8,"ProxyKey18",3404,6
9,"ProxyKey19",3405,6
10,"ProxyKey20",3406,6
11,"ProxyKey21",3407,6
12,"ProxyKey22",3408,6
13,"ProxyKey23",3409,6
14,"ProxyKey24",3410,6
15,"ProxyKey25",3411,6
16,"ProxyKey26",3412,7
17,"ProxyKey27",3413,7
18,"ProxyKey28",3414,7
19,"ProxyKey29",3415,7
20,"ProxyKey30",3418,7
21,"ProxyKey31",3419,7
22,"ProxyKey32",2968,8
23,"ProxyKey33",2969,8
24,"ProxyKey34",2970,8
25,"ProxyKey35",2971,8
26,"ProxyKey36",2972,8
27,"ProxyKey37",2649,9
28,"ProxyKey38",2653,9
29,"ProxyKey39",2686,9
30,"ProxyKey40",2688,9
31,"ProxyKey41",1763,10
32,"ProxyKey42",1765,10
33,"ProxyKey43",1766,10
34,"ProxyKey44",1678,10
35,"ProxyKey45",1679,10
36,"ProxyKey46",1680,11
37,"ProxyKey47",1764,11
38,"ProxyKey5",951,12
39,"ProxyKey6",952,12
40,"ProxyKey8",954,13
41,"ProxyKey9",955,13
42,"ProxyKey10",956,13
43,"ProxyKey7",2973,14
44,"ProxyKey11",2974,14
45,"ProxyKey12",2975,14
46,"ProxyKey13",2976,14
47,"ProxyKey48",2977,14
48,"ProxyKey49",4348,15
49,"ProxyKey50",4349,15
50,"ProxyKey51",4350,15
51,"ProxyKey52",4346,16
52,"ProxyKey53",4347,16
53,"ProxyKey54",4348,16
54,"ProxyKey55",4349,16
55,"ProxyKey56",4350,16
56,"ProxyKey57",3614,17
57,"ProxyKey58",3623,17
58,"ProxyKey59",3624,17
59,"ProxyKey60",3627,17
60,"ProxyKey61",3628,17
61,"ProxyKey62",3632,17
62,"ProxyKey63",3613,18
63,"ProxyKey64",3615,18
64,"ProxyKey65",3616,18
65,"ProxyKey66",3618,18
66,"ProxyKey67",3619,18
67,"ProxyKey68",3620,19
68,"ProxyKey69",3621,19
69,"ProxyKey70",3629,19
70,"ProxyKey71",3631,19
71,"ProxyKey72",3633,19
72,"ProxyKey73",3617,20
73,"ProxyKey74",3622,20
74,"ProxyKey75",3626,20
75,"ProxyKey76",3630,21
76,"ProxyKey77",3634,21
77,"ProxyKey92",3614,32
78,"ProxyKey105",3623,32
79,"ProxyKey106",3624,32
80,"ProxyKey107",3627,32
81,"ProxyKey108",3628,32
82,"ProxyKey109",3632,32
83,"ProxyKey110",3613,32
84,"ProxyKey111",3615,32
85,"ProxyKey112",3616,32
86,"ProxyKey113",3618,32
87,"ProxyKey114",3619,32
88,"ProxyKey115",3620,32
89,"ProxyKey116",3621,32
90,"ProxyKey117",3629,32
91,"ProxyKey118",3631,32
92,"ProxyKey119",3633,32
93,"ProxyKey120",3617,32
94,"ProxyKey121",3622,32
95,"ProxyKey122",3626,32
96,"ProxyKey123",3630,32
97,"ProxyKey124",3634,32
98,"ProxyKey125",594,33
99,"ProxyKey126",597,33
100,"ProxyKey127",599,33
101,"ProxyKey128",714,34
102,"ProxyKey129",715,34
103,"ProxyKey130",716,34
104,"ProxyKey131",717,34
105,"ProxyKey132",718,34
106,"ProxyKey133",4487,35
107,"ProxyKey135",4489,35
108,"ProxyKey136",4490,35
109,"ProxyKey137",4491,35
110,"ProxyKey139",4493,35
111,"ProxyKey140",4494,35
112,"ProxyKey141",4495,35
113,"ProxyKey134",989,36
114,"ProxyKey142",990,36
115,"ProxyKey143",991,36
116,"ProxyKey144",992,36
117,"ProxyKey145",1005,36
118,"ProxyKey146",2492,36
119,"ProxyKey147",2493,36
120,"ProxyKey148",2494,36
121,"ProxyKey149",2495,36
122,"ProxyKey150",2496,36
123,"ProxyKey151",2497,36
124,"ProxyKey152",2498,36
125,"ProxyKey153",2499,36
126,"ProxyKey154",2500,36
127,"ProxyKey155",2501,36
128,"ProxyKey156",2502,36
129,"ProxyKey157",2503,36
130,"ProxyKey158",2504,36
131,"ProxyKey159",2505,36
132,"ProxyKey160",2506,36
133,"ProxyKey161",3475,37
134,"ProxyKey162",3476,37
135,"ProxyKey163",3477,37
136,"ProxyKey164",3478,37
137,"ProxyKey138",2932,38
138,"ProxyKey165",2933,38
139,"ProxyKey166",1007,39
140,"ProxyKey167",1008,39
141,"ProxyKey168",1009,39
142,"ProxyKey169",1010,39
143,"ProxyKey170",4944,40
144,"ProxyKey171",4945,40
145,"ProxyKey172",4947,40
146,"ProxyKey173",161,41
147,"ProxyKey174",169,41
148,"ProxyKey175",176,41
149,"ProxyKey176",165,41
150,"ProxyKey177",5508,42
151,"ProxyKey178",5509,42
152,"ProxyKey184",5518,42
153,"ProxyKey180",5519,43
154,"ProxyKey181",5520,43
155,"ProxyKey182",5521,43
156,"ProxyKey183",5514,44
157,"ProxyKey179",5524,44
158,"ProxyKey185",5507,45
159,"ProxyKey186",5513,45
160,"ProxyKey187",5512,45
161,"ProxyKey188",5516,45
162,"ProxyKey189",5510,45
163,"ProxyKey190",998,46
164,"ProxyKey191",999,46
165,"ProxyKey192",1000,46
166,"ProxyKey193",1001,46
167,"ProxyKey194",1002,46
168,"ProxyKey196",1003,46
169,"ProxyKey197",1004,46
170,"ProxyKey198",5813,47
171,"ProxyKey199",5814,47
172,"ProxyKey200",5815,47
173,"ProxyKey201",5757,48
174,"ProxyKey202",5759,48
175,"ProxyKey203",5761,48
176,"ProxyKey204",5763,48
177,"ProxyKey205",5765,48
178,"ProxyKey218",5430,49
179,"ProxyKey219",5433,49
180,"ProxyKey220",5436,49
181,"ProxyKey221",5439,49
182,"ProxyKey222",5442,49
183,"ProxyKey223",5445,49
184,"ProxyKey224",5448,49
185,"ProxyKey225",5451,49
186,"ProxyKey226",5454,49
187,"ProxyKey227",5456,50
188,"ProxyKey214",5457,50
189,"ProxyKey215",5458,50
190,"ProxyKey216",5459,50
191,"ProxyKey228",5460,50
192,"ProxyKey229",5461,50
193,"ProxyKey230",5462,50
194,"ProxyKey231",5463,50
195,"ProxyKey232",5464,50
196,"ProxyKey195",5496,51
197,"ProxyKey206",5497,51
198,"ProxyKey207",5498,51
199,"ProxyKey208",5499,51
200,"ProxyKey209",5500,51
201,"ProxyKey210",5758,52
202,"ProxyKey211",5760,52
203,"ProxyKey212",5762,52
204,"ProxyKey213",5764,52
205,"ProxyKey217",5766,52
206,"ProxyKey233",5879,53
207,"ProxyKey255",5884,53
208,"ProxyKey234",5880,54
209,"ProxyKey257",5996,54
210,"ProxyKey235",5879,55
211,"ProxyKey259",5884,55
212,"ProxyKey260",5890,55
213,"ProxyKey236",5879,56
214,"ProxyKey261",5884,56
215,"ProxyKey262",5892,56
216,"ProxyKey263",5884,57
217,"ProxyKey264",5894,57
218,"ProxyKey265",5892,57
219,"ProxyKey266",5887,57
220,"ProxyKey267",5884,58
221,"ProxyKey268",5879,58
222,"ProxyKey269",5894,58
223,"ProxyKey270",5892,58
224,"ProxyKey271",5879,59
225,"ProxyKey272",5894,59
226,"ProxyKey273",5887,59
227,"ProxyKey274",5892,59
228,"ProxyKey237",5897,60
229,"ProxyKey250",5902,60
230,"ProxyKey238",5900,61
231,"ProxyKey251",3883,61
232,"ProxyKey252",5902,61
233,"ProxyKey239",5897,62
234,"ProxyKey253",5900,62
235,"ProxyKey254",5137,62
236,"ProxyKey240",5907,63
237,"ProxyKey241",4782,66
238,"ProxyKey242",4786,66
239,"ProxyKey243",4790,66
240,"ProxyKey244",5878,67
241,"ProxyKey245",5883,67
242,"ProxyKey276",5996,67
243,"ProxyKey246",5793,68
244,"ProxyKey247",5794,68
245,"ProxyKey248",5795,69
246,"ProxyKey249",5796,69
247,"ProxyKey256",5797,70
248,"ProxyKey275",5798,70
249,"ProxyKey277",5794,68
250,"ProxyKey278",5794,68
251,"ProxyKey279",5796,69
252,"ProxyKey280",5796,69
253,"ProxyKey281",5798,70
254,"ProxyKey282",5798,70
255,"ProxyKey283",5880,71
256,"ProxyKey284",5899,72
257,"ProxyKey285",5896,72
258,"ProxyKey286",311,73
259,"ProxyKey287",217,73
260,"ProxyKey288",876,73
261,"ProxyKey289",418,73
262,"ProxyKey290",56,74
263,"ProxyKey291",61,74
264,"ProxyKey292",1308,74
265,"ProxyKey293",1244,74
266,"ProxyKey294",82,74
267,"ProxyKey295",1376,75
268,"ProxyKey296",1533,75
269,"ProxyKey297",1406,75
270,"ProxyKey298",1426,75
271,"ProxyKey300",5880,64
272,"ProxyKey301",5885,64
273,"ProxyKey302",5889,65
274,"ProxyKey303",5901,65
275,"ProxyKey258",6179,76
276,"ProxyKey299",6209,76
277,"ProxyKey304",6210,76
278,"ProxyKey305",6211,76
279,"ProxyKey306",6436,77
280,"ProxyKey307",6437,77
281,"ProxyKey308",6438,77
282,"ProxyKey309",2509,78
283,"ProxyKey310",2510,78
284,"ProxyKey311",2511,78
285,"ProxyKey312",2512,78
286,"ProxyKey313",2513,78
287,"ProxyKey314",2514,78
