"rownum","ChestsKey","Weight","HeistAreasKey","HeistChestTypesKey"
0,1414,9999999,"[0,7,8]",0
1,1415,9999999,"[1,6]",0
2,1416,9999999,"[2,4]",0
3,1417,9999999,"[3,5]",0
4,1478,250,"[0,7,8]",1
5,1479,250,"[1,6]",1
6,1480,250,"[2,4]",1
7,1481,250,"[3,5]",1
8,1482,250,"[0,7,8]",1
9,1483,250,"[1,6]",1
10,1484,250,"[2,4]",1
11,1485,250,"[3,5]",1
12,1486,250,"[0,7,8]",1
13,1487,250,"[1,6]",1
14,1488,250,"[2,4]",1
15,1489,250,"[3,5]",1
16,1490,250,"[0,7,8]",1
17,1491,250,"[1,6]",1
18,1492,250,"[2,4]",1
19,1493,250,"[3,5]",1
20,1494,250,"[0,7,8]",1
21,1495,250,"[1,6]",1
22,1496,250,"[2,4]",1
23,1497,250,"[3,5]",1
24,1498,250,"[0,7,8]",1
25,1499,250,"[1,6]",1
26,1500,250,"[2,4]",1
27,1501,250,"[3,5]",1
28,1502,250,"[0,7,8]",1
29,1503,250,"[1,6]",1
30,1504,250,"[2,4]",1
31,1505,250,"[3,5]",1
32,1506,250,"[0,7,8]",1
33,1507,250,"[1,6]",1
34,1508,250,"[2,4]",1
35,1509,250,"[3,5]",1
36,1510,250,"[0,7,8]",1
37,1511,250,"[1,6]",1
38,1512,250,"[2,4]",1
39,1513,250,"[3,5]",1
40,1514,250,"[0,7,8]",1
41,1515,250,"[1,6]",1
42,1516,250,"[2,4]",1
43,1517,250,"[3,5]",1
44,1518,250,"[0,7,8]",1
45,1519,250,"[1,6]",1
46,1520,250,"[2,4]",1
47,1521,250,"[3,5]",1
48,1522,250,"[0,7,8]",1
49,1523,250,"[1,6]",1
50,1524,250,"[2,4]",1
51,1525,250,"[3,5]",1
52,1526,250,"[0,7,8]",1
53,1527,250,"[1,6]",1
54,1528,250,"[2,4]",1
55,1529,250,"[3,5]",1
56,1530,250,"[0,7,8]",1
57,1531,250,"[1,6]",1
58,1532,250,"[2,4]",1
59,1533,250,"[3,5]",1
60,1534,250,"[0,7,8]",1
61,1535,250,"[1,6]",1
62,1536,250,"[2,4]",1
63,1537,250,"[3,5]",1
64,1538,250,"[0,7,8]",1
65,1539,250,"[1,6]",1
66,1540,250,"[2,4]",1
67,1541,250,"[3,5]",1
68,1542,250,"[0,7,8]",1
69,1543,250,"[1,6]",1
70,1544,250,"[2,4]",1
71,1545,250,"[3,5]",1
72,1546,250,"[0,7,8]",1
73,1547,250,"[1,6]",1
74,1548,250,"[2,4]",1
75,1549,250,"[3,5]",1
76,1550,250,"[0,7,8]",1
77,1551,250,"[1,6]",1
78,1552,250,"[2,4]",1
79,1553,250,"[3,5]",1
80,1554,250,"[0,7,8]",1
81,1555,250,"[1,6]",1
82,1556,250,"[2,4]",1
83,1557,250,"[3,5]",1
84,1558,250,"[0,7,8]",1
85,1559,250,"[1,6]",1
86,1560,250,"[2,4]",1
87,1561,250,"[3,5]",1
88,1562,250,"[0,7,8]",1
89,1563,250,"[1,6]",1
90,1564,250,"[2,4]",1
91,1565,250,"[3,5]",1
92,1566,250,"[0,7,8]",1
93,1567,250,"[1,6]",1
94,1568,250,"[2,4]",1
95,1569,250,"[3,5]",1
96,1570,250,"[0,7,8]",1
97,1571,250,"[1,6]",1
98,1572,250,"[2,4]",1
99,1573,250,"[3,5]",1
100,1574,250,"[0,7,8]",1
101,1575,250,"[1,6]",1
102,1576,250,"[2,4]",1
103,1577,250,"[3,5]",1
104,1578,250,"[0,7,8]",1
105,1579,250,"[1,6]",1
106,1580,250,"[2,4]",1
107,1581,250,"[3,5]",1
108,1582,250,"[0,7,8]",1
109,1583,250,"[1,6]",1
110,1584,250,"[2,4]",1
111,1585,250,"[3,5]",1
112,1586,250,"[0,7,8]",1
113,1587,250,"[1,6]",1
114,1588,250,"[2,4]",1
115,1589,250,"[3,5]",1
116,1590,250,"[0,7,8]",1
117,1591,250,"[1,6]",1
118,1592,250,"[2,4]",1
119,1593,250,"[3,5]",1
120,1594,250,"[0,7,8]",1
121,1595,250,"[1,6]",1
122,1596,250,"[2,4]",1
123,1597,250,"[3,5]",1
124,1598,250,"[0,7,8]",1
125,1599,250,"[1,6]",1
126,1600,250,"[2,4]",1
127,1601,250,"[3,5]",1
128,1602,250,"[0,7,8]",1
129,1603,250,"[1,6]",1
130,1604,250,"[2,4]",1
131,1605,250,"[3,5]",1
132,1606,250,"[0,7,8]",1
133,1607,250,"[1,6]",1
134,1608,250,"[2,4]",1
135,1609,250,"[3,5]",1
136,1610,250,"[0,7,8]",1
137,1611,250,"[1,6]",1
138,1612,250,"[2,4]",1
139,1613,250,"[3,5]",1
140,1614,250,"[0,7,8]",1
141,1615,250,"[1,6]",1
142,1616,250,"[2,4]",1
143,1617,250,"[3,5]",1
144,1618,250,"[0,7,8]",1
145,1619,250,"[1,6]",1
146,1620,250,"[2,4]",1
147,1621,250,"[3,5]",1
148,1622,250,"[0,7,8]",1
149,1623,250,"[1,6]",1
150,1624,250,"[2,4]",1
151,1625,250,"[3,5]",1
152,1626,250,"[0,7,8]",1
153,1627,250,"[1,6]",1
154,1628,250,"[2,4]",1
155,1629,250,"[3,5]",1
156,1630,250,"[0,7,8]",1
157,1631,250,"[1,6]",1
158,1632,250,"[2,4]",1
159,1633,250,"[3,5]",1
160,1634,250,"[0,7,8]",1
161,1635,250,"[1,6]",1
162,1636,250,"[2,4]",1
163,1637,250,"[3,5]",1
164,1638,250,"[0,7,8]",1
165,1639,250,"[1,6]",1
166,1640,250,"[2,4]",1
167,1641,250,"[3,5]",1
168,1642,250,"[0,7,8]",1
169,1643,250,"[1,6]",1
170,1644,250,"[2,4]",1
171,1645,250,"[3,5]",1
172,1646,250,"[0,7,8]",1
173,1647,250,"[1,6]",1
174,1648,250,"[2,4]",1
175,1649,250,"[3,5]",1
176,1650,250,"[0,7,8]",1
177,1651,250,"[1,6]",1
178,1652,250,"[2,4]",1
179,1653,250,"[3,5]",1
180,1654,250,"[0,7,8]",1
181,1655,250,"[1,6]",1
182,1656,250,"[2,4]",1
183,1657,250,"[3,5]",1
184,1658,250,"[0,7,8]",1
185,1659,250,"[1,6]",1
186,1660,250,"[2,4]",1
187,1661,250,"[3,5]",1
188,1662,250,"[0,7,8]",1
189,1663,250,"[1,6]",1
190,1664,250,"[2,4]",1
191,1665,250,"[3,5]",1
192,1474,250,"[0,7,8]",1
193,1475,250,"[1,6]",1
194,1476,250,"[2,4]",1
195,1477,250,"[3,5]",1
196,1418,125,"[0,7,8]",2
197,1419,125,"[1,6]",2
198,1420,125,"[2,4]",2
199,1421,125,"[3,5]",2
200,1422,125,"[0,7,8]",2
201,1423,125,"[1,6]",2
202,1424,125,"[2,4]",2
203,1425,125,"[3,5]",2
204,1426,125,"[0,7,8]",2
205,1427,125,"[1,6]",2
206,1428,125,"[2,4]",2
207,1429,125,"[3,5]",2
208,1430,125,"[0,7,8]",2
209,1431,125,"[1,6]",2
210,1432,125,"[2,4]",2
211,1433,125,"[3,5]",2
212,1434,125,"[0,7,8]",2
213,1435,125,"[1,6]",2
214,1436,125,"[2,4]",2
215,1437,125,"[3,5]",2
216,1438,125,"[0,7,8]",2
217,1439,125,"[1,6]",2
218,1440,125,"[2,4]",2
219,1441,125,"[3,5]",2
220,1442,125,"[0,7,8]",2
221,1443,125,"[1,6]",2
222,1444,125,"[2,4]",2
223,1445,125,"[3,5]",2
224,1446,125,"[0,7,8]",2
225,1447,125,"[1,6]",2
226,1448,125,"[2,4]",2
227,1449,125,"[3,5]",2
228,1450,125,"[0,7,8]",2
229,1451,125,"[1,6]",2
230,1452,125,"[2,4]",2
231,1453,125,"[3,5]",2
232,1454,125,"[0,7,8]",2
233,1455,125,"[1,6]",2
234,1456,125,"[2,4]",2
235,1457,125,"[3,5]",2
236,1458,125,"[0,7,8]",2
237,1459,125,"[1,6]",2
238,1460,125,"[2,4]",2
239,1461,125,"[3,5]",2
240,1462,125,"[0,7,8]",2
241,1463,125,"[1,6]",2
242,1464,125,"[2,4]",2
243,1465,125,"[3,5]",2
244,1466,125,"[0,7,8]",2
245,1467,125,"[1,6]",2
246,1468,125,"[2,4]",2
247,1469,125,"[3,5]",2
248,1470,125,"[0,7,8]",2
249,1471,125,"[1,6]",2
250,1472,125,"[2,4]",2
251,1473,125,"[3,5]",2
252,1672,0,"[0,1,2,3,4,5,6,7,8]",3
