"rownum","MonsterVarietiesKey","LegionFactionsKey","LegionRanksKey","i32","MiscAnimatedKey","i32","i32","[i32]","[i32]","[i32]","[i32]","[i32]","[i32]","i32","i32","[rid]","MonsterVarietiesKey2"
0,7095,0,0,0,[3044],10,2,[100],[200],[0],[440],[600],[60],15,50,[1],""
1,7096,0,0,0,[3045],10,2,[100],[200],[0],[580],[650],[60],15,50,[1],""
2,7097,0,0,0,[3044],10,2,[100],[200],[0],[440],[600],[60],15,50,[1],""
3,7098,0,0,0,[3045],10,2,[100],[200],[0],[550],[580],[60],15,50,[1],""
4,7099,0,0,0,[],0,2,[],[],[],[],[],[],15,50,[],""
5,7107,0,1,0,[3044],10,1,[100],[200],[0],[440],[600],[60],15,50,[1],""
6,7109,0,1,1,[3048],10,1,[10],[20],[0],[130],[300],[60],15,50,[1],""
7,7111,0,1,0,[],0,1,[],[],[],[],[],[],15,120,[],""
8,7115,0,2,0,[],0,1,[],[],[],[],[],[],15,50,[],""
9,7117,0,2,2,[],0,1,[],[],[],[],[],[],15,50,[],""
10,7121,0,3,3,[],0,1,[],[],[],[],[],[],15,50,[],""
11,7122,2,0,0,[3049],10,1,[100],[200],[0],[900],[1010],[60],15,60,[1],""
12,7125,2,1,1,[3052],10,1,[130],[200],[0],[170],[550],[75],15,60,[1],""
13,7127,2,1,0,[3051],10,1,[100],[200],[0],[580],[650],[50],15,60,[1],""
14,7131,2,2,0,[],0,1,[],[],[],[],[],[],15,40,[],""
15,7133,2,2,0,[],0,1,[],[],[],[],[],[],15,40,[],""
16,7135,2,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
17,7140,3,0,0,[3057],10,2,[100],[200],[0],[900],[1010],[60],15,50,[1],""
18,7142,3,0,0,[3057],10,1,[100],[200],[0],[900],[1010],[60],15,50,[1],""
19,7147,3,1,0,[],0,1,[],[],[],[],[],[],15,50,[],""
20,7148,3,1,1,[],0,1,[],[],[],[],[],[],15,110,[],""
21,7150,3,1,0,[],0,1,[],[],[],[],[],[],15,110,[],""
22,7155,3,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
23,7157,3,2,1,[],0,1,[],[],[],[],[],[],15,60,[],""
24,7160,3,3,3,[],0,1,[],[],[],[],[],[],15,60,[],7159
25,7163,4,0,0,[3055],10,1,[100],[200],[0],[440],[530],[60],15,50,[1],""
26,7164,4,0,0,[3055],10,1,[100],[200],[0],[440],[520],[60],15,50,[1],""
27,7165,4,0,0,[],0,1,[],[],[],[],[],[],15,60,[],""
28,7172,4,1,2,[],0,1,[],[],[],[],[],[],15,50,[],""
29,7173,4,1,2,[],0,1,[],[],[],[],[],[],15,50,[],""
30,7178,4,2,2,[],0,1,[],[],[],[],[],[],15,60,[],""
31,7180,4,2,0,[],0,1,[],[],[],[],[],[],15,60,[],""
32,7182,4,3,3,[],0,1,[],[],[],[],[],[],15,60,[],""
33,7184,1,0,0,[3059],10,1,[100],[200],[0],[440],[600],[60],15,50,[1],""
34,7185,1,0,0,[3059],10,1,[100],[200],[0],[440],[550],[60],15,50,[1],""
