"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","Null6"
0,4134,500,833,1,1,13,0
1,4135,700,714,5,9,120,0
2,4136,700,833,9,16,120,0
3,4137,700,667,9,17,120,0
4,4138,700,769,14,27,120,0
5,4139,700,769,12,37,120,0
6,4140,800,833,23,42,120,0
7,4141,700,741,22,40,120,0
8,4142,700,833,26,48,120,0
9,4143,700,667,21,38,120,0
10,4144,700,769,28,52,120,0
11,4145,700,769,21,64,120,0
12,4146,800,833,33,61,120,0
13,4147,700,741,31,57,120,0
14,4148,700,833,38,71,120,0
15,4149,700,667,29,53,120,0
16,4150,700,769,35,65,120,0
17,4151,700,769,25,75,120,0
18,4152,800,833,35,64,120,0
19,4153,700,741,33,61,120,0
20,4154,750,714,16,30,120,0
21,4155,750,714,25,46,120,0
22,4156,750,714,29,54,120,0
23,4157,700,714,30,55,120,0
24,4158,700,800,5,9,120,0
25,4159,600,667,6,10,10,0
26,4160,600,690,4,17,10,0
27,4161,630,690,3,26,10,0
28,4162,610,667,7,27,10,0
29,4163,630,690,8,34,10,0
30,4164,650,769,10,41,10,0
31,4165,630,690,11,43,10,0
32,4166,650,833,15,59,10,0
33,4167,620,741,14,54,10,0
34,4168,600,714,11,45,10,0
35,4169,630,714,7,62,10,0
36,4170,610,667,13,52,10,0
37,4171,630,714,15,59,10,0
38,4172,650,833,19,75,10,0
39,4173,630,690,16,64,10,0
40,4174,650,833,22,87,10,0
41,4175,650,741,19,74,10,0
42,4176,650,714,19,76,10,0
43,4177,630,714,10,86,10,0
44,4178,610,667,19,74,10,0
45,4179,630,714,20,79,10,0
46,4180,650,833,24,95,10,0
47,4181,630,667,18,73,10,0
48,4182,650,833,24,97,10,0
49,4183,620,741,22,88,10,0
50,4184,630,714,12,46,10,0
51,4185,630,714,18,71,10,0
52,4186,630,714,20,79,10,0
53,4187,630,690,12,47,10,0
54,4188,630,690,18,73,10,0
55,4189,630,690,21,85,10,0
56,4190,620,625,4,11,11,0
57,4191,650,667,6,17,11,0
58,4192,630,645,7,23,11,0
59,4193,600,625,12,22,11,0
60,4194,630,645,12,31,11,0
61,4195,650,769,16,43,11,0
62,4196,600,625,14,38,11,0
63,4197,630,667,12,46,11,0
64,4198,630,667,15,44,11,0
65,4199,650,769,20,53,11,0
66,4200,630,667,15,51,11,0
67,4201,600,625,23,43,11,0
68,4202,630,667,20,53,11,0
69,4203,650,769,26,68,11,0
70,4204,600,625,21,56,11,0
71,4205,630,667,17,69,11,0
72,4206,630,667,21,64,11,0
73,4207,650,769,30,78,11,0
74,4208,630,667,21,73,11,0
75,4209,600,625,29,55,11,0
76,4210,630,667,26,68,11,0
77,4211,650,769,29,76,11,0
78,4212,600,625,25,65,11,0
79,4213,630,667,18,71,11,0
80,4214,630,667,23,68,11,0
81,4215,600,625,13,24,11,0
82,4216,600,625,20,37,11,0
83,4217,600,625,22,41,11,0
84,4218,500,667,6,11,11,0
85,4219,500,690,10,15,11,0
86,4220,500,667,11,21,11,0
87,4221,500,769,12,35,11,0
88,4222,500,741,19,34,11,0
89,4223,500,714,14,42,11,0
90,4224,500,833,27,50,11,0
91,4225,500,769,29,48,11,0
92,4226,500,741,26,46,11,0
93,4227,500,769,32,50,11,0
94,4228,500,667,25,46,11,0
95,4229,500,833,26,79,11,0
96,4230,500,769,35,65,11,0
97,4231,500,714,24,71,11,0
98,4232,500,833,45,83,11,0
99,4233,500,769,45,75,11,0
100,4234,500,741,40,71,11,0
101,4235,500,769,49,77,11,0
102,4236,500,667,38,70,11,0
103,4237,500,833,38,114,11,0
104,4238,500,769,47,87,11,0
105,4239,500,714,30,90,11,0
106,4240,500,833,54,100,11,0
107,4241,500,769,51,85,11,0
108,4242,500,741,44,79,11,0
109,4243,500,769,21,44,11,0
110,4244,500,769,32,67,11,0
111,4245,500,769,38,79,11,0
112,4246,500,690,5,11,11,0
113,4247,500,909,3,23,11,0
114,4248,500,645,4,9,11,0
115,4249,500,667,6,14,11,0
116,4250,500,645,5,22,11,0
117,4251,500,690,15,21,11,0
118,4252,500,714,16,30,11,0
119,4253,500,690,18,33,11,0
120,4254,500,667,20,33,11,0
121,4255,500,769,19,54,11,0
122,4256,500,870,28,60,11,0
123,4257,500,769,25,53,11,0
124,4258,500,645,13,53,11,0
125,4259,500,769,37,53,11,0
126,4260,500,833,38,70,11,0
127,4261,500,769,36,66,11,0
128,4262,500,667,34,55,11,0
129,4263,500,769,30,86,11,0
130,4264,500,870,44,94,11,0
131,4265,500,769,39,83,11,0
132,4266,500,645,20,80,11,0
133,4267,500,769,54,78,11,0
134,4268,500,833,53,98,11,0
135,4269,500,769,46,86,11,0
136,4270,500,667,41,68,11,0
137,4271,500,769,35,99,11,0
138,4272,500,714,37,80,11,0
139,4273,600,625,18,33,11,0
140,4274,600,625,27,51,11,0
141,4275,600,625,34,63,11,0
142,4276,550,645,5,11,14,0
143,4277,550,625,4,17,14,0
144,4278,600,667,11,20,14,0
145,4279,550,645,11,25,14,0
146,4280,550,625,12,29,14,0
147,4281,650,769,12,46,14,0
148,4282,550,625,18,33,14,0
149,4283,570,714,19,44,14,0
150,4284,600,645,19,40,14,0
151,4285,550,667,13,51,14,0
152,4286,600,714,25,46,14,0
153,4287,550,667,21,50,14,0
154,4288,550,625,21,49,14,0
155,4289,650,769,18,73,14,0
156,4290,550,625,28,51,14,0
157,4291,570,714,29,67,14,0
158,4292,600,645,29,60,14,0
159,4293,550,667,19,75,14,0
160,4294,600,714,35,65,14,0
161,4295,550,667,29,69,14,0
162,4296,550,625,27,64,14,0
163,4297,650,769,22,87,14,0
164,4298,550,625,32,60,14,0
165,4299,570,714,31,72,14,0
166,4300,600,667,32,66,14,0
167,4301,500,690,6,8,11,0
168,4302,500,714,8,13,11,0
169,4303,500,690,13,16,11,0
170,4304,500,769,15,27,11,0
171,4305,500,690,13,31,11,0
172,4306,500,714,19,32,11,0
173,4307,500,833,32,40,11,0
174,4308,500,714,21,43,11,0
175,4309,500,741,28,42,11,0
176,4310,500,800,31,51,11,0
177,4311,500,714,33,42,11,0
178,4312,500,870,37,69,11,0
179,4313,500,714,25,59,11,0
180,4314,500,769,38,63,11,0
181,4315,500,833,53,67,11,0
182,4316,500,714,33,69,11,0
183,4317,500,741,44,66,11,0
184,4318,500,800,48,80,11,0
185,4319,500,714,49,62,11,0
186,4320,500,870,54,101,11,0
187,4321,500,714,35,81,11,0
188,4322,500,769,49,82,11,0
189,4323,500,833,65,82,11,0
190,4324,500,714,38,80,11,0
191,4325,500,741,49,74,11,0
192,4326,500,769,20,41,11,0
193,4327,500,769,31,64,11,0
194,4328,500,769,39,81,11,0
195,4329,600,645,5,8,11,0
196,4330,600,667,8,12,11,0
197,4331,600,714,10,19,11,0
198,4332,650,714,14,22,11,0
199,4333,600,714,18,27,11,0
200,4334,600,690,17,31,11,0
201,4335,600,833,21,50,11,0
202,4336,620,800,29,44,11,0
203,4337,600,769,27,50,11,0
204,4338,600,667,24,36,11,0
205,4339,600,800,30,55,11,0
206,4340,650,800,35,52,11,0
207,4341,600,800,38,57,11,0
208,4342,600,714,30,55,11,0
209,4343,600,833,34,80,11,0
210,4344,620,800,45,67,11,0
211,4345,600,769,39,72,11,0
212,4346,600,667,37,55,11,0
213,4347,600,800,43,80,11,0
214,4348,650,800,49,73,11,0
215,4349,600,800,51,76,11,0
216,4350,600,714,37,70,11,0
217,4351,600,833,41,95,11,0
218,4352,620,800,50,76,11,0
219,4353,600,769,42,78,11,0
220,4354,630,690,23,34,11,0
221,4355,630,690,35,52,11,0
222,4356,630,690,41,61,11,0
223,4357,500,714,5,13,120,0
224,4358,500,667,6,16,120,0
225,4359,600,769,8,33,120,0
226,4360,600,769,16,34,120,0
227,4361,670,800,15,45,120,0
228,4362,650,714,15,45,120,0
229,4363,500,690,14,56,120,0
230,4364,500,833,28,73,120,0
231,4365,550,714,37,56,120,0
232,4366,500,667,20,61,120,0
233,4367,600,800,24,96,120,0
234,4368,600,769,37,76,120,0
235,4369,670,800,32,96,120,0
236,4370,650,714,29,86,120,0
237,4371,500,690,24,94,120,0
238,4372,500,833,44,116,120,0
239,4373,550,714,58,86,120,0
240,4374,500,667,32,96,120,0
241,4375,600,800,36,144,120,0
242,4376,600,769,56,117,120,0
243,4377,670,800,43,130,120,0
244,4378,650,714,38,115,120,0
245,4379,500,690,29,117,120,0
246,4380,500,833,50,133,120,0
247,4381,550,714,61,92,120,0
248,4382,550,769,9,13,120,0
249,4383,550,769,13,20,120,0
250,4384,550,769,16,24,120,0
251,4385,500,741,4,10,120,0
252,4386,600,769,9,19,13,0
253,4387,620,769,10,31,13,0
254,4388,600,769,24,41,13,0
255,4389,640,769,14,42,13,0
256,4390,620,769,27,57,13,0
257,4391,650,870,27,81,13,0
258,4392,610,769,41,76,13,0
259,4393,600,833,41,85,13,0
260,4394,620,870,34,102,13,0
261,4395,600,769,51,86,13,0
262,4396,660,800,38,114,13,0
263,4397,630,800,56,117,13,0
264,4398,650,870,48,145,13,0
265,4399,610,769,65,121,13,0
266,4400,600,833,66,138,13,0
267,4401,620,870,55,165,13,0
268,4402,600,769,72,120,13,0
269,4403,730,800,53,160,13,0
270,4404,680,800,71,147,13,0
271,4405,700,870,57,171,13,0
272,4406,650,769,73,136,13,0
273,4407,600,833,70,145,13,0
274,4408,600,800,36,66,13,0
275,4409,600,800,55,102,13,0
276,4410,600,800,65,120,13,0
277,4411,700,800,39,73,13,0
278,4412,700,800,61,113,13,0
279,4413,700,800,78,144,13,0
280,4414,500,769,12,20,13,0
281,4415,500,800,19,30,13,0
282,4416,500,769,19,39,13,0
283,4417,500,769,29,43,13,0
284,4418,500,800,36,60,13,0
285,4419,500,769,43,58,13,0
286,4420,500,800,49,73,13,0
287,4422,500,870,58,91,13,0
288,4421,500,833,53,83,13,0
289,4423,500,800,48,99,13,0
290,4424,500,769,61,92,13,0
291,4425,500,833,74,123,13,0
292,4426,500,769,76,103,13,0
293,4427,500,800,81,121,13,0
294,4428,500,833,88,138,13,0
295,4429,500,952,121,189,13,0
296,4430,500,769,74,155,13,0
297,4431,570,741,87,131,13,0
298,4432,500,870,104,174,13,0
299,4433,500,714,90,122,13,0
300,4434,600,800,96,144,13,0
301,4435,500,833,97,152,13,0
302,4436,500,741,36,56,13,0
303,4437,500,741,55,86,13,0
304,4438,500,741,65,101,13,0
305,4439,500,690,8,16,13,0
306,4440,500,714,11,26,13,0
307,4441,500,690,17,29,13,0
308,4442,500,714,20,38,13,0
309,4443,500,714,23,48,13,0
310,4444,500,714,30,50,13,0
311,4445,500,741,31,65,13,0
312,4446,600,741,41,68,13,0
313,4447,500,769,34,79,13,0
314,4448,500,690,39,65,13,0
315,4449,500,741,45,84,13,0
316,4450,500,769,49,102,13,0
317,4451,500,714,54,89,13,0
318,4452,500,741,52,109,13,0
319,4453,600,741,63,104,13,0
320,4454,500,769,55,128,13,0
321,4455,500,667,62,104,13,0
322,4456,650,714,62,115,13,0
323,4457,500,769,68,142,13,0
324,4458,500,690,69,115,13,0
325,4459,500,741,62,129,13,0
326,4460,570,741,67,112,13,0
327,4461,600,769,34,63,13,0
328,4462,600,769,52,97,13,0
329,4463,600,769,61,114,13,0
330,4464,500,769,10,16,13,0
331,4465,500,800,17,25,13,0
332,4466,500,769,16,33,13,0
333,4467,500,769,25,38,13,0
334,4468,500,769,27,49,13,0
335,4469,500,833,40,60,13,0
336,4470,500,800,46,62,13,0
337,4471,500,800,45,68,13,0
338,4472,500,909,57,85,13,0
339,4473,500,800,43,88,13,0
340,4474,500,769,54,81,13,0
341,4475,500,800,55,103,13,0
342,4476,500,833,72,108,13,0
343,4477,500,800,77,104,13,0
344,4478,500,800,75,113,13,0
345,4479,500,1000,112,168,13,0
346,4480,550,769,65,135,13,0
347,4481,500,741,77,115,13,0
348,4482,500,800,74,138,13,0
349,4483,500,909,102,153,13,0
350,4484,600,870,101,137,13,0
351,4485,500,833,91,136,13,0
352,4486,500,870,39,64,13,0
353,4487,500,870,62,103,13,0
354,4488,500,870,81,135,13,0
355,4489,500,833,8,15,13,0
356,8491,600,667,4,8,10,0
357,8807,700,588,0,0,11,0
358,8808,700,625,0,0,13,0
