"rownum","BaseItemType","i32","i32"
0,3942,30,105
1,3941,160,105
2,3841,150,131
3,3825,0,0
4,3944,30,105
5,3943,160,105
6,3862,150,131
7,3871,160,105
8,3781,15,3
9,3780,95,62
10,3782,200,0
11,3779,5,0
12,3946,160,131
13,3898,30,105
14,3897,160,105
15,3836,150,131
16,3935,210,234
17,3947,180,234
18,3931,150,131
19,3901,120,131
20,3859,250,131
21,3866,0,0
22,3865,0,0
23,3922,160,105
24,3902,120,131
25,3806,175,131
26,3861,200,131
27,3889,30,105
28,3892,160,105
29,3891,60,211
30,3952,0,0
31,3775,15,62
32,3774,25,62
33,3778,1100,235
34,3776,550,338
35,3771,65,62
36,3770,45,62
37,3860,450,340
38,3777,550,340
39,3822,0,0
40,3831,180,131
41,3793,0,0
42,3792,0,0
43,3791,0,0
44,3790,0,0
45,3789,0,0
46,3870,160,105
47,3853,150,131
48,3877,0,0
49,3830,150,131
50,3872,150,0
51,3945,160,0
52,3828,180,131
53,3829,100,131
54,3840,80,62
55,3908,320,211
56,3863,150,131
57,3814,80,62
58,3937,0,0
59,3938,0,0
60,3936,0,0
61,3924,30,105
62,3851,0,0
63,3896,160,0
64,3837,0,0
65,3925,160,105
66,3926,30,105
67,3867,30,105
68,3913,0,0
69,3827,150,131
70,3834,0,0
71,3833,0,0
72,3787,0,0
73,3786,0,0
74,3785,0,0
75,3784,0,0
76,3783,0,0
77,3876,0,0
78,3951,30,105
79,3890,30,105
80,3893,160,105
81,3878,160,105
82,3874,30,105
83,3912,0,0
84,3927,160,105
85,3928,30,105
86,3875,1,0
87,3885,0,0
88,3854,160,131
89,3826,120,131
90,3888,0,0
91,3869,0,0
92,3903,120,131
93,3855,190,235
94,3916,160,0
95,3904,160,235
96,3895,160,0
97,3802,0,0
98,3842,0,0
99,3844,0,0
100,3843,0,0
101,3846,0,0
102,3845,0,0
103,3799,0,0
104,3856,0,0
105,3838,220,235
106,3768,50,62
107,3767,20,62
108,3769,0,0
109,3766,45,62
110,3765,15,62
111,3764,55,62
112,3763,25,62
113,3797,250,235
114,3815,150,131
115,3805,250,131
116,3914,0,0
117,3917,0,0
118,3818,45,131
119,3858,55,131
120,3817,55,131
121,3879,160,105
122,3873,30,105
123,3911,0,0
124,3794,150,131
125,3909,30,105
126,3907,160,105
127,3884,0,0
128,3883,0,0
129,3882,0,0
130,3881,0,0
