"rownum","Buff","[rid]","i32"
0,"global_auras",[467],-1
1,"global_auras",[461],-2
2,"global_auras",[463],-3
3,"global_auras",[465],-4
4,"global_auras",[161],-5
5,"global_auras",[145],-6
6,"global_auras",[150],-7
7,"global_auras",[153],-8
8,"global_auras",[147],-9
9,"global_auras",[949],-10
10,"global_auras",[955],-11
11,"global_auras",[960],-12
12,"global_auras",[977],-13
13,"global_auras",[983],-14
14,"global_auras",[988],-15
15,"global_auras",[1000],-16
16,"global_auras",[1001],-17
17,"global_auras",[1002],-18
18,"global_auras",[1010],-19
19,"global_auras",[1009],-20
20,"global_auras",[1047],-21
21,"global_auras",[1048],-22
22,"global_auras",[1049],-23
23,"global_auras",[1067],-24
24,"global_auras",[1069],-25
25,"global_auras",[1070],-26
26,"global_auras",[1071],-27
27,"global_auras",[1137],-28
28,"global_auras",[1142],-29
29,"global_auras",[1140],-30
30,"global_auras",[1143],-31
31,"global_auras",[1147],-32
32,"global_auras",[1148],-33
33,"global_auras",[1195],-34
34,"global_auras",[1198],-35
35,"global_auras",[1201],-36
36,"global_auras",[1225],-37
37,"global_auras",[1226],-38
38,"global_auras",[1293],-39
39,"global_auras",[1294],-40
40,"global_auras",[1318],-41
41,"global_auras",[1337],-42
42,"global_auras",[1338],-43
43,"global_auras",[1358],-44
44,"global_auras",[1363],-45
45,"global_auras",[1364],-46
46,"global_auras",[1365],-47
47,"global_auras",[1366],-48
48,"global_auras",[1407],-49
49,"global_auras",[1413],-50
50,"global_auras",[1414],-51
51,"global_auras",[1501],-52
52,"global_auras",[1502],-53
53,"global_auras",[1503],-54
54,"global_auras",[1504],-55
55,"global_auras",[1505],-56
56,"global_auras",[1506],-57
57,"global_auras",[1611],-58
58,"global_auras",[1612],-59
59,"global_auras",[1664],-60
60,"global_auras",[1665],-61
61,"anger",[146],0
62,"anger",[147],1
63,"anger",[148],2
64,"hatred",[149],0
65,"hatred",[150],1
66,"hatred",[151],2
67,"hatred",[712],3
68,"wrath",[152],0
69,"wrath",[153],1
70,"wrath",[154],2
71,"haste",[156],0
72,"haste",[461],1
73,"haste",[157],2
74,"steelskin",[1027],0
75,"steelskin",[1476],1
76,"steelskin",[1028],2
77,"ignite",[2],0
78,"ignite",[366],1
79,"ignite",[460],2
80,"ignite",[367],3
81,"ignite",[368],4
82,"ignite",[369],5
83,"ignite",[370],6
84,"ignite",[1007],7
85,"ignite",[1087],8
86,"ignite",[1155],9
87,"ignite",[1345],10
88,"ignite",[1304],11
89,"ignite",[1346],12
90,"ignite",[1343],13
91,"ignite",[1447],14
92,"ignite",[1562],15
93,"ignite",[1570],16
94,"ignite",[1578],17
95,"ignite",[1579],18
96,"ignite",[1602],19
97,"ignite",[1655],20
98,"ignite",[1659],21
99,"ignite",[1660],22
100,"ignite",[1675],23
101,"shock",[5],0
102,"shock",[214],1
103,"shock",[215],2
104,"shock",[216],3
105,"shock",[1088],4
106,"shock",[217],5
107,"shock",[1563],6
108,"shock",[1571],7
109,"shock",[1671],8
110,"shock",[1674],9
111,"chill",[3],0
112,"chill",[1609],1
113,"freeze",[4],0
114,"freeze",[1610],1
115,"fire_exposure",[993],0
116,"cold_exposure",[994],0
117,"lightning_exposure",[995],0
118,"fire_exposure",[1564],1
119,"cold_exposure",[1565],1
120,"lightning_exposure",[1566],1
121,"fire_exposure",[1567],2
122,"cold_exposure",[1568],2
123,"lightning_exposure",[1569],2
124,"infernal_blow_debuff",[869],0
125,"infernal_blow_debuff",[1580],1
126,"infernal_blow_debuff2",[870],0
127,"infernal_blow_debuff2",[1581],1
128,"infernal_blow_debuff3",[871],0
129,"infernal_blow_debuff3",[1582],1
130,"arcane_cloak",[1189],0
131,"arcane_cloak",[1583],1
132,"exsanguinate",[1492],0
133,"exsanguinate",[1584],1
134,"exsanguinate",[1701],2
135,"void_burst",[1585],0
136,"ambush_stealth",[1587],0
137,"cold_snap",[1590],4
138,"blood_rage",[13],0
139,"blood_rage",[1591],1
140,"lightning_strike_vaal_debuff",[856],0
141,"lightning_strike_vaal_debuff",[856],1
142,"lightning_strike_vaal_debuff",[1595],2
143,"lightning_strike_vaal_debuff",[1695],3
144,"herald_of_ash_buff",[894],-1
145,"herald_of_ash_buff",[318],0
146,"herald_of_ash_burning_buff",[167],0
147,"herald_of_ash_buff",[491],1
148,"herald_of_ash_burning_buff",[460],1
149,"herald_of_ash_buff",[490],2
150,"herald_of_ash_burning_buff",[167],2
151,"herald_of_ash_buff",[669],3
152,"herald_of_ash_burning_buff",[366],3
153,"herald_of_ash_buff",[673],4
154,"herald_of_ash_burning_buff",[167],4
155,"herald_of_ash_buff",[716],5
156,"herald_of_ash_burning_buff",[167],5
157,"herald_of_ash_buff",[802],6
158,"herald_of_ash_burning_buff",[810],6
159,"herald_of_ash_buff",[806],7
160,"herald_of_ash_burning_buff",[167],7
161,"herald_of_ash_buff",[875],8
