"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
0,"Descent1","[5047,5010,5025,1,1]","[5047,5047,1,1]","[5047,5010,5025,1,1]","[5047,5047,1,1]","[5047,5010,5025,1,1]","[5047,5047,1,1]","[5047,5010,5025,1,1]","[5047,5047,1,1]","[5047,5010,5025,1,1]","[5047,5047,1,1]","[5047,5010,5025,1,1]","[5047,5047,1,1]",1306,"[5047,5010,5025,1,1]","[5047,5047,1,1]"
1,"Descent2","[5385,5520,6,4574,5555]","[5385,5520,10,11,11,4573,5555]","[5385,5520,6,4574,5555]","[5385,5520,10,11,11,4573,5555]","[5268,5384,5270,6,4574,5532]","[5268,5384,5270,10,11,11,4573,5532]","[5382,6,4574,5543,5538]","[5382,10,11,11,4573,5543,5538]","[5390,6,4574,5543,5538]","[5390,10,11,11,4573,5543,5538]","[5520,5390,5385,6,4574,5538,5555]","[5520,5390,5385,10,11,11,4573,5538,5555]",1307,"[5385,5390,5520,6,4574,5555,5538]","[5385,5390,5520,10,11,11,4573,5538,5555]"
2,"Descent3","[10,15,10,15,5011,5026,4521,4522,4523,4491,4491,4465,4302,4302,4589]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4492,4493,4465,4302,4302,4589]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4491,4249,4219,4440,4415]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4492,4493,4249,4219,4440,4415]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4491,4249,4249,4358,5065]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4492,4493,4249,4249,4358,5065]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4491,4160,4160,4136,4136]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4492,4493,4160,4160,4136,4136]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4491,4136,4136,4330,4330]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4492,4493,4136,4136,4330,4330]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4491,4330,4330,4387]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4492,4493,4330,4330,4387]",1308,"[10,15,10,15,5011,5026,4521,4522,4523,4491,4491,4330,4330,4440,4219,4219]","[10,15,10,15,5011,5026,4521,4522,4523,4491,4492,4493,4330,4330,4440,4219,4219]"
3,"Descent4","[4520,10,14,1,1,1,5408,5273]","[6,6,5408,5273]","[4520,10,14,1,1,1,5408,5273]","[6,6,5408,5273]","[4520,10,14,1,1,1,5276,5279,5273]","[6,6,5279,5276,5273]","[4520,10,14,1,1,1,5276,5282,5279,5417,5547]","[6,6,5276,5279,5282,5417,5547]","[4520,10,14,1,1,1,5282,5276,5279,5547]","[6,6,5279,5282,5276,5547]","[4520,10,14,1,1,1,5282,5273,5408]","[6,6,5273,5282,5408]",1309,"[4520,10,14,1,1,1,5279,5282,5273]","[6,6,5273,5282,5279]"
4,"Descent5","[5246,0,0,0,0,6,2]","[5246,0,0,0,0,10,11,11,11,11,15,15]","[5246,0,0,0,0,6,2,5260]","[5246,0,0,0,0,10,11,11,11,11,15,15,5260]","[5504,5260,0,0,0,0,6,2]","[5504,5260,0,0,0,0,10,11,11,11,11,15,15]","[5330,0,0,0,0,6,2,5518,5369]","[5518,0,0,0,0,10,11,11,11,11,15,15,5330,5369]","[5330,5518,0,0,0,0,6,2,5369]","[5330,5518,0,0,0,0,10,11,11,11,11,15,15,5369]","[5518,0,0,0,0,6,2,5330,5514,5246]","[5246,5514,0,0,0,0,10,11,11,11,11,15,15,5518,5330]",1310,"[5518,0,0,0,0,6,2,5246,5330]","[5246,0,0,0,0,10,11,11,11,11,15,15,5330,5518]"
5,"Descent6","[4496,5249,5012,5027,6,6,5552]","[4496,5012,5027,5249,11,11,11,11,15,15,5552]","[4496,5249,5012,5027,5414,6,6,5552]","[4496,5414,5012,5027,5249,11,11,11,11,15,15,5552]","[4496,5338,5414,5012,5027,5355,6,6]","[4496,5414,5355,5012,5027,5338,11,11,11,11,15,15]","[4496,5419,5012,5027,5437,5445,6,6,5546,5534]","[4496,5012,5027,5437,5445,5419,11,11,11,11,15,15,5546,5534]","[4496,5356,5012,5027,5445,5349,5245,6,6,5546,5534]","[4496,5245,5012,5027,5349,5445,5356,11,11,11,11,15,15,5546,5534]","[4496,5349,5012,5027,5245,5249,5410,6,6,5552]","[4496,5012,5027,5249,5245,5349,5410,11,11,11,11,15,15,5552]",1311,"[4496,5012,5027,5349,5249,6,6,5552]","[4496,5012,5027,5349,5249,11,11,11,11,15,15,5552]"
6,"Descent7","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4304,4304,4590,4466]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4304,4304,4590,4466]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4416,4441,4251,4220]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4416,4441,4251,4220]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4360,4251,4251,5065]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,6,4360,4251,4251,5065]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4137,4137,4162,4162]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4137,4137,4162,4162]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4137,4137,4332,4332]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4137,4137,4332,4332]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4332,4332,4388]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4332,4332,4388]",1312,"[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,4332,4332,4220,4220,4441]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,4332,4332,4220,4220,4441]"
7,"Descent8","[5493,5254,5389,4495,4497,4527,4528,4526,2,6,11]","[5493,5254,5389,4495,4497,4527,4528,4526,12,12,10,10,10,11]","[5493,5254,5389,4495,4497,4527,4528,4526,2,6,11]","[5493,5254,5389,4495,4497,12,12,10,10,10,11,4527,4528,4526]","[5493,5494,5261,5389,4495,4497,4527,4528,4526,2,6,11]","[5493,5494,5261,5389,4495,4497,12,12,10,10,10,11,4527,4528,4526]","[5495,5494,5389,4495,4497,4527,4528,4526,2,6,11]","[5495,5494,5389,4495,4497,12,12,10,10,10,11,4527,4528,4526]","[5495,5494,4495,4497,4527,4528,4526,2,6,11]","[5495,5494,4495,4497,12,12,10,10,10,11,4527,4528,4526]","[5493,5495,5254,4495,4497,4527,4528,4526,2,6,11]","[5493,5495,5254,4495,4497,12,12,10,10,10,11,4527,4528,4526]",1313,"[5494,5495,5493,4495,4497,4527,4528,4526,2,6,11]","[5494,5495,5493,4495,4497,12,12,10,10,10,11,4527,4528,4526]"
8,"Descent9","[4,4,4,6,6,4575,4766,4942,4688,4871,5316,5013,5028,5274,5346,4]","[4573,0,0,0,6,6,4467,4305,4591,5274,5346,5013,5028,5316,4305,0]","[4,4,4,6,6,4575,4818,4978,4719,4908,5316,5013,5028,5274,5346,4]","[4573,0,0,0,6,6,4442,4252,5346,5274,5013,5028,5316,4417,4222,0]","[4,4,4,6,6,4575,4784,4954,4699,4884,5443,5013,5028,5274,5346,5316,4]","[4573,0,0,0,6,6,4361,5065,5346,5274,5013,5028,4252,4252,5443,5316,0]","[4,4,4,6,6,4575,4852,4994,4746,4924,5339,5013,5028,5319,5526,4]","[4573,0,0,0,6,6,4574,4163,4163,5319,5526,5013,5028,5339,4138,4138,0]","[4,4,4,6,6,4575,4801,4966,4709,4896,5319,5013,5028,5339,4]","[4573,0,0,0,6,6,4574,5339,5013,5028,5319,4138,4138,4333,4333,0]","[4,4,4,6,6,4575,4835,4986,4732,4916,5319,5316,5013,5028,5274,5339,5346,4]","[4573,0,0,0,6,6,4574,4333,4333,5339,5346,5013,5028,5274,5316,5319,4389,0]",1314,"[4,4,4,6,6,4575,4818,4978,4719,4908,5319,5316,5013,5028,5339,5274,5346,4]","[4573,0,0,0,6,6,4442,5339,5274,5013,5028,5319,5346,5316,4333,4333,4222,4222,0]"
9,"Descent10","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]",1315,"[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]"
