"rownum","WorldAreasKey","MonsterVarietiesKeys","TerrainMetadata"
0,1079,[5155],"Metadata/Monsters/KitavaDemon/KitavaDemonSpawnerPlaguewingMapElderClone"
1,1080,[2340],""
2,1081,"[2319,2313,2316]",""
3,1082,[2284],""
4,1083,[5380],""
5,1084,"[3579,3579,4877]",""
6,1085,[5705],"Metadata/Terrain/EndGame/MapDesert/Objects/MummyEventSpawnerKiraElderClone"
7,1086,[2300],""
8,1087,[4467],""
9,1088,[4038],""
10,1089,"[4302,4308,4309,4310,4311]",""
11,1090,[4887],""
12,1091,[2401],""
13,1092,"[3888,3933]",""
14,1093,[3821],""
15,1094,[2303],""
16,1095,[3874],""
17,1096,[2328],""
18,1097,[5751],""
19,1098,"[2428,2431]",""
20,1099,"[4867,4974,4978]",""
21,1100,[2281],""
22,1101,"[2529,2577,2563]",""
23,1102,"[2370,2383]",""
24,1104,[4438],""
25,1106,[3954],""
26,1107,[252],""
27,1108,[3987],""
28,1109,"[4328,4335,4336,4337,4338]",""
29,1110,"[4017,4028]",""
30,1111,[5676],""
31,1112,[5734],""
32,1113,[1357],""
33,1114,[2405],""
34,1115,[3215],""
35,1116,[3767],""
36,1117,[2478],""
37,1118,[1353],""
38,1119,[8284],""
39,1120,[4393],""
40,1121,[2310],""
41,1122,[1152],"Metadata/Terrain/EndGame/MapMausoleum/Objects/TolmanBossSpawnerMapElderClone"
42,1123,[5340],""
43,1124,[2394],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerSimplifiedElderClone"
44,1125,[4119],""
45,1126,[1927],""
46,1127,[2419],""
47,1128,[4210],""
48,1129,[2380],""
49,1130,[1013],""
50,1132,[5636],""
51,1134,"[2354,2363]",""
52,1135,[2307],""
53,1229,[5370],""
54,1137,[2290],""
55,1138,[1976],""
56,1139,[2434],""
57,1140,[2296],""
58,1141,[982],""
59,1142,[2332],""
60,1144,[3112],""
61,1146,[1466],""
62,1147,[2390],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerElderClone"
63,1148,[1895],""
64,1149,[1993],""
65,1150,[1514],""
66,1151,[5316],""
67,1152,"[1386,1423,1439]",""
68,1154,[3957],""
69,1155,[2461],""
70,1156,"[1261,1288,1291]",""
71,1158,[2642],""
72,1159,[2322],""
73,1161,[2416],""
74,1163,[2335],""
75,1164,[5281],""
76,1166,"[5746,5742]",""
77,1167,"[3579,5124]",""
78,1168,[5169],""
79,1169,"[1017,1020]",""
80,1170,[75],""
81,1171,[4470],""
82,1172,[5305],""
83,1174,"[4405,4408,4411]",""
84,1175,[4112],""
85,1177,[4127],""
86,1178,[5393],""
87,1179,"[4274,4279,4280,4281,4282]",""
88,1180,[5360],""
89,1181,[2481],""
90,1182,[3844],""
91,1183,"[2525,2537,2556]",""
92,1184,[2424],""
93,1185,[1898],""
94,1186,[2278],""
95,1188,[4515],""
96,1189,"[2437,2440]",""
97,1191,[4598],""
98,1192,[2464],""
99,1193,[4135],""
100,1194,[2325],""
101,1195,"[190,4473]",""
102,1196,[4149],""
103,1197,[5787],""
104,1198,[2398],""
105,1199,[4041],""
106,1201,[5112],""
107,1202,"[5597,3579]",""
108,1203,[5756],""
109,1205,[2373],""
110,1206,"[3903,3924,3945]",""
111,1207,[1578],""
112,1208,[6965],""
113,1210,[3370],""
114,1212,"[4062,4056,4048]",""
115,1213,[4010],""
116,1214,[2457],""
117,1215,[980],""
118,1216,[1340],""
119,1217,[5649],""
120,1218,"[2444,3579]",""
121,1219,[2936],""
122,1220,"[5839,3579]",""
123,1221,"[3579,4138]",""
124,1222,[4068],""
125,1223,"[4341,4343]",""
126,1224,[4594],""
127,1225,[5614],""
128,1226,[4511],""
129,1227,[5688],""
130,1228,"[1581,1588]",""
131,1136,[4380],""
132,1230,[5107],""
133,1231,[5357],""
134,1232,[5134],""
135,1233,[5771],""
136,1234,[4863],""
137,1235,[4856],""
138,1236,[4851],""
139,1237,[4860],""
140,1238,[4941],""
141,1239,"[3194,3197,3200]",""
142,1245,[8094],""
143,1247,[8070],""
144,1248,"[8045,8048,8051]",""
145,1249,[8108],""
146,1251,[8079],"Metadata/Terrain/EndGame/MapBurn/Objects/BossEventSarcophagusElder"
147,1252,[8087],""
148,1253,[8310],""
149,1254,"[8100,8333]",""
150,1255,"[5268,5292]",""
151,1256,"[8055,8058,8061]",""
152,1257,[6216],""
