"rownum","Id","FlagStat"
0,"Attack",2936
1,"Spell",435
2,"Projectile",6351
3,"DualWieldOnly",""
4,"Buff",""
5,"Minion",6221
6,"Damage",""
7,"Area",9759
8,"Duration",""
9,"RequiresShield",""
10,"ProjectileSpeed",""
11,"HasReservation",""
12,"ReservationBecomesCost",""
13,"Trappable",""
14,"Totemable",""
15,"Mineable",""
16,"ElementalStatus",""
17,"MinionsCanExplode",""
18,"Chains",15202
19,"Melee",6640
20,"MeleeSingleTarget",10699
21,"Multicastable",""
22,"TotemCastsAlone",""
23,"Multistrikeable",""
24,"CausesBurning",""
25,"SummonsTotem",""
26,"TotemCastsWhenNotDetached",""
27,"Physical",9305
28,"Fire",2768
29,"Cold",2769
30,"Lightning",2770
31,"Triggerable",9292
32,"Trapped",""
33,"Movement",3138
34,"DamageOverTime",""
35,"RemoteMined",""
36,"Triggered",""
37,"Vaal",2929
38,"Aura",2951
39,"CanTargetUnusableCorpse",""
40,"RangedAttack",8103
41,"Chaos",2824
42,"FixedSpeedProjectile",""
43,"ThresholdJewelArea",""
44,"ThresholdJewelProjectile",""
45,"ThresholdJewelDuration",""
46,"ThresholdJewelRangedAttack",""
47,"Channel",6341
48,"DegenOnlySpellDamage",""
49,"InbuiltTrigger",""
50,"Golem",""
51,"Herald",10921
52,"AuraAffectsEnemies",""
53,"NoRuthless",""
54,"ThresholdJewelSpellDamage",""
55,"Cascadable",""
56,"ProjectilesFromUser",""
57,"MirageArcherCanUse",""
58,"ProjectileSpiral",""
59,"SingleMainProjectile",""
60,"MinionsPersistWhenSkillRemoved",""
61,"ProjectileNumber",6351
62,"Warcry",3397
63,"Instant",""
64,"Brand",8596
65,"DestroysCorpse",""
66,"NonHitChill",""
67,"ChillingArea",""
68,"AppliesCurse",2483
69,"CanRapidFire",""
70,"AuraDuration",""
71,"AreaSpell",""
72,"OR",""
73,"AND",""
74,"NOT",""
75,"AppliesMaim",""
76,"CreatesMinion",""
77,"Guard",9767
78,"Travel",9768
79,"Blink",""
80,"CanHaveBlessing",""
81,"ProjectilesNotFromUser",""
82,"AttackInPlaceIsDefault",""
83,"Nova",10715
84,"InstantNoRepeatWhenHeld",""
85,"InstantShiftAttackForLeftMouse",""
86,"AuraNotOnCaster",10952
87,"Banner",10953
88,"Rain",10995
89,"Cooldown",""
90,"ThresholdJewelChaining",""
91,"Slam",11885
92,"Stance",12021
93,"NonRepeatable",""
94,"OtherThingUsesSkill",""
95,"Steel",12452
96,"Hex",12593
97,"Mark",13088
98,"Aegis",15604
99,"Orb",""
100,"KillNoDamageModifiers",""
101,"RandomElement",14301
102,"LateConsumeCooldown",""
103,"Arcane",""
104,"FixedCastTime",""
105,"RequiresOffHandNotWeapon",""
106,"Link",15175
107,"Blessing",15605
