"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","NotificationIcon","HideoutName","Id"
0,8,1,[521],0,"","","","SeraphBootsCerulean"
1,8,2,[520],0,"","","","SeraphBodyCerulean"
2,8,3,[522],0,"","","","SeraphGlovesCerulean"
3,8,4,[523],0,"","","","SeraphHelmetCerulean"
4,9,1,[533],0,"","","","SeraphBootsSanguine"
5,9,2,[532],0,"","","","SeraphBodySanguine"
6,9,3,[534],0,"","","","SeraphGlovesSanguine"
7,9,4,[535],0,"","","","SeraphHelmetSanguine"
8,7,1,[6989],0,"","","","HideoutTotemPole1"
9,10,1,[6991],0,"","","","HideoutTotemPole2"
10,11,5,[525],0,"","","","SeraphBootsGolden"
11,11,10,[526],0,"","","","SeraphGlovesGolden"
12,11,15,[524],0,"","","","SeraphBodyGolden"
13,11,20,[527],0,"","","","SeraphHelmetGolden"
14,12,7,[672],0,"","","","RigwaldBoots"
15,12,14,[673],0,"","","","RigwaldGloves"
16,12,21,[674],0,"","","","RigwaldBody"
17,12,28,[671],0,"","","","RigwaldHelmet"
18,12,18,[6993],2,"","","","HideoutTotemPole3"
19,13,12,[707],0,"","","","PerandusFootprints"
20,13,24,[708],0,"","","","PerandusWeapon"
21,13,36,[709],0,"","","","PerandusPortal"
22,13,19,[6995],3,"","","","HideoutTotemPole4"
23,14,12,[730],0,"","","","ProphecyFootprints"
24,14,24,[731],0,"","","","ProphecyWeapon"
25,14,36,[3851],0,"","","","NavaliMonkey"
26,14,19,[6997],3,"","","","HideoutTotemPole5"
27,15,12,[798],0,"","","","EssenceFootprints"
28,15,24,[796],0,"","","","EssenceWings"
29,15,36,[797],0,"","","","EssencePortal"
30,15,19,[6999],3,"","","","HideoutTotemPole6"
31,16,12,[855],0,"","","","BreachFootprints"
32,16,24,[836],0,"","","","BreachPortal"
33,16,36,[826],0,"","","","DemonicWings"
34,16,19,[7001],3,"","","","HideoutTotemPole7"
35,17,12,[913],0,"","","","LegacyFootprintsEffect"
36,17,24,[919],0,"","","","LegacyWeaponEffect"
37,17,36,[868],0,"","","","LegacyPortalEffect"
38,17,19,[7003],3,"","","","HideoutTotemPole8"
39,18,12,[1019],0,"","","","HarbingerEyes"
40,18,24,"[1020,1021]",0,"","","","HarbingerCrownBundle"
41,18,36,[1022],0,"","","","HarbingerCharacterEffect"
42,18,19,[7005],3,"","","","HideoutTotemPole9"
43,19,12,[1219],0,"","","","AbyssHelmet"
44,19,24,[1095],0,"","","","AbyssWings"
45,19,36,[1222],0,"","","","AbyssPortalEffect"
46,19,19,[7007],3,"","","","HideoutTotemPole10"
47,20,12,[1600],0,"","","","BestiaryHelmet"
48,20,24,[1580],0,"","","","BestiaryWings"
49,20,36,[1601],0,"","","","BestiaryPortalEffect"
50,20,19,[7009],3,"","","","HideoutTotemPole11"
51,21,1,[],0,"Congratulations!\nYou earned a Sin and Innocence Mystery Box!","Art/2DItems/Effects/MysteryChest/SinInnocenceMysteryBox.dds","Sin and Innocence Mystery Box","MysteryPackSinAndInnocenceBox"
52,22,12,[1637],0,"","","","IncursionBandana"
53,22,24,[1639],0,"","","","IncursionCloak"
54,22,36,[1640],0,"","","","IncursionPortalEffect"
55,22,19,[7011],3,"","","","HideoutTotemPole12"
56,23,1,[],0,"Congratulations!\nYou earned an Apocalypse Mystery Box!","Art/2DItems/Effects/MysteryChest/ApocalypseMysteryBox.dds","Apocalypse Mystery Box","MysteryPackApocalypseBox"
57,24,12,[3915],0,"","","","DelvePet"
58,24,24,[1815],0,"","","","DelveBackAttachment"
59,24,36,[1805],0,"","","","DelvePortalEffect"
60,24,19,[7013],3,"","","","HideoutTotemPole13"
61,25,12,[1871],0,"","","","BetrayalHelmetAttachment"
62,25,24,[1872],0,"","","","BetrayalAuraEffect"
63,25,36,[1873],0,"","","","BetrayalCloak"
64,25,19,[7015],3,"","","","HideoutTotemPole14"
65,26,12,"[2054,2055]",0,"","","","SynthesisHelmetBundle"
66,26,24,[3929],0,"","","","SynthesisPet"
67,26,36,[2056],0,"","","","SynthesisWings"
68,26,19,[7017],3,"","","","HideoutTotemPole15"
69,27,1,[],0,"Congratulations!\nYou earned a Glimmerwood Mystery Box!","Art/2DItems/Effects/MysteryChest/DarkwoodMysteryBox.dds","Glimmerwood Mystery Box","MysteryPackGlimmerwoodBox"
70,28,12,[2240],0,"Earned Monolith Crown Microtransaction!","","","LegionHelmet"
71,28,24,[2241],0,"Earned Monolith Aura Effect Microtransaction!","","","LegionAuraEffect"
72,28,36,[2242],0,"Earned Monolith Wings Microtransaction!","","","LegionWings"
73,28,19,[7019],3,"Earned Legion Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole16"
74,29,12,[2329],0,"Earned Blight Helmet Microtransaction!","","","BlightHelmet"
75,29,24,[2330],0,"Earned Blight Portal Effect Microtransaction!","","","BlightPortalEffect"
76,29,36,[2331],0,"Earned Blight Wings Microtransaction!","","","BlightWings"
77,29,19,[7021],3,"Earned Blight Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole17"
78,30,12,[2458],0,"Earned Metamorph Footprints Effect Microtransaction!","","","MetamorphFootprintsEffect"
79,30,24,[2459],0,"Earned Metamorph Weapon Effect Microtransaction!","","","MetamorphWeaponEffect"
80,30,36,[2460],0,"Earned Metamorph Portal Effect Microtransaction!","","","MetamorphPortalEffect"
81,30,19,[7023],0,"Earned Metamorph Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole18"
82,31,12,[2571],0,"Earned Delirium Horn Microtransaction!","","","DeliriumHorns"
83,31,24,[2572],0,"Earned Delirium Cloak Microtransaction!","","","DeliriumCloak"
84,31,36,[2573],0,"Earned Delirium Wings Microtransaction!","","","DeliriumWings"
85,31,19,[7025],3,"Earned Delirium Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole19"
86,32,12,[2733],0,"Earned Harvest Footprints Effect Microtransaction!","","","HarvestFootprintsEffect"
87,32,24,[2734],0,"Earned Harvest Cloak Microtransaction!","","","HarvestCloak"
88,32,36,[2735],0,"Earned Harvest Portal Effect Microtransaction!","","","HarvestPortalEffect"
89,32,19,[7027],3,"Earned Harvest Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole20"
90,33,12,"[2851,2852,2853]",0,"Earned Heist Helmet Pack!","Art/2DItems/Effects/Hats/HeistHelmetPack.dds","","HeistHelmetPack"
