"rownum","ModsKey","AtlasModTiers"
0,12668,2
1,12669,2
2,12670,3
3,12671,2
4,12672,3
5,12673,2
6,12674,3
7,12675,2
8,12676,3
9,12677,2
10,12678,2
11,12679,3
12,12680,2
13,12681,3
14,12682,2
15,12683,3
16,12684,2
17,12685,3
18,12686,2
19,12687,3
20,12688,2
21,12689,3
22,12690,2
23,12691,2
24,12692,2
25,12693,2
26,12694,3
27,12695,2
28,12696,3
29,12697,2
30,12698,3
31,12699,2
32,12700,3
33,12701,2
34,12702,3
35,12703,2
36,12704,3
37,12705,2
38,12706,3
39,12707,2
40,12708,2
41,12709,3
42,12710,2
43,12711,3
44,12712,2
45,12713,3
46,12714,2
47,12715,3
48,12716,2
49,12717,3
50,12718,2
51,12719,3
52,12720,2
53,12721,3
54,12722,2
55,12723,3
56,12724,2
57,12725,3
58,12726,2
59,12727,3
60,12728,2
61,12729,3
62,12730,2
63,12731,3
64,12732,2
65,12733,3
66,12734,2
67,12735,3
68,12736,2
69,12737,3
70,12738,2
71,12739,3
72,12740,2
73,12741,3
74,12742,2
75,12743,3
76,12744,2
77,12745,3
78,12746,2
79,12747,3
80,12748,2
81,12749,3
82,12750,2
83,12751,3
84,12752,2
85,12753,3
86,12754,2
87,12755,3
88,12756,2
89,12757,3
90,12758,2
91,12759,3
92,12762,2
93,12763,3
94,12764,2
95,12765,3
96,12766,2
97,12767,3
98,12768,2
99,12769,2
100,12770,2
101,12771,3
102,12772,3
103,12773,3
104,12774,2
105,12775,3
106,12776,2
107,12777,3
108,20042,2
109,20043,3
110,20053,2
111,20054,3
112,20057,2
113,20058,3
114,20059,2
115,20060,3
116,20061,2
117,20062,2
118,20063,2
119,20064,3
120,20065,2
121,20066,3
122,20067,2
123,20109,2
124,20110,3
125,20113,2
126,20114,3
127,20349,2
128,20350,3
129,20503,2
130,20504,3
131,21580,2
132,21581,3
133,22325,2
134,22326,3
135,22321,2
136,22322,3
137,23879,2
138,23880,3
139,23881,2
140,23882,3
