"rownum","Key","SpawnWeight_TagsKeys","SpawnWeight_Values","ModsKey","MinLevel","MaxLevel","IsPrefix"
0,"ProxyKey1",[0],[45],10061,2,39,1
1,"ProxyKey2",[0],[45],10060,40,100,1
2,"ProxyKey3",[0],[45],10062,40,100,1
3,"ProxyKey4","[158,0]","[0,94]",10063,2,100,1
4,"ProxyKey5","[162,0]","[0,0]",10064,40,100,1
5,"ProxyKey6","[152,0]","[0,45]",10065,56,100,1
6,"ProxyKey7","[57,0]","[45,0]",10066,68,100,1
7,"ProxyKey8","[57,0]","[1,0]",10067,68,100,1
8,"ProxyKey9",[0],[94],10069,2,39,1
9,"ProxyKey10",[0],[94],10068,40,100,1
10,"ProxyKey11","[158,0]","[0,94]",10071,2,39,1
11,"ProxyKey12","[158,0]","[0,94]",10070,40,100,1
12,"ProxyKey13",[0],[94],10073,2,39,1
13,"ProxyKey14",[0],[94],10072,40,100,1
14,"ProxyKey15",[0],[94],10075,2,39,1
15,"ProxyKey16",[0],[94],10074,40,100,1
16,"ProxyKey17",[0],[45],10076,2,100,1
17,"ProxyKey18",[0],[94],10078,2,39,1
18,"ProxyKey19",[0],[94],10077,40,100,1
19,"ProxyKey20",[0],[94],10079,40,100,1
20,"ProxyKey21",[0],[45],10080,56,100,1
21,"ProxyKey22",[0],[94],10081,40,100,1
22,"ProxyKey23","[57,0]","[9,0]",10082,68,100,1
23,"ProxyKey24",[0],[94],10083,40,100,1
24,"ProxyKey25",[0],[45],10084,56,100,1
25,"ProxyKey26",[0],[45],10085,40,100,1
26,"ProxyKey27",[0],[45],10086,40,100,1
27,"ProxyKey28",[0],[9],10088,23,39,1
28,"ProxyKey29",[0],[9],10087,40,100,1
29,"ProxyKey30","[61,0]","[9,0]",10089,40,100,1
30,"ProxyKey31",[0],[45],10090,40,100,1
31,"ProxyKey32",[0],[45],10091,40,100,1
32,"ProxyKey33",[0],[94],10092,2,100,1
33,"ProxyKey34",[0],[94],10093,40,100,1
34,"ProxyKey35",[0],[94],10094,2,100,1
35,"ProxyKey36",[0],[94],10095,40,100,1
36,"ProxyKey37",[0],[94],10096,2,100,1
37,"ProxyKey38",[0],[94],10097,40,100,1
38,"ProxyKey39",[0],[0],10098,2,100,1
39,"ProxyKey40",[0],[0],10099,40,100,1
40,"ProxyKey41",[0],[94],10100,2,100,1
41,"ProxyKey42",[0],[94],10101,40,100,1
42,"ProxyKey43",[0],[94],10102,40,100,1
43,"ProxyKey44","[57,0]","[4,0]",10103,68,100,1
44,"ProxyKey45",[0],[45],10104,2,100,1
45,"ProxyKey46",[0],[9],10106,2,39,1
46,"ProxyKey47",[0],[9],10105,40,100,1
47,"ProxyKey48",[0],[94],10107,2,100,1
48,"ProxyKey49",[0],[45],10108,2,100,1
49,"ProxyKey50",[0],[94],10109,2,100,1
50,"ProxyKey51",[0],[94],10110,2,100,1
51,"ProxyKey52",[0],[45],10111,2,100,1
52,"ProxyKey53",[0],[5000],9424,40,100,""
53,"ProxyKey54","[164,0]","[0,2500]",10114,40,100,""
54,"ProxyKey55",[0],[5000],10115,40,100,""
55,"ProxyKey56",[0],[5000],10116,40,100,""
56,"ProxyKey57",[0],[5000],10117,40,100,""
57,"ProxyKey58",[0],[5000],10118,40,100,""
58,"ProxyKey59",[0],[2500],10123,56,100,""
59,"ProxyKey60",[0],[500],10124,56,100,""
60,"ProxyKey61","[57,0]","[500,0]",10125,68,100,""
61,"ProxyKey62","[164,57,0]","[0,250,0]",10126,68,100,""
62,"ProxyKey63","[164,57,0]","[0,250,0]",10127,68,100,""
63,"ProxyKey64",[0],[2500],10128,40,100,""
64,"ProxyKey65",[0],[5000],10129,40,100,""
65,"ProxyKey66",[0],[5000],10130,40,100,""
66,"ProxyKey67",[0],[5000],10131,40,100,""
67,"ProxyKey68",[0],[2500],10132,56,100,""
68,"ProxyKey69","[164,57,0]","[0,500,0]",10133,40,100,""
69,"ProxyKey70","[164,57,0]","[0,500,0]",10134,68,100,""
70,"ProxyKey71","[164,57,0]","[0,500,0]",10135,68,100,""
71,"ProxyKey72","[57,0]","[3,0]",10136,68,100,""
72,"ProxyKey73","[57,0]","[5000,0]",10119,68,100,""
73,"ProxyKey74","[57,0]","[5000,0]",10120,68,100,""
74,"ProxyKey75","[57,0]","[5000,0]",10121,68,100,""
75,"ProxyKey76","[57,0]","[5000,0]",10122,68,100,""
76,"ProxyKey77","[164,57,0]","[0,250,0]",10137,68,100,""
