"rownum","Id","i32","i32","i32","i32","rid","[rid]"
0,"ElderInfluenceSpawnTentacleFiend1A",2,100,1,16,"",[15524]
1,"ElderInfluenceSpawnTentacleFiend1B",2,33,11,16,"","[15524,15714]"
2,"ElderInfluencePortalPack1A",2,100,1,16,"",[15709]
3,"ElderInfluencePortalPack1B",2,33,11,16,"","[15709,15714]"
4,"ElderInfluencePortalPack2A",2,100,1,16,"",[15710]
5,"ElderInfluencePortalPack2B",2,33,11,16,"","[15710,15714]"
6,"ElderInfluencePortalPack3A",2,100,1,16,"",[15711]
7,"ElderInfluencePortalPack3B",2,33,11,16,"","[15711,15714]"
8,"ElderInfluenceTentacleMinionPack1A",2,100,1,16,"",[15712]
9,"ElderInfluenceTentacleMinionPack1B",2,33,11,16,"","[15712,15714]"
10,"ElderInfluenceTentacleMinions1A",2,100,1,16,"",[15713]
11,"ElderInfluenceTentacleMinions1B",2,33,11,16,"","[15713,15714]"
12,"ShaperInfluenceSpawnAnomaly1_1",1,100,1,16,"",[15513]
13,"ShaperInfluenceSpawnAnomaly1_2",1,33,11,16,"","[15513,15514]"
14,"ShaperInfluenceSpawnAnomaly2_1",1,10,1,16,0,[15513]
15,"ShaperInfluenceSpawnAnomaly2_2",1,10,1,16,1,[15513]
16,"ShaperInfluenceSpawnAnomaly2_3",1,10,1,16,2,[15513]
17,"ShaperInfluenceSpawnAnomaly2_4",1,10,1,16,3,[15513]
18,"ShaperInfluenceSpawnGolems1_1_1",1,100,1,16,"",[15515]
19,"ShaperInfluenceSpawnGolems1_1_2",1,33,11,16,"","[15515,15514]"
20,"ShaperInfluenceSpawnGolems1_2_1",1,10,1,16,0,[15515]
21,"ShaperInfluenceSpawnGolems1_2_2",1,10,1,16,1,[15515]
22,"ShaperInfluenceSpawnGolems1_2_3",1,10,1,16,2,[15515]
23,"ShaperInfluenceSpawnGolems1_2_4",1,10,1,16,3,[15515]
24,"ShaperInfluenceSpawnGolems2_1_1",1,100,6,16,"",[15516]
25,"ShaperInfluenceSpawnGolems2_1_2",1,33,11,16,"","[15516,15514]"
26,"ShaperInfluenceSpawnGolems2_2_1",1,10,6,16,0,[15516]
27,"ShaperInfluenceSpawnGolems2_2_2",1,10,6,16,1,[15516]
28,"ShaperInfluenceSpawnGolems2_2_3",1,10,6,16,2,[15516]
29,"ShaperInfluenceSpawnGolems2_2_4",1,10,6,16,3,[15516]
30,"ShaperInfluenceSpawnGolems3_1_1",1,100,6,16,"",[15517]
31,"ShaperInfluenceSpawnGolems3_1_2",1,33,11,16,"","[15517,15514]"
32,"ShaperInfluenceSpawnGolems3_2_1",1,10,6,16,0,[15517]
33,"ShaperInfluenceSpawnGolems3_2_2",1,10,6,16,1,[15517]
34,"ShaperInfluenceSpawnGolems3_2_3",1,10,6,16,2,[15517]
35,"ShaperInfluenceSpawnGolems3_2_4",1,10,6,16,3,[15517]
36,"ShaperInfluenceSpawnGolems4_1_1",1,100,6,16,"",[15518]
37,"ShaperInfluenceSpawnGolems4_1_2",1,33,11,16,"","[15518,15514]"
38,"ShaperInfluenceSpawnGolems4_2_1",1,10,6,16,0,[15518]
39,"ShaperInfluenceSpawnGolems4_2_2",1,10,6,16,1,[15518]
40,"ShaperInfluenceSpawnGolems4_2_3",1,10,6,16,2,[15518]
41,"ShaperInfluenceSpawnGolems4_2_4",1,10,6,16,3,[15518]
42,"ShaperInfluenceSpawnVoidAgent1_1_1",1,40,6,16,"","[15521,15519]"
43,"ShaperInfluenceSpawnVoidAgent1_1_2",1,15,11,16,"","[15521,15519,15514]"
44,"ShaperInfluenceSpawnVoidAgent1_2_1",1,20,6,16,0,"[15521,15519]"
45,"ShaperInfluenceSpawnVoidAgent1_2_2",1,20,6,16,1,"[15521,15519]"
46,"ShaperInfluenceSpawnVoidAgent1_2_3",1,20,6,16,2,"[15521,15519]"
47,"ShaperInfluenceSpawnVoidAgent1_2_4",1,20,6,16,3,"[15521,15519]"
48,"ShaperInfluenceSpawnVoidAgent2_1_1",1,40,6,16,"","[15522,15520]"
49,"ShaperInfluenceSpawnVoidAgent2_1_2",1,15,11,16,"","[15522,15520,15514]"
50,"ShaperInfluenceSpawnVoidAgent2_2_1",1,20,6,16,0,"[15522,15520]"
51,"ShaperInfluenceSpawnVoidAgent2_2_2",1,20,6,16,1,"[15522,15520]"
52,"ShaperInfluenceSpawnVoidAgent2_2_3",1,20,6,16,2,"[15522,15520]"
53,"ShaperInfluenceSpawnVoidAgent2_2_4",1,20,6,16,3,"[15522,15520]"
54,"ShaperInfluenceMaelstromCell1_1",1,12,6,16,"","[15523,15513]"
55,"ShaperInfluenceMaelstromCell1_2",1,12,11,16,"","[15523,15521]"
56,"ShaperSuperInfluenceSpawn1",3,100,1,16,0,"[15513,15514,20423]"
57,"ShaperSuperInfluenceSpawn2",3,100,1,16,1,"[15513,15514,20423]"
58,"ShaperSuperInfluenceSpawn3",3,100,1,16,2,"[15513,15514,20423]"
59,"ShaperSuperInfluenceSpawn4",3,100,1,16,3,"[15513,15514,20423]"
