"rownum","BaseItemTypesKey","Critical","Speed","DamageMin","DamageMax","RangeMax","i32"
0,5271,500,833,1,1,13,0
1,5272,700,714,5,9,120,0
2,5273,700,833,9,16,120,0
3,5274,700,667,9,17,120,0
4,5275,700,769,14,27,120,0
5,5276,700,769,12,37,120,0
6,5277,800,833,23,42,120,0
7,5278,700,741,22,40,120,0
8,5279,700,833,26,48,120,0
9,5280,700,667,21,38,120,0
10,5281,700,769,28,52,120,0
11,5282,700,769,21,64,120,0
12,5283,800,833,33,61,120,0
13,5284,700,741,31,57,120,0
14,5285,700,833,38,71,120,0
15,5286,700,667,29,53,120,0
16,5287,700,769,35,65,120,0
17,5288,700,769,25,75,120,0
18,5289,800,833,35,64,120,0
19,5290,700,741,33,61,120,0
20,5291,750,714,16,30,120,0
21,5292,750,714,25,46,120,0
22,5293,750,714,29,54,120,0
23,5294,700,714,13,25,120,0
24,5295,700,714,27,50,120,0
25,5296,700,714,30,55,120,0
26,5297,700,800,5,9,120,0
27,5298,600,667,6,10,10,0
28,5299,600,690,4,17,10,0
29,5300,630,690,3,26,10,0
30,5301,610,667,7,27,10,0
31,5302,630,690,8,34,10,0
32,5303,650,769,10,41,10,0
33,5304,630,690,11,43,10,0
34,5305,650,833,15,59,10,0
35,5306,620,741,14,54,10,0
36,5307,600,714,11,45,10,0
37,5308,630,714,7,62,10,0
38,5309,610,667,13,52,10,0
39,5310,630,714,15,59,10,0
40,5311,650,833,19,75,10,0
41,5312,630,690,16,64,10,0
42,5313,650,833,22,87,10,0
43,5314,650,741,19,74,10,0
44,5315,650,714,19,76,10,0
45,5316,630,714,10,86,10,0
46,5317,610,667,19,74,10,0
47,5318,630,714,20,79,10,0
48,5319,650,833,24,95,10,0
49,5320,630,667,18,73,10,0
50,5321,650,833,24,97,10,0
51,5322,620,741,22,88,10,0
52,5323,630,714,12,46,10,0
53,5324,630,714,18,71,10,0
54,5325,630,714,20,79,10,0
55,5326,630,690,12,47,10,0
56,5327,630,690,18,73,10,0
57,5328,630,690,21,85,10,0
58,5329,620,625,4,11,11,0
59,5330,650,667,6,17,11,0
60,5331,630,645,7,23,11,0
61,5332,600,625,12,22,11,0
62,5333,630,645,12,31,11,0
63,5334,650,769,16,43,11,0
64,5335,600,625,14,38,11,0
65,5336,630,667,12,46,11,0
66,5337,630,667,15,44,11,0
67,5338,650,769,20,53,11,0
68,5339,630,667,15,51,11,0
69,5340,600,625,23,43,11,0
70,5341,630,667,20,53,11,0
71,5342,650,769,26,68,11,0
72,5343,600,625,21,56,11,0
73,5344,630,667,17,69,11,0
74,5345,630,667,21,64,11,0
75,5346,650,769,30,78,11,0
76,5347,630,667,21,73,11,0
77,5348,600,625,29,55,11,0
78,5349,630,667,26,68,11,0
79,5350,650,769,29,76,11,0
80,5351,600,625,25,65,11,0
81,5352,630,667,18,71,11,0
82,5353,630,667,23,68,11,0
83,5354,600,625,13,24,11,0
84,5355,600,625,20,37,11,0
85,5356,600,625,22,41,11,0
86,5357,500,667,6,11,11,0
87,5358,500,690,10,15,11,0
88,5359,500,667,11,21,11,0
89,5360,500,769,12,35,11,0
90,5361,500,741,19,34,11,0
91,5362,500,714,14,42,11,0
92,5363,500,833,27,50,11,0
93,5364,500,769,29,48,11,0
94,5365,500,741,26,46,11,0
95,5366,500,769,32,50,11,0
96,5367,500,667,25,46,11,0
97,5368,500,833,26,79,11,0
98,5369,500,769,35,65,11,0
99,5370,500,714,24,71,11,0
100,5371,500,833,45,83,11,0
101,5372,500,769,45,75,11,0
102,5373,500,741,40,71,11,0
103,5374,500,769,49,77,11,0
104,5375,500,667,38,70,11,0
105,5376,500,833,38,114,11,0
106,5377,500,769,47,87,11,0
107,5378,500,714,30,90,11,0
108,5379,500,833,54,100,11,0
109,5380,500,769,51,85,11,0
110,5381,500,741,44,79,11,0
111,5382,500,769,19,39,11,0
112,5383,500,769,29,60,11,0
113,5384,500,769,34,71,11,0
114,5385,500,690,5,11,11,0
115,5386,500,909,3,23,11,0
116,5387,500,645,4,9,11,0
117,5388,500,667,6,14,11,0
118,5389,500,645,5,22,11,0
119,5390,500,690,15,21,11,0
120,5391,500,714,16,30,11,0
121,5392,500,690,18,33,11,0
122,5393,500,667,20,33,11,0
123,5394,500,769,19,54,11,0
124,5395,500,870,28,60,11,0
125,5396,500,769,25,53,11,0
126,5397,500,645,13,53,11,0
127,5398,500,769,37,53,11,0
128,5399,500,833,38,70,11,0
129,5400,500,769,36,66,11,0
130,5401,500,667,34,55,11,0
131,5402,500,769,30,86,11,0
132,5403,500,870,44,94,11,0
133,5404,500,769,39,83,11,0
134,5405,500,645,20,80,11,0
135,5406,500,769,54,78,11,0
136,5407,500,833,53,98,11,0
137,5408,500,769,46,86,11,0
138,5409,500,667,41,68,11,0
139,5410,500,769,35,99,11,0
140,5411,500,714,37,80,11,0
141,5412,650,625,18,33,11,0
142,5413,650,625,27,51,11,0
143,5414,650,625,34,63,11,0
144,5415,550,645,5,11,14,0
145,5416,550,625,4,17,14,0
146,5417,600,667,11,20,14,0
147,5418,550,645,11,25,14,0
148,5419,550,625,12,29,14,0
149,5420,650,769,12,46,14,0
150,5421,550,625,18,33,14,0
