"rownum","MonsterVariety","f32_16","MonsterHeightBracket","i32_36","i32_40"
0,5,68.41,8,0,0
1,6,195.93,2,0,0
2,21,55.62,8,0,0
3,22,55.62,8,0,0
4,23,28.35,8,0,0
5,24,28.35,8,0,0
6,25,160.32,2,0,0
7,28,190.75,2,0,0
8,29,156.73,2,0,0
9,30,161.12,2,0,0
10,31,191.46,2,0,0
11,32,184.77,2,0,0
12,33,170.6,2,0,0
13,34,190.75,2,0,0
14,35,156.73,2,0,0
15,36,161.12,2,0,0
16,37,191.46,2,0,0
17,38,184.77,2,0,0
18,39,170.6,2,0,0
19,40,169.81,2,0,0
20,41,169.81,2,0,0
21,42,169.81,2,0,0
22,43,169.81,2,0,0
23,44,169.81,5,0,0
24,45,169.81,2,0,0
25,46,169.81,2,0,0
26,47,169.81,2,0,0
27,48,169.81,2,0,0
28,49,169.81,2,0,0
29,51,0,8,0,0
30,95,100,7,0,0
31,97,158.86,0,0,0
32,100,0,8,0,0
33,26,53.39,8,0,0
34,50,169.81,2,0,0
35,126,0,8,0,0
36,127,158.86,0,0,0
37,450,189.21,2,0,0
38,451,189.21,2,0,0
39,453,189.21,2,0,0
40,454,179.92,2,0,0
41,480,0,8,0,0
42,481,0,8,0,0
43,482,17.01,8,0,0
44,483,17.01,8,0,0
45,573,184.56,2,0,0
46,877,17.01,8,0,0
47,128,306.11,4,0,0
48,132,218.95,2,0,0
49,135,218.95,2,0,0
50,137,188.47,2,0,0
51,147,1568.92,5,0,0
52,153,1568.92,5,0,0
53,154,1568.92,5,0,0
54,155,1568.92,5,0,0
55,156,0,8,0,0
56,157,178.46,2,0,0
57,158,153.27,2,0,0
58,159,160.93,2,0,0
59,160,227.91,3,0,0
60,161,227.91,3,0,0
61,162,227.91,3,0,0
62,164,207.9,3,0,0
63,166,207.9,3,0,0
64,167,183.43,2,0,0
65,173,163.78,2,0,0
66,174,163.78,2,0,0
67,175,277.12,5,0,0
68,179,1835,5,0,0
69,180,0,8,0,0
70,181,1835,5,0,0
71,182,1835,5,0,0
72,183,1835,5,0,0
73,184,62.39,7,0,0
74,185,62.39,7,0,0
75,187,62.39,7,0,0
76,188,62.39,0,0,0
77,190,62.39,7,0,0
78,191,62.39,0,0,0
79,192,181.27,2,0,0
80,193,181.27,2,0,0
81,194,181.27,2,0,0
82,195,181.27,2,0,0
83,208,100,7,0,0
84,209,100,7,0,0
85,210,199.32,2,0,0
86,211,203.47,2,0,0
87,216,199.89,2,0,0
88,217,191.12,2,0,0
89,218,191.12,2,0,0
90,221,189.21,2,0,0
91,222,189.21,2,0,0
92,223,65.95,8,0,0
93,225,65.95,7,0,0
94,228,65.95,8,0,0
95,229,65.95,8,0,0
96,230,111.84,0,0,0
97,232,209.73,2,0,0
98,233,111.84,0,0,0
99,234,209.73,2,0,0
100,235,167.25,2,0,0
101,237,167.25,2,0,0
102,238,179.93,2,0,0
103,240,342.17,4,0,0
104,244,190.07,2,0,0
105,246,140.32,2,0,0
106,247,172.21,2,0,0
107,249,199.3,2,0,0
108,250,234.17,2,0,0
109,251,234.17,2,0,0
110,255,203.73,3,0,0
111,256,170.49,2,0,0
112,257,170.49,2,0,0
113,258,170.49,2,0,0
114,259,170.49,2,0,0
115,271,87.18,8,0,0
116,272,258.32,3,0,0
117,273,120.93,2,0,0
118,283,348.77,4,0,0
119,285,161.39,2,0,0
120,286,76.71,7,0,0
121,288,189.21,2,0,0
122,290,208.69,2,0,0
123,291,208.69,2,0,0
124,292,189.75,2,0,0
125,293,189.75,2,0,0
126,294,208.69,2,0,0
127,298,203.31,2,0,0
128,299,208.69,2,0,0
129,308,192.38,2,0,0
130,309,192.38,2,0,0
131,312,195.6,2,0,0
132,314,195.6,2,0,0
133,316,193.29,2,0,0
134,318,193.29,2,0,0
135,320,195.6,2,0,0
136,321,195.6,2,0,0
137,322,193.29,2,0,0
138,323,195.6,2,0,0
139,324,195.6,2,0,0
140,325,186.23,2,0,0
141,326,191.48,2,0,0
142,328,170.91,2,0,0
143,329,170.91,2,0,0
144,330,116.03,0,0,0
145,331,210.16,2,0,0
146,332,232.99,3,0,0
147,333,172.21,2,0,0
148,334,110,0,0,0
149,335,110,0,0,0
