"rownum","Id","i32_8","[rid]_12"
0,"A1_Weapons",0,[]
1,"A2_Weapons",0,[]
2,"A3_Weapons",0,[]
3,"A4_Weapons",0,[]
4,"A5_Weapons",0,[]
5,"A6_Weapons",0,[]
6,"A7_Weapons",0,[]
7,"A8_Weapons",0,[]
8,"A9_Weapons",0,[]
9,"A10_Weapons",0,[]
10,"Epilogue_Weapons",0,[]
11,"A1_Magic",0,[]
12,"A2_Magic",0,[]
13,"A3_Magic",0,[]
14,"A4_Magic",0,[]
15,"A5_Magic",0,[]
16,"A6_Magic",0,[]
17,"A7_Magic",0,[]
18,"A8_Magic",0,[]
19,"A9_Magic",0,[]
20,"A10_Magic",0,[]
21,"Epilogue_Magic",0,[]
22,"NoRandomItems",0,[]
23,"Siosa",0,"[35,35,36,36,37,37]"
24,"LillyRoth",0,"[35,35,36,36,37,37,38]"
25,"Cadiro",5,[]
26,"Einhar",0,[]
27,"Kirac",0,[]
28,"Whakano",0,[]
29,"EndlessDelve",0,"[34,35,35,36,36,37,37,38]"
30,"ExpeditionHaggler",1,[]
31,"ExpeditionGambler",3,[]
32,"ExpeditionDealer",2,[]
33,"ExpeditionSaga",4,[]
34,"EndlessHeistContracts",0,[]
35,"A1_Weapons_HardMode",0,[]
36,"A2_Weapons_HardMode",0,[]
37,"A3_Weapons_HardMode",0,[]
38,"A4_Weapons_HardMode",0,[]
39,"A5_Weapons_HardMode",0,[]
40,"A6_Weapons_HardMode",0,[]
41,"A7_Weapons_HardMode",0,[]
42,"A8_Weapons_HardMode",0,[]
43,"A9_Weapons_HardMode",0,[]
44,"A10_Weapons_HardMode",0,[]
45,"Epilogue_Weapons_HardMode",0,[]
46,"A1_Magic_HardMode",0,[]
47,"A2_Magic_HardMode",0,[]
48,"A3_Magic_HardMode",0,[]
49,"A4_Magic_HardMode",0,[]
50,"A5_Magic_HardMode",0,[]
51,"A6_Magic_HardMode",0,[]
52,"A7_Magic_HardMode",0,[]
53,"A8_Magic_HardMode",0,[]
54,"A9_Magic_HardMode",0,[]
55,"A10_Magic_HardMode",0,[]
56,"Epilogue_Magic_HardMode",0,[]
57,"Siosa_HardMode",0,"[35,36,37]"
58,"Kirac_HardMode",0,[]
59,"ExpeditionHaggler_HardMode",1,[]
60,"ExpeditionGambler_HardMode",3,[]
61,"ExpeditionDealer_HardMode",2,[]
62,"ExpeditionSaga_HardMode",4,[]
63,"A1_Weapons_HardMode_Gold",0,[]
64,"A2_Weapons_HardMode_Gold",0,[]
65,"A3_Weapons_HardMode_Gold",0,[]
66,"A4_Weapons_HardMode_Gold",0,[]
67,"A5_Weapons_HardMode_Gold",0,[]
68,"A6_Weapons_HardMode_Gold",0,[]
69,"A7_Weapons_HardMode_Gold",0,[]
70,"A8_Weapons_HardMode_Gold",0,[]
71,"A9_Weapons_HardMode_Gold",0,[]
72,"A10_Weapons_HardMode_Gold",0,[]
73,"Epilogue_Weapons_HardMode_Gold",0,[]
74,"A1_Magic_HardMode_Gold",0,[]
75,"A2_Magic_HardMode_Gold",0,[]
76,"A3_Magic_HardMode_Gold",0,[]
77,"A4_Magic_HardMode_Gold",0,[]
78,"A5_Magic_HardMode_Gold",0,[]
79,"A6_Magic_HardMode_Gold",0,[]
80,"A7_Magic_HardMode_Gold",0,[]
81,"A8_Magic_HardMode_Gold",0,[]
82,"A9_Magic_HardMode_Gold",0,[]
83,"A10_Magic_HardMode_Gold",0,[]
84,"Epilogue_Magic_HardMode_Gold",0,[]
85,"Azmeri_Warden",7,[]
86,"Azmeri_VoodooShaman",6,[]
87,"Azmeri_Primalist",8,[]
88,"Azmeri_UniqueDealer",9,[]
89,"Azmeri_UniqueDealerMaps",0,[]
90,"Necropolis_GraveKeeper",0,[]
91,"MTXCart_SnakeOilVendor",0,[]
92,"Village_Gamble",10,[]
