"rownum","BaseItemTypesKey","Id","BK2File"
0,528,1,""
1,529,2,""
2,530,3,""
3,531,4,""
4,532,5,""
5,533,6,""
6,681,7,""
7,682,8,""
8,683,9,""
9,684,10,""
10,706,11,""
11,707,12,""
12,708,13,""
13,709,14,""
14,764,15,""
15,795,16,""
16,796,17,""
17,797,18,""
18,798,19,""
19,861,20,""
20,862,21,""
21,922,22,""
22,923,23,""
23,957,24,""
24,958,25,""
25,959,26,""
26,960,27,""
27,961,28,""
28,962,29,""
29,1021,30,""
30,1022,31,""
31,1023,32,""
32,1024,33,""
33,1025,34,""
34,1026,35,""
35,1027,36,""
36,1075,37,""
37,1076,38,""
38,1173,39,""
39,1180,40,""
40,1187,41,""
41,1195,42,""
42,1203,43,""
43,1211,44,""
44,1231,45,""
45,1232,46,""
46,1272,47,""
47,1273,48,""
48,1274,49,""
49,1275,50,""
50,1276,51,""
51,1277,52,""
52,1278,53,""
53,1279,54,""
54,1280,55,""
55,1281,56,""
56,1282,57,""
57,1283,58,""
58,1284,59,""
59,1285,60,""
60,1286,61,""
61,1287,62,""
62,1288,63,""
63,1289,64,""
64,1290,65,""
65,1291,66,""
66,1292,67,""
67,1293,68,""
68,1294,69,""
69,1295,70,""
70,1296,71,""
71,1297,72,""
72,1298,73,""
73,1299,74,""
74,1300,75,""
75,1301,76,""
76,1302,77,""
77,1303,78,""
78,1304,79,""
79,1305,80,""
80,1306,81,""
81,1307,82,""
82,1308,83,""
83,1309,84,""
84,1310,85,""
85,1311,86,""
86,1312,87,""
87,1313,88,""
88,1314,89,""
89,1315,90,""
90,1316,91,""
91,1317,92,""
92,1318,93,""
93,1319,94,""
94,1320,95,""
95,1321,96,""
96,1322,97,""
97,1323,98,""
98,1324,99,""
99,1325,100,""
100,1326,101,""
101,1327,102,""
102,1328,103,""
103,1329,104,""
104,1330,105,""
105,1331,106,""
106,1332,107,""
107,1333,108,""
108,1334,109,""
109,1335,110,""
110,1336,111,""
111,1337,112,""
112,1338,113,""
113,1339,114,""
114,1340,115,""
115,1341,116,""
116,1630,117,""
117,1631,118,""
118,1632,119,""
119,1633,120,""
120,1683,121,""
121,1684,122,""
122,1678,123,""
123,1679,124,""
124,1264,125,""
125,1265,126,""
126,1266,127,""
127,1261,128,""
128,1262,129,""
129,1263,130,""
130,1822,131,""
131,1823,132,""
